franchise_id,season_year,home_games,home_wins,home_attendance_total,avg_home_attendance,away_games,away_wins,away_attendance_total,avg_away_attendance,total_games,total_wins,Pct,total_attendance,attendance_avg
5,2019,41,9,823475,20084.756097560974,41,13,730710,17822.19512195122,82,22,0.2682926829268293,1554185,18953.475609756097
5,2020,34,14,639352,18804.470588235294,31,8,550804,17767.870967741936,65,22,0.3384615384615385,1190156,18310.092307692306
5,2021,36,15,13655,3413.75,36,16,42181,2636.3125,72,31,0.4305555555555556,55836,775.5
5,2022,41,27,856148,20881.658536585364,41,19,727959,18198.975,82,46,0.5609756097560976,1584107,19318.378048780487
5,2023,41,22,841632,20527.60975609756,41,18,747996,18243.80487804878,82,40,0.4878048780487805,1589628,19385.70731707317
5,2024,39,20,804740,20634.358974358973,39,19,714583,18322.641025641027,78,39,0.5,1519323,19478.5
6,2005,41,29,784249,19128.024390243903,41,13,749302,18275.658536585364,82,42,0.5121951219512195,1533551,18701.841463414636
6,2006,41,31,792391,19326.60975609756,41,19,770731,18798.317073170732,82,50,0.6097560975609756,1563122,19062.463414634145
6,2007,41,30,837883,20436.170731707316,41,20,776561,18940.51219512195,82,50,0.6097560975609756,1614444,19688.341463414636
6,2008,41,27,839074,20465.219512195123,41,18,737681,17992.219512195123,82,45,0.5487804878048781,1576755,19228.719512195123
6,2009,41,39,841000,20512.19512195122,41,27,774879,18899.48780487805,82,66,0.8048780487804879,1615879,19705.841463414636
6,2010,41,35,843042,20562.0,41,26,787239,19200.951219512193,82,61,0.7439024390243902,1630281,19881.475609756097
6,2011,41,12,824595,20112.073170731706,41,7,664203,16200.073170731708,82,19,0.23170731707317074,1488798,18156.073170731706
6,2012,33,11,525577,15926.575757575758,33,10,551860,16723.030303030304,66,21,0.3181818181818182,1077437,16324.80303030303
6,2013,41,14,663882,16192.243902439024,41,10,688014,16780.829268292684,82,24,0.2926829268292683,1351896,16486.536585365855
6,2014,41,19,710522,17329.80487804878,41,14,712910,17388.048780487807,82,33,0.4024390243902439,1423432,17358.926829268294
6,2015,41,31,843042,20562.0,41,22,775537,18915.536585365855,82,53,0.6463414634146342,1618579,19738.768292682926
6,2016,41,33,843042,20562.0,41,24,775317,18910.170731707316,82,57,0.6951219512195121,1618359,19736.085365853658
6,2017,41,31,822480,20562.0,41,20,779880,19021.463414634145,82,51,0.6219512195121951,1602360,19540.975609756097
6,2018,41,29,843042,20562.0,41,21,781477,19060.414634146342,82,50,0.6097560975609756,1624519,19811.20731707317
6,2019,41,13,793337,19349.682926829268,41,6,722921,17632.219512195123,82,19,0.23170731707317074,1516258,18490.951219512193
6,2020,36,11,643008,17861.333333333332,29,8,529374,18254.275862068964,65,19,0.2923076923076923,1172382,18036.646153846155
6,2021,36,13,81156,3381.5,36,9,41431,2959.3571428571427,72,22,0.3055555555555556,122587,1702.5972222222222
6,2022,41,25,758228,18493.365853658535,41,19,702513,17134.463414634145,82,44,0.5365853658536586,1460741,17813.914634146342
6,2023,41,31,777280,19432.0,41,20,741821,18093.19512195122,82,51,0.6219512195121951,1519101,18525.621951219513
6,2024,39,24,754303,19341.102564102563,39,21,716217,18364.53846153846,78,45,0.5769230769230769,1470520,18852.82051282051
7,2005,41,29,822533,20061.780487804877,41,29,707622,17259.073170731706,82,58,0.7073170731707317,1530155,18660.426829268294
7,2006,41,34,824693,20114.463414634145,41,26,721264,17591.80487804878,82,60,0.7317073170731707,1545957,18853.134146341465
7,2007,41,36,834411,20351.48780487805,41,31,730683,17821.536585365855,82,67,0.8170731707317073,1565094,19086.51219512195
7,2008,41,34,831738,20286.29268292683,41,17,726365,17716.219512195123,82,51,0.6219512195121951,1558103,19001.256097560974
7,2009,41,32,821723,20042.024390243903,41,18,701207,17102.60975609756,82,50,0.6097560975609756,1522930,18572.317073170732
7,2010,41,28,819770,19994.39024390244,41,27,702032,17122.731707317074,82,55,0.6707317073170732,1521802,18558.560975609755
7,2011,41,29,824162,20101.51219512195,41,28,686552,16745.170731707316,82,57,0.6951219512195121,1510714,18423.341463414636
7,2012,33,23,671050,20334.848484848484,33,13,584524,17712.848484848484,66,36,0.5454545454545454,1255574,19023.848484848484
7,2013,41,24,821490,20036.341463414636,41,17,722151,17613.439024390245,82,41,0.5,1543641,18824.89024390244
7,2014,41,26,817982,19950.780487804877,41,23,708018,17268.731707317074,82,49,0.5975609756097561,1526000,18609.756097560974
7,2015,41,27,827702,20187.853658536584,41,23,723792,17653.463414634145,82,50,0.6097560975609756,1551494,18920.658536585364
7,2016,41,23,825901,20143.926829268294,41,19,726812,17727.121951219513,82,42,0.5121951219512195,1552713,18935.524390243903
7,2017,41,21,811366,19789.414634146342,41,12,718291,17519.29268292683,82,33,0.4024390243902439,1529657,18654.353658536584
7,2018,41,15,811453,19791.536585365855,41,9,712566,17379.658536585364,82,24,0.2926829268292683,1524019,18585.59756097561
7,2019,41,24,820569,20013.878048780487,41,9,741033,18073.975609756097,82,33,0.4024390243902439,1561602,19043.926829268294
7,2020,38,20,682096,20061.647058823528,37,23,602239,18249.666666666668,75,43,0.5733333333333334,1284335,17124.466666666667
7,2021,36,21,94849,3648.0384615384614,36,21,33993,2428.0714285714284,72,42,0.5833333333333334,128842,1789.4722222222222
7,2022,41,29,809315,19739.39024390244,41,23,700772,17092.0,82,52,0.6341463414634146,1510087,18415.69512195122
7,2023,41,23,827282,20177.60975609756,41,15,743677,18138.463414634145,82,38,0.4634146341463415,1570959,19158.036585365855
7,2024,39,23,788417,20215.82051282051,39,25,714215,18313.20512820513,78,48,0.6153846153846154,1502632,19264.51282051282
8,2005,41,31,723949,17657.29268292683,41,18,717775,17506.70731707317,82,49,0.5975609756097561,1441724,17582.0
8,2006,41,26,702555,17135.48780487805,41,18,723143,17637.634146341465,82,44,0.5365853658536586,1425698,17386.560975609755
8,2007,41,23,706437,17230.170731707316,41,22,744698,18163.365853658535,82,45,0.5487804878048781,1451135,17696.768292682926
8,2008,41,33,711962,17364.926829268294,41,17,742739,18115.585365853658,82,50,0.6097560975609756,1454701,17740.256097560974
8,2009,41,33,706165,17223.536585365855,41,21,706312,17227.121951219513,82,54,0.6585365853658537,1412477,17225.329268292684
8,2010,41,34,737301,17982.951219512193,41,19,715286,17446.0,82,53,0.6463414634146342,1452587,17714.475609756097
8,2011,41,33,696568,16989.463414634145,41,17,708687,17285.048780487807,82,50,0.6097560975609756,1405255,17137.256097560974
8,2012,33,20,561966,17029.272727272728,33,18,568546,17228.666666666668,66,38,0.5757575757575758,1130512,17128.969696969696
8,2013,41,38,730616,17819.90243902439,41,19,711476,17353.073170731706,82,57,0.6951219512195121,1442092,17586.48780487805
8,2014,41,22,692898,16899.951219512193,41,14,705675,17211.585365853658,82,36,0.43902439024390244,1398573,17055.768292682926
8,2015,41,19,602707,14700.170731707318,41,11,714593,17429.09756097561,82,30,0.36585365853658536,1317300,16064.634146341463
8,2016,41,18,577898,14095.073170731708,41,15,727810,17751.463414634145,82,33,0.4024390243902439,1305708,15923.268292682927
8,2017,41,22,605585,14770.365853658537,41,18,714236,17420.39024390244,82,40,0.4878048780487805,1319821,16095.378048780487
8,2018,41,31,702796,17141.365853658535,41,15,732712,17871.024390243903,82,46,0.5609756097560976,1435508,17506.19512195122
8,2019,41,34,756457,18450.170731707316,41,20,716467,17474.80487804878,82,54,0.6585365853658537,1472924,17962.48780487805
8,2020,37,26,633153,19186.454545454544,36,20,549221,17163.15625,73,46,0.6301369863013698,1182374,16196.90410958904
8,2021,36,25,54563,3897.3571428571427,36,22,42184,2636.5,72,47,0.6527777777777778,96747,1343.7083333333333
8,2022,41,23,695262,16957.60975609756,41,25,674599,16864.975,82,48,0.5853658536585366,1369861,16705.621951219513
8,2023,41,34,788635,19235.0,41,19,722748,17628.0,82,53,0.6463414634146342,1511383,18431.5
8,2024,39,31,767672,19683.897435897437,39,24,713348,18290.97435897436,78,55,0.7051282051282052,1481020,18987.4358974359
9,2005,41,32,905116,22076.0,41,22,732588,17868.0,82,54,0.6585365853658537,1637704,19972.0
9,2006,41,37,905116,22076.0,41,27,764126,18637.219512195123,82,64,0.7804878048780488,1669242,20356.60975609756
9,2007,41,26,905116,22076.0,41,27,738059,18001.439024390245,82,53,0.6463414634146342,1643175,20038.719512195123
9,2008,41,34,905116,22076.0,41,25,726310,17714.878048780487,82,59,0.7195121951219512,1631426,19895.439024390245
9,2009,41,21,896971,21877.341463414636,41,18,739010,18024.634146341465,82,39,0.47560975609756095,1635981,19950.98780487805
9,2010,41,17,768826,18751.853658536584,41,10,701290,17104.634146341465,82,27,0.32926829268292684,1470116,17928.243902439026
9,2011,41,21,683080,16660.48780487805,41,9,686024,16732.29268292683,82,30,0.36585365853658536,1369104,16696.39024390244
9,2012,33,18,475638,14413.272727272728,33,7,539318,16342.969696969696,66,25,0.3787878787878788,1014956,15378.121212121212
9,2013,41,18,606094,14782.780487804877,41,11,692318,16885.80487804878,82,29,0.35365853658536583,1298412,15834.292682926829
9,2014,41,17,616005,15024.512195121952,41,12,708505,17280.60975609756,82,29,0.35365853658536583,1324510,16152.560975609756
9,2015,41,18,625917,15266.268292682927,41,14,732519,17866.317073170732,82,32,0.3902439024390244,1358436,16566.29268292683
9,2016,41,26,677138,16515.560975609755,41,18,730383,17814.219512195123,82,44,0.5365853658536586,1407521,17164.89024390244
9,2017,41,24,655141,15979.048780487805,41,13,725680,17699.51219512195,82,37,0.45121951219512196,1380821,16839.280487804877
9,2018,41,25,713945,17413.29268292683,41,14,736330,17959.268292682926,82,39,0.47560975609756095,1450275,17686.280487804877
9,2019,41,26,675963,16486.90243902439,41,15,730583,17819.09756097561,82,41,0.5,1406546,17153.0
9,2020,33,11,509469,15438.454545454546,33,9,582158,17641.151515151516,66,20,0.30303030303030304,1091627,16539.803030303032
9,2021,36,13,14250,750.0,36,7,44198,3157.0,72,20,0.2777777777777778,58448,811.7777777777778
9,2022,41,13,663556,16184.292682926829,41,10,686867,16752.853658536584,82,23,0.2804878048780488,1350423,16468.573170731706
9,2023,41,9,759715,18529.634146341465,41,8,732509,17866.073170731706,82,17,0.2073170731707317,1492224,18197.853658536584
9,2024,38,7,690513,18171.394736842107,40,7,732607,18315.175,78,14,0.1794871794871795,1423120,18245.128205128207
10,2005,41,20,670368,16350.439024390244,41,14,685060,16708.780487804877,82,34,0.4146341463414634,1355428,16529.60975609756
10,2006,41,21,749185,18272.80487804878,41,13,687783,16775.19512195122,82,34,0.4146341463414634,1436968,17524.0
10,2007,41,30,742267,18104.073170731706,41,12,697510,17012.439024390245,82,42,0.5121951219512195,1439777,17558.256097560974
10,2008,41,27,804864,19630.829268292684,41,21,707485,17255.731707317074,82,48,0.5853658536585366,1512349,18443.280487804877
10,2009,41,21,776660,18942.926829268294,41,8,694656,16942.829268292684,82,29,0.35365853658536583,1471316,17942.878048780487
10,2010,41,18,739120,18027.317073170732,41,8,674196,16443.80487804878,82,26,0.3170731707317073,1413316,17235.560975609755
10,2011,41,26,766398,18692.634146341465,41,10,699038,17049.70731707317,82,36,0.43902439024390244,1465436,17871.170731707316
10,2012,33,12,622311,18857.909090909092,33,11,540044,16364.969696969696,66,23,0.3484848484848485,1162355,17611.439393939392
10,2013,41,28,794320,19373.658536585364,41,19,705369,17204.121951219513,82,47,0.573170731707317,1499689,18288.89024390244
10,2014,41,27,803436,19596.0,41,24,718576,17526.243902439026,82,51,0.6219512195121951,1522012,18561.121951219513
10,2015,41,39,803436,19596.0,41,28,750793,18312.024390243903,82,67,0.8170731707317073,1554229,18954.01219512195
10,2016,41,39,803436,19596.0,41,34,784499,19134.121951219513,82,73,0.8902439024390244,1587935,19365.060975609755
10,2017,41,36,803436,19596.0,41,31,779621,19015.146341463416,82,67,0.8170731707317073,1583057,19305.573170731706
10,2018,41,29,803436,19596.0,41,29,775248,18908.48780487805,82,58,0.7073170731707317,1578684,19252.243902439026
10,2019,41,30,803436,19596.0,41,27,770397,18790.170731707316,82,57,0.6951219512195121,1573833,19193.085365853658
10,2020,34,8,614176,18064.0,31,7,541077,17454.09677419355,65,15,0.23076923076923078,1155253,17773.123076923075
10,2021,36,25,33457,3717.4444444444443,36,14,46911,3127.4,72,39,0.5416666666666666,80368,1116.2222222222222
10,2022,41,31,740624,18064.0,41,22,740187,18053.341463414636,82,53,0.6463414634146342,1480811,18058.670731707316
10,2023,41,33,740624,18064.0,41,11,807969,19706.560975609755,82,44,0.5365853658536586,1548593,18885.280487804877
10,2024,39,20,704496,18064.0,39,24,732654,18786.0,78,44,0.5641025641025641,1437150,18425.0
11,2005,41,26,663444,16181.560975609756,41,25,745536,18183.80487804878,82,51,0.6219512195121951,1408980,17182.682926829268
11,2006,41,15,636110,15514.878048780487,41,19,719740,17554.634146341465,82,34,0.4146341463414634,1355850,16534.756097560974
11,2007,41,28,678362,16545.414634146342,41,24,745686,18187.463414634145,82,52,0.6341463414634146,1424048,17366.439024390245
11,2008,41,31,718524,17524.975609756097,41,24,718638,17527.756097560974,82,55,0.6707317073170732,1437162,17526.365853658535
11,2009,41,33,717669,17504.121951219513,41,20,721154,17589.121951219513,82,53,0.6463414634146342,1438823,17546.621951219513
11,2010,41,23,677658,16528.243902439026,41,19,681285,16616.70731707317,82,42,0.5121951219512195,1358943,16572.475609756097
11,2011,41,25,663839,16191.19512195122,41,18,695731,16969.048780487807,82,43,0.524390243902439,1359570,16580.121951219513
11,2012,33,22,506994,15363.454545454546,33,12,585198,17733.272727272728,66,34,0.5151515151515151,1092192,16548.363636363636
11,2013,41,29,683564,16672.29268292683,41,16,737281,17982.463414634145,82,45,0.5487804878048781,1420845,17327.378048780487
11,2014,41,33,743082,18123.951219512193,41,21,714540,17427.80487804878,82,54,0.6585365853658537,1457622,17775.878048780487
11,2015,41,30,747412,18229.560975609755,41,26,736761,17969.780487804877,82,56,0.6829268292682927,1484173,18099.670731707316
11,2016,41,23,737244,17981.560975609755,41,18,727368,17740.682926829268,82,41,0.5,1464612,17861.121951219513
11,2017,41,30,695903,16973.243902439026,41,25,743761,18140.51219512195,82,55,0.6707317073170732,1439664,17556.878048780487
11,2018,41,34,732722,17871.268292682926,41,31,753134,18369.121951219513,82,65,0.7926829268292683,1485856,18120.19512195122
11,2019,41,31,740392,18058.341463414636,41,22,734766,17921.121951219513,82,53,0.6463414634146342,1475158,17989.731707317074
11,2020,36,24,578458,18076.8125,36,20,578314,18072.3125,72,44,0.6111111111111112,1156772,16066.277777777777
11,2021,36,9,95018,3276.4827586206898,36,8,45950,3282.1428571428573,72,17,0.2361111111111111,140968,1957.888888888889
11,2022,41,11,638977,15584.80487804878,41,9,683872,16679.80487804878,82,20,0.24390243902439024,1322849,16132.30487804878
11,2023,41,14,668865,16313.780487804877,41,8,724777,17677.48780487805,82,22,0.2682926829268293,1393642,16995.634146341465
11,2024,39,25,685754,17583.4358974359,39,14,705525,18090.384615384617,78,39,0.5,1391279,17836.910256410258
12,2005,41,25,696764,16994.243902439026,41,19,692711,16895.39024390244,82,44,0.5365853658536586,1389475,16944.817073170732
12,2006,41,27,663368,16179.707317073171,41,14,722599,17624.365853658535,82,41,0.5,1385967,16902.036585365855
12,2007,41,22,629750,15359.756097560976,41,13,729904,17802.536585365855,82,35,0.4268292682926829,1359654,16581.146341463416
12,2008,41,21,501092,12221.756097560976,41,15,705922,17217.60975609756,82,36,0.43902439024390244,1207014,14719.682926829268
12,2009,41,25,581472,14182.243902439024,41,11,702311,17129.536585365855,82,36,0.43902439024390244,1283783,15655.890243902439
12,2010,41,23,582295,14202.317073170732,41,9,695164,16955.219512195123,82,32,0.3902439024390244,1277459,15578.768292682927
12,2011,41,24,555077,13538.463414634147,41,13,690605,16844.024390243903,82,37,0.45121951219512196,1245682,15191.243902439024
12,2012,33,23,467561,14168.515151515152,33,19,547701,16597.0,66,42,0.6363636363636364,1015262,15382.757575757576
12,2013,41,30,626069,15269.975609756097,40,19,682456,17061.4,81,49,0.6049382716049383,1308525,16154.62962962963
12,2014,41,35,717542,17501.024390243903,41,21,732759,17872.170731707316,82,56,0.6829268292682927,1450301,17686.59756097561
12,2015,41,23,691434,16864.243902439026,41,15,733593,17892.51219512195,82,38,0.4634146341463415,1425027,17378.378048780487
12,2016,41,26,690733,16847.146341463416,41,19,731930,17851.951219512193,82,45,0.5487804878048781,1422663,17349.548780487807
12,2017,41,29,684578,16697.024390243903,41,13,731786,17848.439024390245,82,42,0.5121951219512195,1416364,17272.731707317074
12,2018,41,27,658119,16051.682926829268,41,21,721324,17593.268292682926,82,48,0.5853658536585366,1379443,16822.475609756097
12,2019,41,29,689310,16812.439024390245,41,19,732774,17872.536585365855,82,48,0.5853658536585366,1422084,17342.48780487805
12,2020,36,25,529002,16531.3125,37,20,572962,17362.484848484848,73,45,0.6164383561643836,1101964,15095.397260273972
12,2021,36,13,0,0.0,36,21,44705,3193.214285714286,72,34,0.4722222222222222,44705,620.9027777777778
12,2022,41,16,588743,14359.585365853658,41,9,688576,16794.536585365855,82,25,0.3048780487804878,1277319,15577.060975609756
12,2023,41,20,641562,15647.853658536585,41,15,733937,17900.90243902439,82,35,0.4268292682926829,1375499,16774.378048780487
12,2024,38,23,626843,16495.86842105263,38,18,699825,18416.447368421053,76,41,0.5394736842105263,1326668,17456.157894736843
13,2005,41,27,696181,16980.024390243903,41,10,686139,16735.09756097561,82,37,0.45121951219512196,1382320,16857.560975609755
13,2006,41,27,712409,17375.829268292684,41,20,694715,16944.268292682926,82,47,0.573170731707317,1407124,17160.048780487807
13,2007,41,25,755261,18421.0,41,15,713650,17406.09756097561,82,40,0.4878048780487805,1468911,17913.548780487807
13,2008,41,13,692408,16888.0,41,10,681775,16628.658536585364,82,23,0.2804878048780488,1374183,16758.329268292684
13,2009,41,11,663587,16185.048780487805,41,8,705294,17202.29268292683,82,19,0.23170731707317074,1368881,16693.670731707316
13,2010,41,21,670063,16343.0,41,8,665261,16225.878048780487,82,29,0.35365853658536583,1335324,16284.439024390244
13,2011,41,23,727462,17742.975609756097,41,9,722179,17614.121951219513,82,32,0.3902439024390244,1449641,17678.548780487807
13,2012,33,24,634237,19219.303030303032,33,16,605309,18342.696969696968,66,40,0.6060606060606061,1239546,18781.0
13,2013,41,32,788293,19226.658536585364,41,24,730073,17806.658536585364,82,56,0.6829268292682927,1518366,18516.658536585364
13,2014,41,34,787692,19212.0,41,23,705964,17218.634146341465,82,57,0.6951219512195121,1493656,18215.317073170732
13,2015,41,30,785892,19168.09756097561,41,26,741245,18079.146341463416,82,56,0.6829268292682927,1527137,18623.621951219513
13,2016,41,29,786910,19192.926829268294,41,24,729503,17792.756097560974,82,53,0.6463414634146342,1516413,18492.841463414636
13,2017,41,29,782609,19088.024390243903,41,22,733478,17889.70731707317,82,51,0.6219512195121951,1516087,18488.865853658535
13,2018,41,22,697812,17019.80487804878,41,20,729030,17781.219512195123,82,42,0.5121951219512195,1426842,17400.51219512195
13,2019,41,26,710327,17325.048780487807,41,22,706573,17233.48780487805,82,48,0.5853658536585366,1416900,17279.268292682926
13,2020,36,27,610176,19068.0,36,22,571360,17855.0,72,49,0.6805555555555556,1181536,16410.222222222223
13,2021,36,26,13901,2316.8333333333335,36,21,56710,3150.5555555555557,72,47,0.6527777777777778,70611,980.7083333333334
13,2022,41,25,694005,16926.951219512193,41,17,676414,16910.35,82,42,0.5121951219512195,1370419,16712.426829268294
13,2023,41,23,720543,17574.219512195123,41,21,722652,17625.658536585364,82,44,0.5365853658536586,1443195,17599.939024390245
13,2024,39,24,738042,18924.153846153848,39,26,715650,18350.0,78,50,0.6410256410256411,1453692,18637.076923076922
14,2005,41,22,770494,18792.536585365855,41,12,771217,18810.170731707316,82,34,0.4146341463414634,1541711,18801.353658536584
14,2006,41,27,774189,18882.658536585364,41,18,771313,18812.51219512195,82,45,0.5487804878048781,1545502,18847.585365853658
14,2007,41,25,778415,18985.731707317074,41,17,775614,18917.414634146342,82,42,0.5121951219512195,1554029,18951.573170731706
14,2008,41,30,759880,18997.0,41,27,765522,18671.268292682926,82,57,0.6951219512195121,1525402,18602.463414634145
14,2009,41,36,778877,18997.0,41,29,788049,19220.70731707317,82,65,0.7926829268292683,1566926,19108.853658536584
14,2010,41,34,778877,18997.0,41,23,789354,19252.536585365855,82,57,0.6951219512195121,1568231,19124.768292682926
14,2011,41,30,778877,18997.0,41,27,782589,19087.536585365855,82,57,0.6951219512195121,1561466,19042.268292682926
14,2012,33,26,626901,18997.0,33,15,628128,19034.18181818182,66,41,0.6212121212121212,1255029,19015.590909090908
14,2013,41,29,778877,18997.0,41,16,773532,18866.634146341465,82,45,0.5487804878048781,1552409,18931.817073170732
14,2014,41,14,771974,18828.634146341465,41,13,731678,17845.80487804878,82,27,0.32926829268292684,1503652,18337.219512195123
14,2015,41,12,768244,18737.658536585364,41,9,732881,17875.146341463416,82,21,0.25609756097560976,1501125,18306.40243902439
14,2016,41,12,778877,18997.0,41,5,785143,19149.829268292684,82,17,0.2073170731707317,1564020,19073.414634146342
14,2017,41,17,776917,18949.19512195122,41,9,745860,18191.70731707317,82,26,0.3170731707317073,1522777,18570.451219512193
14,2018,41,20,776328,18934.829268292684,41,15,766568,18696.780487804877,82,35,0.4268292682926829,1542896,18815.80487804878
14,2019,41,22,778877,18997.0,41,15,773355,18862.317073170732,82,37,0.45121951219512196,1552232,18929.658536585364
14,2020,35,25,588907,18997.0,36,27,604072,18877.25,71,52,0.7323943661971831,1192979,16802.521126760563
14,2021,36,21,23313,2590.3333333333335,36,21,44723,3194.5,72,42,0.5833333333333334,68036,944.9444444444445
14,2022,41,21,764631,18649.536585365855,41,12,745376,18179.90243902439,82,33,0.4024390243902439,1510007,18414.719512195123
14,2023,41,23,763168,18613.853658536584,41,20,769874,18777.414634146342,82,43,0.524390243902439,1533042,18695.634146341465
14,2024,38,24,719837,18943.07894736842,38,17,711299,18718.394736842107,76,41,0.5394736842105263,1431136,18830.736842105263
15,2005,41,26,691362,16862.48780487805,41,19,681487,16621.634146341465,82,45,0.5487804878048781,1372849,16742.060975609755
15,2006,41,30,647533,15793.487804878048,41,19,705671,17211.48780487805,82,49,0.5975609756097561,1353204,16502.48780487805
15,2007,41,14,600836,14654.536585365853,41,8,710811,17336.853658536584,82,22,0.2682926829268293,1311647,15995.69512195122
15,2008,41,14,523578,12770.19512195122,41,8,696385,16985.0,82,22,0.2682926829268293,1219963,14877.59756097561
15,2009,41,16,519895,12680.365853658537,41,8,701143,17101.048780487807,82,24,0.2926829268292683,1221038,14890.707317073171
15,2010,41,23,552914,13485.707317073171,41,17,684350,16691.463414634145,82,40,0.4878048780487805,1237264,15088.585365853658
15,2011,41,30,600687,14650.90243902439,41,16,674096,16441.365853658535,82,46,0.5609756097560976,1274783,15546.134146341463
15,2012,33,26,518446,15710.484848484848,33,15,563271,17068.81818181818,66,41,0.6212121212121212,1081717,16389.651515151516
15,2013,41,32,681613,16624.70731707317,41,24,704988,17194.829268292684,82,56,0.6829268292682927,1386601,16909.768292682926
15,2014,41,27,685458,16718.48780487805,41,23,708043,17269.341463414636,82,50,0.6097560975609756,1393501,16993.914634146342
15,2015,41,31,710502,17329.317073170732,41,24,738717,18017.48780487805,82,55,0.6707317073170732,1449219,17673.40243902439
15,2016,41,26,701894,17119.365853658535,41,16,721186,17589.90243902439,82,42,0.5121951219512195,1423080,17354.634146341465
15,2017,41,24,677314,16519.853658536584,41,19,723881,17655.634146341465,82,43,0.524390243902439,1401195,17087.743902439026
15,2018,41,16,653863,15947.878048780487,41,6,711289,17348.51219512195,82,22,0.2682926829268293,1365152,16648.19512195122
15,2019,41,21,638332,15569.073170731708,41,12,720763,17579.585365853658,82,33,0.4024390243902439,1359095,16574.329268292684
15,2020,37,20,523297,15857.484848484848,36,14,561277,17539.90625,73,34,0.4657534246575342,1084574,14857.17808219178
15,2021,36,18,61039,2347.653846153846,36,20,56618,3145.4444444444443,72,38,0.5277777777777778,117657,1634.125
15,2022,41,30,646785,15775.243902439024,41,26,727354,17740.341463414636,82,56,0.6829268292682927,1374139,16757.79268292683
15,2023,41,35,707836,17264.29268292683,41,16,744666,18162.585365853658,82,51,0.6219512195121951,1452502,17713.439024390245
15,2024,39,9,647104,16592.410256410258,39,18,708450,18165.384615384617,78,27,0.34615384615384615,1355554,17378.897435897437
16,2005,41,35,815143,19881.536585365855,41,24,774551,18891.48780487805,82,59,0.7195121951219512,1589694,19386.51219512195
16,2006,41,31,818149,19954.853658536584,41,21,778532,18988.585365853658,82,52,0.6341463414634146,1596681,19471.719512195123
16,2007,41,27,808541,19720.51219512195,41,17,776748,18945.073170731706,82,44,0.5365853658536586,1585289,19332.79268292683
16,2008,41,9,798004,19463.51219512195,41,6,717647,17503.585365853658,82,15,0.18292682926829268,1515651,18483.548780487807
16,2009,41,28,748778,18262.878048780487,41,15,744174,18150.585365853658,82,43,0.524390243902439,1492952,18206.731707317074
16,2010,41,24,726935,17730.121951219513,41,23,739679,18040.951219512193,82,47,0.573170731707317,1466614,17885.536585365855
16,2011,41,30,810930,19778.780487804877,41,28,797331,19447.09756097561,82,58,0.7073170731707317,1608261,19612.939024390245
16,2012,33,28,657855,19935.0,33,18,640193,19399.78787878788,66,46,0.696969696969697,1298048,19667.39393939394
16,2013,41,37,819290,19982.682926829268,41,29,782729,19090.951219512193,82,66,0.8048780487804879,1602019,19536.817073170732
16,2014,41,32,811036,19781.365853658535,41,22,786823,19190.80487804878,82,54,0.6585365853658537,1597859,19486.085365853658
16,2015,41,20,808223,19712.756097560974,41,17,725839,17703.39024390244,82,37,0.45121951219512196,1534062,18708.073170731706
16,2016,41,28,809350,19740.243902439026,41,20,739821,18044.414634146342,82,48,0.5853658536585366,1549171,18892.329268292684
16,2017,41,23,805400,19643.90243902439,41,18,730566,17818.682926829268,82,41,0.5,1535966,18731.29268292683
16,2018,41,26,804850,19630.48780487805,41,18,745274,18177.414634146342,82,44,0.5365853658536586,1550124,18903.951219512193
16,2019,41,19,805264,19640.585365853658,41,20,745217,18176.024390243903,82,39,0.47560975609756095,1550481,18908.30487804878
16,2020,36,29,629771,19680.34375,37,15,598202,18127.333333333332,73,44,0.6027397260273972,1227973,16821.54794520548
16,2021,36,21,0,0.0,36,19,58783,3265.722222222222,72,40,0.5555555555555556,58783,816.4305555555555
16,2022,41,29,804761,19628.317073170732,41,24,691795,17294.875,82,53,0.6463414634146342,1496556,18250.682926829268
16,2023,41,27,807190,19687.560975609755,41,17,753129,18369.0,82,44,0.5365853658536586,1560319,19028.280487804877
16,2024,39,21,770392,19753.641025641027,39,23,718595,18425.51282051282,78,44,0.5641025641025641,1488987,19089.576923076922
17,2005,41,23,637009,15536.80487804878,41,7,682726,16651.853658536584,82,30,0.36585365853658536,1319735,16094.329268292682
17,2006,41,25,681337,16617.975609756097,41,15,701903,17119.585365853658,82,40,0.4878048780487805,1383240,16868.780487804877
17,2007,41,18,663629,16186.073170731708,41,10,711373,17350.560975609755,82,28,0.34146341463414637,1375002,16768.317073170732
17,2008,41,19,639421,15595.634146341463,41,7,686290,16738.780487804877,82,26,0.3170731707317073,1325711,16167.207317073171
17,2009,41,22,630976,15389.658536585366,41,12,694849,16947.536585365855,82,34,0.4146341463414634,1325825,16168.59756097561
17,2010,41,28,619453,15108.609756097561,41,18,689746,16823.073170731706,82,46,0.5609756097560976,1309199,15965.841463414634
17,2011,41,22,631912,15412.487804878048,41,13,693384,16911.80487804878,82,35,0.4268292682926829,1325296,16162.146341463415
17,2012,33,17,485717,14718.69696969697,33,14,549820,16661.21212121212,66,31,0.4696969696969697,1035537,15689.954545454546
17,2013,41,21,616469,15035.829268292682,41,17,693702,16919.560975609755,82,38,0.4634146341463415,1310171,15977.69512195122
17,2014,41,10,552067,13465.048780487805,41,5,697562,17013.70731707317,82,15,0.18292682926829268,1249629,15239.378048780487
