franchise_id,season_year,home_games,home_wins,home_attendance_total,avg_home_attendance,away_games,away_wins,away_attendance_total,avg_away_attendance,total_games,total_wins,Pct,total_attendance,attendance_avg,Team_Revenue,Ticket_Price,Operating_Income,LAFR,LAFA
11,2021,36,9,95018,3276.4827586206898,36,8,45950,3282.1428571428573,72,17.0,0.2361111111111111,140968,1957.888888888889,223.0,7.78,33.0,0.034811114580081175,0.06340497628102168
12,2011,41,24,555077,13538.463414634147,41,13,690605,16844.024390243903,82,37.0,0.45121951219512196,1245682,15191.243902439024,101.0,17.2,-11.0,0.025505050505050506,0.025334055063575094
12,2012,33,23,467561,14168.515151515152,33,19,547701,16597.0,66,42.0,0.6363636363636364,1015262,15382.757575757576,98.0,14.5,11.0,0.026688453159041396,0.02656646553977805
12,2013,41,30,626069,15269.975609756097,40,19,682456,17061.4,81,49.0,0.6049382716049383,1308525,16154.62962962963,121.0,20.0,12.0,0.02655838454784899,0.028606525471097776
12,2014,41,35,717542,17501.024390243903,41,21,732759,17872.170731707316,82,56.0,0.6829268292682927,1450301,17686.59756097561,139.0,23.0,25.0,0.029030910609857977,0.03249231245187853
12,2015,41,23,691434,16864.243902439026,41,15,733593,17892.51219512195,82,38.0,0.4634146341463415,1425027,17378.378048780487,138.0,22.8,19.0,0.02664092664092664,0.030580480891345782
12,2016,41,26,690733,16847.146341463416,41,19,731930,17851.951219512193,82,45.0,0.5487804878048781,1422663,17349.548780487807,157.0,26.9,24.0,0.026764405046027957,0.030481568115481805
12,2017,41,29,684578,16697.024390243903,41,13,731786,17848.439024390245,82,42.0,0.5121951219512195,1416364,17272.731707317074,205.0,27.4,29.0,0.02782301845819761,0.030237612284373962
12,2018,41,27,658119,16051.682926829268,41,21,721324,17593.268292682926,82,48.0,0.5853658536585366,1379443,16822.475609756097,222.0,26.3,50.0,0.02772573997751967,0.028866794140082766
12,2019,41,29,689310,16812.439024390245,41,19,732774,17872.536585365855,82,48.0,0.5853658536585366,1422084,17342.48780487805,243.0,34.5,55.0,0.027742893024317844,0.030472626093968204
12,2020,36,25,529002,16531.3125,37,20,572962,17362.484848484848,73,45.0,0.6164383561643836,1101964,15095.397260273972,217.0,30.2,39.0,0.027412834765032843,0.029747637517915995
12,2021,36,13,0,0.0,36,21,44705,3193.214285714286,72,34.0,0.4722222222222222,44705,620.9027777777778,179.0,0.0,4.0,0.027942553855760225,0.0
13,2011,41,23,727462,17742.975609756097,41,9,722179,17614.121951219513,82,32.0,0.3902439024390244,1449641,17678.548780487807,108.0,36.4,9.0,0.02727272727272727,0.0332018122974983
13,2012,33,24,634237,19219.303030303032,33,16,605309,18342.696969696968,66,40.0,0.6060606060606061,1239546,18781.0,108.0,32.4,9.0,0.029411764705882353,0.03603687092069743
