0,The Barnstormer,Magic Kingdom,2012/03/12,steel\xa0– junior,Vekoma,9.1,207.0,40.2,0,60,NaN,None,NaN,None,None,6,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Steel,2012
1,Slinky Dog Dash,Disney\'s Hollywood Studios,2018/06/30,steel\xa0– family\xa0– launched,Mack Rides,15.0,NaN,64.0,0,120,NaN,None,NaN,None,None,7,5476.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Steel,2018
2,Expedition Everest – Legend of the Forbidden Mountain,Disney\'s Animal Kingdom,2006/04/07,None,Vekoma,61.0,184.0,80.0,0,170,2050.0,"US$100,000,000",24.0,None,3.0,8,110.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Steel,2006
3,Hagrid’s Magical Creatures Motorbike Adventure,Universal\'s Islands of Adventure,2019/06/13,steel\xa0– launched,Intamin,20.0,540.0,80.0,0,175,1700.0,USD $300 million[2],5.2,70°,None,64,6682.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Steel,2019
4,Jurassic World VelociCoaster,Universal\'s Islands of Adventure,2021/06/10,steel\xa0– launched,Intamin,47.0,400.0,110.0,4,None,NaN,None,43.0,80°,None,64,8721.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Steel,2021
5,The Incredible Hulk Coaster,Universal\'s Islands of Adventure,1999/05/28,steel\xa0– launched,Bolliger & Mabillard,34.0,100.0,108.0,7,135,1920.0,None,32.0,None,4,64,6004.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Steel,1999
6,Harry Potter and the Escape from Gringotts,Universal Studios Florida,2014/07/08,steel\xa0– launched\xa0– enclosed,Intamin,NaN,600.0,NaN,0,300,NaN,None,NaN,50°,None,65,6014.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Steel,2014
7,Hollywood Rip Ride Rockit,Universal Studios Florida,2009/08/19,steel,Maurer AG,51.0,200.0,105.0,0,99,1850.0,"US$ 45,000,000[2]",NaN,None,4.18[4],65,5993.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Steel,2009
8,Woody Woodpecker\'s Nuthouse Coaster,Universal Studios Florida,1999/03/13,steel\xa0– junior,Vekoma,8.5,207.0,34.9,0,44,780.0,None,NaN,None,None,65,6007.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Steel,1999
