Show Name,Season,Href,Google Docs
chicago pd,season 10,https://tvseriesfinale.com/tv-show/chicago-pd-season-10-ratings/,https://docs.google.com/spreadsheets/d/1ma3sMDxK-aUwyuz2kB8gMyf1goAcW9mqosbWSlLHEcg/pubhtml/sheet?headers=false&gid=1642218240&range=A1%3Ah100
chicago pd,season 11,https://tvseriesfinale.com/tv-show/chicago-pd-season-11-ratings/,https://docs.google.com/spreadsheets/d/1ulFHD6XOdDbGfOjxn7oY7g5VbYqBaQ4f5x74oABSSnE/pubhtml/sheet?headers=false&gid=1368563814&range=A1%3Ah100
child support,season one,https://tvseriesfinale.com/tv-show/child-support-season-one-ratings/,https://docs.google.com/spreadsheets/d/e/2PACX-1vTlE5lTHpAmKbEOIFMoMB5xW95pIvYxFgcblbWzKL4ZDLRBAVL3Bt3WtXzA65dzsHZXuOrwhIXlQOfq/pubhtml/sheet?headers=false&gid=375917076&range=A1%3Ah100
children ruin everything,season one,https://tvseriesfinale.com/tv-show/children-ruin-everything-season-one-ratings/,https://docs.google.com/spreadsheets/d/1qwTMXm7xEOvj2UJCK2EP9eCl3-calTWTXMXFx6_z1oA/pubhtml/sheet?headers=false&gid=202029990&range=A1%3Ah100
children ruin everything,season two,https://tvseriesfinale.com/tv-show/children-ruin-everything-season-two-ratings/,https://docs.google.com/spreadsheets/d/1VOF9EearmNFEo8w6vHiQipNNQVkvI529Yr3CG1qfSnQ/pubhtml/sheet?headers=false&gid=961071712&range=A1%3Ah100
children ruin everything,season three,https://tvseriesfinale.com/tv-show/children-ruin-everything-season-three-ratings/,https://docs.google.com/spreadsheets/d/1VOF9EearmNFEo8w6vHiQipNNQVkvI529Yr3CG1qfSnQ/pubhtml/sheet?headers=false&gid=997973502&range=A1%3Ah100
the chosen,season one,https://tvseriesfinale.com/tv-show/the-chosen-season-one-ratings/,https://docs.google.com/spreadsheets/d/1qwTMXm7xEOvj2UJCK2EP9eCl3-calTWTXMXFx6_z1oA/pubhtml/sheet?headers=false&gid=636701132&range=A1%3Ah100
the chosen,season two,https://tvseriesfinale.com/tv-show/the-chosen-season-two-ratings/,https://docs.google.com/spreadsheets/d/1VOF9EearmNFEo8w6vHiQipNNQVkvI529Yr3CG1qfSnQ/pubhtml/sheet?headers=false&gid=1219567482&range=A1%3Ah100
the chosen,season three,https://tvseriesfinale.com/tv-show/the-chosen-season-three-ratings/,https://docs.google.com/spreadsheets/d/1VOF9EearmNFEo8w6vHiQipNNQVkvI529Yr3CG1qfSnQ/pubhtml/sheet?headers=false&gid=1876762243&range=A1%3Ah100
the christmas caroler challenge,season one,https://tvseriesfinale.com/tv-show/the-christmas-caroler-challenge-season-one-ratings/,https://docs.google.com/spreadsheets/d/e/2PACX-1vTaD6uAv0rMyqOLpklP9QmMHlz3gUaKkf5kYVM3nDXbIBys2LKIkvfed1zv-22RJpYtZtcw1rvPd5ws/pubhtml/sheet?headers=false&gid=115846953&range=A1%3Ah100
the christmas caroler challenge,season two,https://tvseriesfinale.com/tv-show/the-christmas-caroler-challenge-season-two-ratings/,https://docs.google.com/spreadsheets/d/1UtKbmbo-TrCU00937XlBHCPgAR5Wx5fyu7YHrmiDjZQ/pubhtml/sheet?headers=false&gid=2090860688&range=A1%3Ah100
chucky,season one,https://tvseriesfinale.com/tv-show/chucky-season-one-ratings/,https://docs.google.com/spreadsheets/d/14IMssfgFsz8f3V5fAqkrt1xG_NUPQHNq4zimlz87N_c/pubhtml/sheet?headers=false&gid=1901949889&range=A1%3AG30
chucky,season two,https://tvseriesfinale.com/tv-show/chucky-season-two-ratings/,https://docs.google.com/spreadsheets/d/14IMssfgFsz8f3V5fAqkrt1xG_NUPQHNq4zimlz87N_c/pubhtml/sheet?headers=false&gid=1121229609&range=A1%3AG30
chucky,season three,https://tvseriesfinale.com/tv-show/chucky-season-three-ratings/,https://docs.google.com/spreadsheets/d/14IMssfgFsz8f3V5fAqkrt1xG_NUPQHNq4zimlz87N_c/pubhtml/sheet?headers=false&gid=635438583&range=A1%3AG30
city on a hill,season one,https://tvseriesfinale.com/tv-show/city-on-a-hill-season-one-ratings/,https://docs.google.com/spreadsheets/d/13_jTGvVcJocGGMZhhC2fdGIsx1znj_LvslHru7vALRA/pubhtml/sheet?headers=false&gid=2024257270&range=A1%3AG100
city on a hill,season two,https://tvseriesfinale.com/tv-show/city-on-a-hill-season-two-ratings/,https://docs.google.com/spreadsheets/d/13_jTGvVcJocGGMZhhC2fdGIsx1znj_LvslHru7vALRA/pubhtml/sheet?headers=false&gid=1851020699&range=A1%3AG100
city on a hill,season three,https://tvseriesfinale.com/tv-show/city-on-a-hill-season-three-ratings/,https://docs.google.com/spreadsheets/d/13_jTGvVcJocGGMZhhC2fdGIsx1znj_LvslHru7vALRA/pubhtml/sheet?headers=false&gid=193248476&range=A1%3AG100
claim to fame,season one,https://tvseriesfinale.com/tv-show/claim-to-fame-season-one-ratings/,https://docs.google.com/spreadsheets/d/1UHVhAstyDVbA_72wuwSMX7TAPuO4Z_5sX1xbcmNjr2s/pubhtml/sheet?headers=false&gid=446228386&range=A1%3Ah100
claim to fame,season two,https://tvseriesfinale.com/tv-show/claim-to-fame-season-two-ratings/,https://docs.google.com/spreadsheets/d/1yWN1t7MlPk9jroVeTgGH5-U5sp5XVcZJclGsrnyl5bI/pubhtml/sheet?headers=false&gid=899554242&range=A1%3Ah100
clarice,season one,https://tvseriesfinale.com/tv-show/clarice-season-one-ratings/,https://docs.google.com/spreadsheets/d/1dBByBwNRkBxn64JkURCCBbkdekn50VAxa3AfH7pZK04/pubhtml/sheet?headers=false&gid=706307809&range=A1%3Ah100
class,season one,https://tvseriesfinale.com/tv-show/class-season-one-ratings/,https://docs.google.com/spreadsheets/d/12Y2A7RlLipHwsIgde0ZUyYovmiuAwtmeK2zcJD-vJh8/pubhtml/sheet?headers=false&gid=1737666700&range=A1%3AG19&output=html&rm=minimal
claws,season one,https://tvseriesfinale.com/tv-show/claws-season-one-ratings/,https://docs.google.com/spreadsheets/d/1QtBG-fGZvsxYy32ltEqEbyD_Vp9XHOYSt9-6wyprIS4/pubhtml/sheet?headers=false&gid=1635058419&range=A1%3AG46
claws,season two,https://tvseriesfinale.com/tv-show/claws-season-two-ratings/,https://docs.google.com/spreadsheets/d/1QtBG-fGZvsxYy32ltEqEbyD_Vp9XHOYSt9-6wyprIS4/pubhtml/sheet?headers=false&gid=2013684631&range=A1%3AG46
claws,season three,https://tvseriesfinale.com/tv-show/claws-season-three-ratings/,https://docs.google.com/spreadsheets/d/1QtBG-fGZvsxYy32ltEqEbyD_Vp9XHOYSt9-6wyprIS4/pubhtml/sheet?headers=false&gid=1742093444&range=A1%3AG46
claws,season four,https://tvseriesfinale.com/tv-show/claws-season-four-ratings/,https://docs.google.com/spreadsheets/d/1QtBG-fGZvsxYy32ltEqEbyD_Vp9XHOYSt9-6wyprIS4/pubhtml/sheet?headers=false&gid=1542497884&range=A1%3AG46
the cleaning lady,season one,https://tvseriesfinale.com/tv-show/the-cleaning-lady-season-one-ratings/,https://docs.google.com/spreadsheets/d/1PlugKIBMoFJpsdg8AZIYiS56GA8u5BxmNnpQ5v0wx1Q/pubhtml/sheet?headers=false&gid=711110869&range=A1%3Ah100
the cleaning lady,season two,https://tvseriesfinale.com/tv-show/the-cleaning-lady-season-two-ratings/,https://docs.google.com/spreadsheets/d/1bCcF_doylXV5Q45d8vITOJBvhw6a3YcB2aJApWPLCGw/pubhtml/sheet?headers=false&gid=1995656799&range=A1%3Ah100
the code,season one,https://tvseriesfinale.com/tv-show/the-code-season-one-ratings/,https://docs.google.com/spreadsheets/d/1qlYGtdgF6N3UIJArkhteiD8B0zo8akewHTR0Jd_ceOE/pubhtml/sheet?headers=false&gid=1529332427&range=A1%3Ah100
code black,season three,https://tvseriesfinale.com/tv-show/code-black-season-three-ratings/,https://docs.google.com/spreadsheets/d/e/2PACX-1vT3vh7mmYQQq1m3g7KQMsmlr1cEvnVRX6aVWRwp6JU7F2hy06mf_irW7uwbTdww_G47LBmS64qNTLkG/pubhtml/sheet?headers=false&gid=823596003&range=A1%3Ah100
colony,season two,https://tvseriesfinale.com/tv-show/colony-season-two-ratings/,https://docs.google.com/spreadsheets/d/16ijMnEb6P7NAqfPf35N_MyL5ueoHOV2HD01zJ1iXjDI/pubhtml/sheet?headers=false&gid=1853132371&range=A1:G120
colony,season three,https://tvseriesfinale.com/tv-show/colony-season-three-ratings/,https://docs.google.com/spreadsheets/d/16ijMnEb6P7NAqfPf35N_MyL5ueoHOV2HD01zJ1iXjDI/pubhtml/sheet?headers=false&gid=1711475324&range=A1:G120
come dance with me,season one,https://tvseriesfinale.com/tv-show/come-dance-with-me-season-one-ratings/,https://docs.google.com/spreadsheets/d/1gPmjJd_L8Sp9Vp5qI5sfS69ztHiav5B4fFPrTOSmVMs/pubhtml/sheet?headers=false&gid=1595906470&range=A1%3Ah100
the company you keep,season one,https://tvseriesfinale.com/tv-show/the-company-you-keep-season-one-ratings/,https://docs.google.com/spreadsheets/d/1yWN1t7MlPk9jroVeTgGH5-U5sp5XVcZJclGsrnyl5bI/pubhtml/sheet?headers=false&gid=2067236305&range=A1%3Ah100
the con,season one,https://tvseriesfinale.com/tv-show/the-con-season-one-ratings/,https://docs.google.com/spreadsheets/d/1NS9t3Pv-5_wq_fCkMbQDlf0scWZ_TYTsLp38Z8jaw_M/pubhtml/sheet?headers=false&gid=916247725&range=A1%3Ah100
the con,season two,https://tvseriesfinale.com/tv-show/the-con-season-two-ratings/,https://docs.google.com/spreadsheets/d/1UHVhAstyDVbA_72wuwSMX7TAPuO4Z_5sX1xbcmNjr2s/pubhtml/sheet?headers=false&gid=1375312892&range=A1%3Ah100
connecting,season one,https://tvseriesfinale.com/tv-show/connecting-season-one-ratings/,https://docs.google.com/spreadsheets/d/10un34Z5y-n7KeT3gb_7cpWX7fhoO90wr1mlus7eRKcs/pubhtml/sheet?headers=false&gid=1451176018&range=A1%3Ah100
the conners,season one,https://tvseriesfinale.com/tv-show/the-conners-season-one-ratings/,https://docs.google.com/spreadsheets/d/1Z54g0izrymDxV0QDkwOGE9auYHrCu-FTYNpPDykzPJ8/pubhtml/sheet?headers=false&gid=1830049245&range=A1%3Ah100
the conners,season two,https://tvseriesfinale.com/tv-show/the-conners-season-two-ratings/,https://docs.google.com/spreadsheets/d/e/2PACX-1vTrXdDjlQ_DsAe7hNjPK48UpmMYmbZE2_I1S3x0frJJbOh448s7NI2vSBYNr_z6DgMwoksah-NZBkKB/pubhtml/sheet?headers=false&gid=1123036927&range=A1%3Ah100
the conners,season three,https://tvseriesfinale.com/tv-show/the-conners-season-three-ratings/,https://docs.google.com/spreadsheets/d/1NS9t3Pv-5_wq_fCkMbQDlf0scWZ_TYTsLp38Z8jaw_M/pubhtml/sheet?headers=false&gid=487087973&range=A1%3Ah100
the conners,season four,https://tvseriesfinale.com/tv-show/the-conners-season-four-ratings/,https://docs.google.com/spreadsheets/d/1UHVhAstyDVbA_72wuwSMX7TAPuO4Z_5sX1xbcmNjr2s/pubhtml/sheet?headers=false&gid=580353565&range=A1%3Ah100
the conners,season five,https://tvseriesfinale.com/tv-show/the-conners-season-five-ratings/,https://docs.google.com/spreadsheets/d/1yWN1t7MlPk9jroVeTgGH5-U5sp5XVcZJclGsrnyl5bI/pubhtml/sheet?headers=false&gid=2124706338&range=A1%3Ah100
the conners,season six,https://tvseriesfinale.com/tv-show/the-conners-season-six-ratings/,https://docs.google.com/spreadsheets/d/15KTevMXvt9KrUmg0EAioSoNjNmhfRebf0-72WnZYlK8/pubhtml/sheet?headers=false&gid=1881998521&range=A1%3Ah100
the cool kids,season one,https://tvseriesfinale.com/tv-show/the-cool-kids-season-one-ratings/,https://docs.google.com/spreadsheets/d/1n4PyBtJrphtdfhiPq884nmoV8wIMKHVrgbvYhJ-DV80/pubhtml/sheet?headers=false&gid=149297785&range=A1%3Ah100
coop cami ask the world,season one,https://tvseriesfinale.com/tv-show/coop-cami-ask-the-world-season-one-ratings/,https://docs.google.com/spreadsheets/d/130CWZBt90ZOMI33llQ0bMo1hUS479p7R4Mo6_Qn4-XM/pubhtml/sheet?headers=false&gid=2024232890&range=A1%3AG100&output=html&rm=minimal
coroner,season one,https://tvseriesfinale.com/tv-show/coroner-season-one-ratings/,https://docs.google.com/spreadsheets/d/e/2PACX-1vTaD6uAv0rMyqOLpklP9QmMHlz3gUaKkf5kYVM3nDXbIBys2LKIkvfed1zv-22RJpYtZtcw1rvPd5ws/pubhtml/sheet?headers=false&gid=1901184702&range=A1%3Ah100
coroner,season two,https://tvseriesfinale.com/tv-show/coroner-season-two-ratings/,https://docs.google.com/spreadsheets/d/1UtKbmbo-TrCU00937XlBHCPgAR5Wx5fyu7YHrmiDjZQ/pubhtml/sheet?headers=false&gid=824625357&range=A1%3Ah100
coroner,season three,https://tvseriesfinale.com/tv-show/coroner-season-three-ratings/,https://docs.google.com/spreadsheets/d/1UtKbmbo-TrCU00937XlBHCPgAR5Wx5fyu7YHrmiDjZQ/pubhtml/sheet?headers=false&gid=1831394390&range=A1%3Ah100
coroner,season four,https://tvseriesfinale.com/tv-show/coroner-season-four-ratings/,https://docs.google.com/spreadsheets/d/1qwTMXm7xEOvj2UJCK2EP9eCl3-calTWTXMXFx6_z1oA/pubhtml/sheet?headers=false&gid=460573112&range=A1%3Ah100
corporate,season one,https://tvseriesfinale.com/tv-show/corporate-season-one-ratings/,https://docs.google.com/spreadsheets/d/1TlUrr7x4sodWNr-S-N8Z1uB3bHn0ftZMVjZJpLyeme8/pubhtml/sheet?headers=false&gid=1085136892&range=A1%3AG97&output=html&rm=minimal
corporate,season two,https://tvseriesfinale.com/tv-show/corporate-season-two-ratings/,https://docs.google.com/spreadsheets/d/1TlUrr7x4sodWNr-S-N8Z1uB3bHn0ftZMVjZJpLyeme8/pubhtml/sheet?headers=false&gid=1719430727&range=A1%3AG97&output=html&rm=minimal
corporate,season three,https://tvseriesfinale.com/tv-show/corporate-season-three-ratings/,https://docs.google.com/spreadsheets/d/1TlUrr7x4sodWNr-S-N8Z1uB3bHn0ftZMVjZJpLyeme8/pubhtml/sheet?headers=false&gid=697645096&range=A1%3AG97&output=html&rm=minimal
cosmos,season two,https://tvseriesfinale.com/tv-show/cosmos-season-two-ratings/,https://docs.google.com/spreadsheets/d/1um1vJjK_QbewPMm0sO1CczrrgO2FDmtjdN74LteZN7g/pubhtml/sheet?headers=false&gid=767762547&range=A1%3Ah100
council of dads,season one,https://tvseriesfinale.com/tv-show/council-of-dads-season-one-ratings/,https://docs.google.com/spreadsheets/d/e/2PACX-1vRtVj2UE-OnOA12xp1fNuzjlRH3leED-mA5SsVYu5siarlfm8OVy5EHBpyoUlI9ICBIQzZ2hnLviUro/pubhtml/sheet?headers=false&gid=123346869&range=A1%3Ah100
counterpart,season one,https://tvseriesfinale.com/tv-show/counterpart-season-one-ratings/,https://docs.google.com/spreadsheets/d/1-xha-SEcC1L6_KlAxjxMArlpX2A8XY1grDeo58d922E/pubhtml/sheet?headers=false&gid=1621915044&range=A1%3AG100&output=html&rm=minimal
counterpart,season two,https://tvseriesfinale.com/tv-show/counterpart-season-two-ratings/,https://docs.google.com/spreadsheets/d/1-xha-SEcC1L6_KlAxjxMArlpX2A8XY1grDeo58d922E/pubhtml/sheet?headers=false&gid=1584977367&range=A1%3AG100&output=html&rm=minimal
the courtship,season one,https://tvseriesfinale.com/tv-show/the-courtship-season-one-ratings/,https://docs.google.com/spreadsheets/d/16ijMnEb6P7NAqfPf35N_MyL5ueoHOV2HD01zJ1iXjDI/pubhtml/sheet?headers=false&gid=2029052628&range=A1:G120
cousins for life,season one,https://tvseriesfinale.com/tv-show/cousins-for-life-season-one-ratings/,https://docs.google.com/spreadsheets/d/1_nqNiYUKx3QSBGCYX9BUfp7wRaQ052jJtOxaNLpt2XI/pubhtml/sheet?headers=false&gid=500266640&range=A1%3AH52&output=html&rm=minimal
crashing,season one,https://tvseriesfinale.com/tv-show/crashing-season-one-ratings/,https://docs.google.com/spreadsheets/d/1QU8U82xgr8GURmJc3eR0Y4w7ppxwfNsp6dhPnzcs4bw/pubhtml/sheet?headers=false&gid=1168035163&range=A1%3AG19&output=html&rm=minimal
crashing,season two,https://tvseriesfinale.com/tv-show/crashing-season-two-ratings/,https://docs.google.com/spreadsheets/d/1QU8U82xgr8GURmJc3eR0Y4w7ppxwfNsp6dhPnzcs4bw/pubhtml/sheet?headers=false&gid=1745586567&range=A1%3AG19&output=html&rm=minimal
crashing,season three,https://tvseriesfinale.com/tv-show/crashing-season-three-ratings/,https://docs.google.com/spreadsheets/d/1QU8U82xgr8GURmJc3eR0Y4w7ppxwfNsp6dhPnzcs4bw/pubhtml/sheet?headers=false&gid=1279168427&range=A1%3AG19&output=html&rm=minimal
crazy ex girlfriend,season two,https://tvseriesfinale.com/tv-show/crazy-ex-girlfriend-season-two-ratings/,https://docs.google.com/spreadsheets/d/1i4IfQufJnv28LwfJWIz_Ea0E8u3f4vhTmL4pZz3620Q/pubhtml/sheet?headers=false&gid=1254420882&range=A1%3AH100
crazy ex girlfriend,season three,https://tvseriesfinale.com/tv-show/crazy-ex-girlfriend-season-three-ratings/,https://docs.google.com/spreadsheets/d/e/2PACX-1vR_SBz9FDKyY15XKRCf_Vpm1tJXCnrieAa2957aRG1B9OPPcaQGfv4n1m4kjsCVCZGH29aYvTeDUaiS/pubhtml/sheet?headers=false&gid=407650636&range=A1%3AH40
crazy ex girlfriend,season four,https://tvseriesfinale.com/tv-show/crazy-ex-girlfriend-season-four-ratings/,https://docs.google.com/spreadsheets/d/1T-eDbU4WnVnGczaTUc9X91683hE7PYpTtpap48tpnu0/pubhtml/sheet?headers=false&gid=407650636&range=A1%3Ah100
crime nation,season one,https://tvseriesfinale.com/tv-show/crime-nation-season-one-ratings/,https://docs.google.com/spreadsheets/d/1VOF9EearmNFEo8w6vHiQipNNQVkvI529Yr3CG1qfSnQ/pubhtml/sheet?headers=false&gid=2138549062&range=A1%3Ah100
crime scene kitchen,season one,https://tvseriesfinale.com/tv-show/crime-scene-kitchen-season-one-ratings/,https://docs.google.com/spreadsheets/d/1um1vJjK_QbewPMm0sO1CczrrgO2FDmtjdN74LteZN7g/pubhtml/sheet?headers=false&gid=2027550794&range=A1%3Ah100
crime scene kitchen,season two,https://tvseriesfinale.com/tv-show/crime-scene-kitchen-season-two-ratings/,https://docs.google.com/spreadsheets/d/1bCcF_doylXV5Q45d8vITOJBvhw6a3YcB2aJApWPLCGw/pubhtml/sheet?headers=false&gid=1983449015&range=A1%3Ah100
criminal minds,season 13,https://tvseriesfinale.com/tv-show/criminal-minds-season-13-ratings/,https://docs.google.com/spreadsheets/d/e/2PACX-1vT3vh7mmYQQq1m3g7KQMsmlr1cEvnVRX6aVWRwp6JU7F2hy06mf_irW7uwbTdww_G47LBmS64qNTLkG/pubhtml/sheet?headers=false&gid=1600414817&range=A1%3Ah100
criminal minds,season 14,https://tvseriesfinale.com/tv-show/criminal-minds-season-14-ratings/,https://docs.google.com/spreadsheets/d/1qlYGtdgF6N3UIJArkhteiD8B0zo8akewHTR0Jd_ceOE/pubhtml/sheet?headers=false&gid=1600414817&range=A1%3Ah100
criminal minds beyond borders,season two,https://tvseriesfinale.com/tv-show/criminal-minds-beyond-borders-season-two-ratings/,https://docs.google.com/spreadsheets/d/1Ub6cOIe00Wo4XJdKk3yPaVemFqvLqQghNx37sCpoMZM/pubhtml/sheet?headers=false&gid=806702529&range=A1%3Ah100
criss angels magic with the stars,season one,https://tvseriesfinale.com/tv-show/criss-angels-magic-with-the-stars-season-one-ratings/,https://docs.google.com/spreadsheets/d/1qwTMXm7xEOvj2UJCK2EP9eCl3-calTWTXMXFx6_z1oA/pubhtml/sheet?headers=false&gid=233612499&range=A1%3Ah100
crossing,season one,https://tvseriesfinale.com/tv-show/crossing-season-one-ratings/,https://docs.google.com/spreadsheets/d/e/2PACX-1vTlE5lTHpAmKbEOIFMoMB5xW95pIvYxFgcblbWzKL4ZDLRBAVL3Bt3WtXzA65dzsHZXuOrwhIXlQOfq/pubhtml/sheet?headers=false&gid=1218243478&range=A1%3Ah100
cruel summer,season one,https://tvseriesfinale.com/tv-show/cruel-summer-season-one-ratings/,https://docs.google.com/spreadsheets/d/1cnttQo1fIxTypKG3x19Ax0Zh4Pn8dtfzDfO4lVWsi6Y/pubhtml/sheet?headers=false&gid=1410230029&range=A1:G120
csi vegas,season one,https://tvseriesfinale.com/tv-show/csi-vegas-season-one-ratings/,https://docs.google.com/spreadsheets/d/1gPmjJd_L8Sp9Vp5qI5sfS69ztHiav5B4fFPrTOSmVMs/pubhtml/sheet?headers=false&gid=1079174549&range=A1%3Ah100
csi vegas,season two,https://tvseriesfinale.com/tv-show/csi-vegas-season-two-ratings/,https://docs.google.com/spreadsheets/d/1_sakYamJH4LVbbDwVcQ-b6tvhOWWTnOVbh4nIqrMlVM/pubhtml/sheet?headers=false&gid=1170207640&range=A1%3Ah100
csi vegas,season three,https://tvseriesfinale.com/tv-show/csi-vegas-season-three-ratings/,https://docs.google.com/spreadsheets/d/1Ii2QZoWwUROqd4TnVe05t4fNPdqfeER4kQIpqwyDIs4/pubhtml/sheet?headers=false&gid=211601415&range=A1%3Ah100
curb your enthusiasm,season nine,https://tvseriesfinale.com/tv-show/curb-your-enthusiasm-season-nine-ratings/,https://docs.google.com/spreadsheets/d/1QU8U82xgr8GURmJc3eR0Y4w7ppxwfNsp6dhPnzcs4bw/pubhtml/sheet?headers=false&gid=1162943054&range=A1%3AG19&output=html&rm=minimal
curb your enthusiasm,season 10,https://tvseriesfinale.com/tv-show/curb-your-enthusiasm-season-10-ratings/,https://docs.google.com/spreadsheets/d/1QU8U82xgr8GURmJc3eR0Y4w7ppxwfNsp6dhPnzcs4bw/pubhtml/sheet?headers=false&gid=213916800&range=A1%3AG19&output=html&rm=minimal
curb your enthusiasm,season 11,https://tvseriesfinale.com/tv-show/curb-your-enthusiasm-season-11-ratings/,https://docs.google.com/spreadsheets/d/1QU8U82xgr8GURmJc3eR0Y4w7ppxwfNsp6dhPnzcs4bw/pubhtml/sheet?headers=false&gid=1773703592&range=A1%3AG19&output=html&rm=minimal
curb your enthusiasm,season 12,https://tvseriesfinale.com/tv-show/curb-your-enthusiasm-season-12-ratings/,https://docs.google.com/spreadsheets/d/1QU8U82xgr8GURmJc3eR0Y4w7ppxwfNsp6dhPnzcs4bw/pubhtml/sheet?headers=false&gid=495526598&range=A1%3AG19&output=html&rm=minimal
the curse,season one,https://tvseriesfinale.com/tv-show/the-curse-season-one-ratings/,https://docs.google.com/spreadsheets/d/13_jTGvVcJocGGMZhhC2fdGIsx1znj_LvslHru7vALRA/pubhtml/sheet?headers=false&gid=638868619&range=A1%3AG100
da vincis demons,season three,https://tvseriesfinale.com/tv-show/da-vincis-demons-season-three-ratings/,https://docs.google.com/spreadsheets/d/1-xha-SEcC1L6_KlAxjxMArlpX2A8XY1grDeo58d922E/pubhtml/sheet?headers=false&gid=2134108275&range=A1%3AG26&output=html&rm=minimal
damnation,season one,https://tvseriesfinale.com/tv-show/damnation-season-one-ratings/,https://docs.google.com/spreadsheets/d/16ijMnEb6P7NAqfPf35N_MyL5ueoHOV2HD01zJ1iXjDI/pubhtml/sheet?headers=false&gid=610595510&range=A1:G120
dancing with myself,season one,https://tvseriesfinale.com/tv-show/dancing-with-myself-season-one-ratings/,https://docs.google.com/spreadsheets/d/1HyhsoErv-gaQ6jE5tzO_Ax6r5ouKVGm3nNLcv74jPYY/pubhtml/sheet?headers=false&gid=208285369&range=A1%3Ah100
dancing with the stars,season 29,https://tvseriesfinale.com/tv-show/dancing-with-the-stars-season-29-ratings/,https://docs.google.com/spreadsheets/d/1NS9t3Pv-5_wq_fCkMbQDlf0scWZ_TYTsLp38Z8jaw_M/pubhtml/sheet?headers=false&gid=1521489264&range=A1%3Ah100
dancing with the stars,season 30,https://tvseriesfinale.com/tv-show/dancing-with-the-stars-season-30-ratings/,https://docs.google.com/spreadsheets/d/1UHVhAstyDVbA_72wuwSMX7TAPuO4Z_5sX1xbcmNjr2s/pubhtml/sheet?headers=false&gid=1521489264&range=A1%3Ah100
dancing with the stars,season 32,https://tvseriesfinale.com/tv-show/dancing-with-the-stars-season-32-ratings/,https://docs.google.com/spreadsheets/d/15KTevMXvt9KrUmg0EAioSoNjNmhfRebf0-72WnZYlK8/pubhtml/sheet?headers=false&gid=253160262&range=A1%3Ah100
dangerous liaisons,season one,https://tvseriesfinale.com/tv-show/dangerous-liaisons-season-one-ratings/,https://docs.google.com/spreadsheets/d/1-xha-SEcC1L6_KlAxjxMArlpX2A8XY1grDeo58d922E/pubhtml/sheet?headers=false&gid=1453245937&range=A1%3AG100&output=html&rm=minimal
dare me,season one,https://tvseriesfinale.com/tv-show/dare-me-season-one-ratings/,https://docs.google.com/spreadsheets/d/16ijMnEb6P7NAqfPf35N_MyL5ueoHOV2HD01zJ1iXjDI/pubhtml/sheet?headers=false&gid=650727440&range=A1:G120
dark matter,season three,https://tvseriesfinale.com/tv-show/dark-matter-season-three-ratings/,https://docs.google.com/spreadsheets/d/14IMssfgFsz8f3V5fAqkrt1xG_NUPQHNq4zimlz87N_c/pubhtml/sheet?headers=false&gid=375299478&range=A1%3AG30
dark winds,season one,https://tvseriesfinale.com/tv-show/dark-winds-season-one-ratings/,https://docs.google.com/spreadsheets/d/13J-oeB6b8gpR4AGlw7PZS-4FvjvPKN5_0JFfGwsDXG4/pubhtml/sheet?headers=false&gid=563322473&range=A1%3AG23&output=html&rm=minimal
dave,season one,https://tvseriesfinale.com/tv-show/dave-season-one-ratings/,https://docs.google.com/spreadsheets/d/1DdYBR3HPqX7CL7Inge6KsMqvRhBXC7K--484-vIofrk/pubhtml/sheet?headers=false&gid=906691434&range=A1%3AG97&output=html&rm=minimal
dave,season two,https://tvseriesfinale.com/tv-show/dave-season-two-ratings/,https://docs.google.com/spreadsheets/d/1DdYBR3HPqX7CL7Inge6KsMqvRhBXC7K--484-vIofrk/pubhtml/sheet?headers=false&gid=1901627597&range=A1%3AG97&output=html&rm=minimal
dave,season three,https://tvseriesfinale.com/tv-show/dave-season-three-ratings/,https://docs.google.com/spreadsheets/d/1DdYBR3HPqX7CL7Inge6KsMqvRhBXC7K--484-vIofrk/pubhtml/sheet?headers=false&gid=1026068783&range=A1%3AG97&output=html&rm=minimal
david makes man,season one,https://tvseriesfinale.com/tv-show/david-makes-man-season-one-ratings/,https://docs.google.com/spreadsheets/d/1Ew4e9wBK4P_eX68Vqc7EDEwaUJZDWr7OTJyGvD8Y5Jc/pubhtml/sheet?headers=false&gid=1895393884&range=A1%3AH52&output=html&rm=minimal
david makes man,season two,https://tvseriesfinale.com/tv-show/david-makes-man-season-two-ratings/,https://docs.google.com/spreadsheets/d/1Ew4e9wBK4P_eX68Vqc7EDEwaUJZDWr7OTJyGvD8Y5Jc/pubhtml/sheet?headers=false&gid=791393442&range=A1%3AH52&output=html&rm=minimal
day of the dead,season one,https://tvseriesfinale.com/tv-show/day-of-the-dead-season-one-ratings/,https://docs.google.com/spreadsheets/d/14IMssfgFsz8f3V5fAqkrt1xG_NUPQHNq4zimlz87N_c/pubhtml/sheet?headers=false&gid=1169073462&range=A1%3AG30
daytime divas,season one,https://tvseriesfinale.com/tv-show/daytime-divas-season-one-ratings/,https://docs.google.com/spreadsheets/d/1rXqXBvMUM9REXe-V904uLj_s5dbNAL01V_gDNJM0XoQ/pubhtml/sheet?headers=false&gid=1484000151&range=A1%3Ag100
