Show Name,Season,Day of Week,Air Date,Episode,18-49 Demo,Viewers (millions)
a discovery of witches,1,Sun,2019-05-05,01-05,0.08,0.241
a discovery of witches,1,Sun,2019-05-12,01-06,0.02,0.160
a discovery of witches,1,Sun,2019-05-19,01-07,0.03,0.162
a discovery of witches,1,Sun,2019-05-26,01-08,0.05,0.211
vice principals,2,Sun,2017-09-17,02-01,0.33,0.711
vice principals,2,Sun,2017-09-24,02-02,0.26,0.670
vice principals,2,Sat,2017-10-01,02-03,0.34,0.892
vice principals,2,Sun,2017-10-08,02-04,0.26,0.654
vice principals,2,Sun,2017-10-15,02-05,0.30,0.700
vice principals,2,Sun,2017-10-22,02-06,0.28,0.647
vice principals,2,Sun,2017-10-29,02-07,0.23,0.604
vice principals,2,Sun,2017-11-05,02-08,0.27,0.610
vice principals,2,Sun,2017-11-12,02-09,0.36,0.792
the walking dead world beyond,2,Sun,2021-10-03,02-01,0.20,0.753
the walking dead world beyond,2,Sun,2021-10-10,02-02,0.19,0.807
the walking dead world beyond,2,Sun,2021-10-17,02-03,0.16,0.669
the walking dead world beyond,2,Sun,2021-10-24,02-04,0.14,0.688
the walking dead world beyond,2,Sun,2021-10-31,02-05,0.09,0.510
the walking dead world beyond,2,Sun,2021-11-07,02-06,0.10,0.431
the walking dead world beyond,2,Sun,2021-11-14,02-07,0.09,0.490
the walking dead world beyond,2,Sun,2021-11-21,02-08,0.08,0.527
the walking dead world beyond,2,Sun,2021-11-28,02-09,0.11,0.539
the walking dead world beyond,2,Sun,2021-12-05,02-10,0.07,0.428
supermarket sweep,1,Sun,2020-10-18,01-01,1.03,4.900
supermarket sweep,1,Sun,2020-10-25,01-02,0.88,3.679
supermarket sweep,1,Sun,2020-11-01,01-03,0.79,3.517
supermarket sweep,1,Sun,2020-11-08,01-04,0.74,3.335
supermarket sweep,1,Sun,2020-11-15,01-05,0.80,3.354
supermarket sweep,1,Sun,2020-11-29,01-06,0.60,2.589
supermarket sweep,1,Sun,2020-12-06,01-07,0.60,2.941
supermarket sweep,1,Sun,2020-12-13,01-08,0.50,2.450
supermarket sweep,1,Tues,2020-12-22,01-09,0.51,2.263
supermarket sweep,1,Sun,2021-01-03,01-10,0.52,2.851
shameless,8,Sun,2017-11-05,08-01,0.73,1.856
shameless,8,Sun,2017-11-12,08-02,0.52,1.372
shameless,8,Sun,2017-11-19,08-03,0.47,1.336
shameless,8,Sun,2017-11-26,08-04,0.61,1.594
shameless,8,Sun,2017-12-03,08-05,0.57,1.507
shameless,8,Sun,2017-12-10,08-06,0.50,1.517
shameless,8,Sun,2017-12-17,08-07,0.51,1.578
shameless,8,Sun,2017-12-31,08-08,0.23,0.805
shameless,8,Sun,2018-01-07,08-09,0.65,1.654
shameless,8,Sun,2018-01-14,08-10,0.55,1.524
shameless,8,Sun,2018-01-21,08-11,0.54,1.517
shameless,8,Sun,2018-01-28,08-12,0.60,1.726
fbi international,1,Tues,2021-09-21,01-01,0.59,6.427
fbi international,1,Tues,2021-09-28,01-02,0.52,6.043
fbi international,1,Tues,2021-10-05,01-03,0.53,6.078
fbi international,1,Tues,2021-10-12,01-04,0.58,5.637
fbi international,1,Tues,2021-11-02,01-05,0.46,5.422
fbi international,1,Tues,2021-11-09,01-06,0.51,5.594
fbi international,1,Tues,2021-11-16,01-07,0.48,5.964
fbi international,1,Tues,2021-12-07,01-08,0.54,5.791
fbi international,1,Tues,2022-01-04,01-09,0.56,6.062
fbi international,1,Tues,2022-01-11,01-10,0.55,6.291
fbi international,1,Tues,2022-02-01,01-11,0.60,6.252
fbi international,1,Tues,2022-02-22,01-12,0.53,6.139
fbi international,1,Tues,2022-03-08,01-13,0.52,5.922
fbi international,1,Tues,2022-03-22,01-14,0.52,6.116
fbi international,1,Tues,2022-03-29,01-15,0.56,6.241
fbi international,1,Tues,2022-04-12,01-16,0.54,5.792
fbi international,1,Tues,2022-04-19,01-17,0.53,6.016
fbi international,1,Tues,2022-04-26,01-18,0.49,6.095
fbi international,1,Tues,2022-05-10,01-19,0.51,5.822
fbi international,1,Tues,2022-05-17,01-20,0.54,5.962
fbi international,1,Tues,2022-05-24,01-21,0.44,5.321
the good doctor,5,Mon,2021-09-27,05-01,0.41,3.993
the good doctor,5,Mon,2021-10-04,05-02,0.42,3.725
the good doctor,5,Mon,2021-10-11,05-03,0.38,3.741
the good doctor,5,Mon,2021-10-25,05-04,0.41,4.104
the good doctor,5,Mon,2021-11-01,05-05,0.43,3.639
the good doctor,5,Mon,2021-11-15,05-06,0.38,3.694
the good doctor,5,Mon,2021-11-22,05-07,0.49,4.220
the good doctor,5,Mon,2022-02-28,05-08,0.38,3.435
the good doctor,5,Mon,2022-03-07,05-09,0.40,3.478
the good doctor,5,Mon,2022-03-14,05-10,0.44,3.662
the good doctor,5,Mon,2022-03-21,05-11,0.38,3.838
the good doctor,5,Mon,2022-03-28,05-12,0.44,3.862
the good doctor,5,Mon,2022-04-04,05-13,0.37,3.659
the good doctor,5,Mon,2022-04-11,05-14,0.39,3.989
the good doctor,5,Mon,2022-04-18,05-16,0.39,3.772
the good doctor,5,Mon,2022-05-02,05-17,0.41,3.681
the good doctor,5,Mon,2022-05-09,05-18,0.35,3.081
the good doctor,5,Mon,2022-05-16,05-19,0.36,3.446
in the dark,2,Thurs,2020-04-16,02-01,0.09,0.406
in the dark,2,Thurs,2020-04-23,02-02,0.07,0.387
in the dark,2,Thurs,2020-04-30,02-03,0.08,0.394
in the dark,2,Thurs,2020-05-07,02-04,0.07,0.359
in the dark,2,Thurs,2020-05-14,02-05,0.09,0.357
in the dark,2,Thurs,2020-05-21,02-06,0.10,0.540
in the dark,2,Thurs,2020-05-28,02-07,0.09,0.457
in the dark,2,Thurs,2020-06-04,02-08,0.09,0.426
in the dark,2,Thurs,2020-06-11,02-09,0.09,0.433
in the dark,2,Thurs,2020-06-18,02-10,0.08,0.445
in the dark,2,Thurs,2020-06-25,02-11,0.09,0.448
in the dark,2,Thurs,2020-07-02,02-12,0.08,0.458
in the dark,2,Thurs,2020-07-09,02-13,0.07,0.400
the last ship,4,Sun,2017-08-20,04-01,0.34,1.873
the last ship,4,Sun,2017-08-20,04-02,0.34,1.873
the last ship,4,Sun,2017-08-27,04-03,0.31,1.645
the last ship,4,Sun,2017-09-03,04-04,0.34,1.665
the last ship,4,Sun,2017-09-10,04-05,0.27,1.461
the last ship,4,Sun,2017-09-17,04-06,0.34,1.580
the last ship,4,Sun,2017-09-24,04-07,0.34,1.538
the last ship,4,Sun,2017-10-01,04-08,0.28,1.311
the last ship,4,Sun,2017-10-08,04-09,0.30,1.335
the last ship,4,Sun,2017-10-08,04-10,0.25,1.203
law order organized crime,4,Thurs,2024-01-18,04-01,0.46,3.902
law order organized crime,4,Thurs,2024-01-25,04-02,0.39,3.706
law order organized crime,4,Thurs,2024-02-01,04-03,0.36,3.668
law order organized crime,4,Thurs,2024-02-08,04-04,0.38,3.511
law order organized crime,4,Thurs,2024-02-22,04-05,0.41,3.586
law order organized crime,4,Thurs,2024-02-29,04-06,0.39,3.275
law order organized crime,4,Thurs,2024-03-14,04-07,0.27,3.432
deception,1,Sun,2018-03-11,01-01,1.20,5.925
deception,1,Sun,2018-03-18,01-02,0.81,3.969
deception,1,Sun,2018-03-25,01-03,0.75,3.861
deception,1,Sun,2018-04-01,01-04,0.80,4.004
deception,1,Sun,2018-04-08,01-05,0.72,3.609
deception,1,Sun,2018-04-22,01-06,0.60,3.244
deception,1,Tues,2018-04-24,01-07,0.70,3.095
deception,1,Sun,2018-04-29,01-08,0.80,3.635
deception,1,Sun,2018-05-06,01-09,0.70,3.249
deception,1,Sun,2018-05-13,01-10,0.70,3.369
deception,1,Sun,2018-05-20,01-11,0.60,3.181
deception,1,Sun,2018-05-27,01-12,0.40,2.256
deception,1,Sun,2018-05-27,01-13,0.40,2.256
broke,1,Thurs,2020-04-02,01-01,0.91,7.069
broke,1,Thurs,2020-04-09,01-02,0.71,5.268
broke,1,Thurs,2020-04-16,01-03,0.67,5.588
broke,1,Thurs,2020-04-23,01-04,0.58,4.779
broke,1,Thurs,2020-04-30,01-05,0.59,5.067
broke,1,Thurs,2020-05-07,01-06,0.65,4.803
broke,1,Thurs,2020-05-14,01-07,0.60,4.651
broke,1,Thurs,2020-05-21,01-08,0.52,4.306
broke,1,Thurs,2020-05-28,01-09,0.60,4.449
broke,1,Thurs,2020-06-04,01-10,0.57,4.053
broke,1,Thurs,2020-06-11,01-11,0.56,4.077
broke,1,Thurs,2020-06-18,01-12,0.47,3.613
broke,1,Thurs,2020-06-25,01-13,0.47,3.678
ellens game of games,4,Tues,2020-10-06,04-01,0.70,3.259
ellens game of games,4,Tues,2020-10-13,04-02,0.50,2.858
ellens game of games,4,Mon,2021-01-04,04-03,0.67,3.371
ellens game of games,4,Mon,2021-01-04,04-04,0.56,2.870
ellens game of games,4,Mon,2021-01-11,04-05,0.56,3.144
ellens game of games,4,Mon,2021-01-18,04-06,0.66,3.230
ellens game of games,4,Mon,2021-01-25,04-07,0.67,3.384
ellens game of games,4,Mon,2021-02-01,04-08,0.58,3.333
ellens game of games,4,Mon,2021-02-08,04-09,0.57,3.037
ellens game of games,4,Mon,2021-02-15,04-10,0.65,3.277
ellens game of games,4,Mon,2021-02-22,04-11,0.57,3.086
ellens game of games,4,Mon,2021-02-22,04-12,0.63,2.790
ellens game of games,4,Sun,2021-03-07,04-13,0.33,1.501
ellens game of games,4,Sun,2021-03-14,04-14,0.34,1.762
ellens game of games,4,Sun,2021-03-21,04-15,0.32,1.668
ellens game of games,4,Sun,2021-03-28,04-16,0.33,1.684
ellens game of games,4,Sun,2021-04-04,04-17,0.27,1.790
ellens game of games,4,Sun,2021-05-02,04-18,0.37,1.847
ellens game of games,4,Sun,2021-05-16,04-19,0.30,1.787
ellens game of games,4,Sun,2021-05-23,04-20,0.24,1.608
minx,2,Fri,2023-07-21,02-01,0.00,0.040
minx,2,Fri,2023-07-28,02-02,0.01,0.060
minx,2,Fri,2023-08-04,02-03,0.01,0.043
minx,2,Fri,2023-08-11,02-04,0.01,0.045
minx,2,Fri,2023-08-18,02-05,0.00,0.051
minx,2,Fri,2023-08-25,02-06,0.00,0.017
minx,2,Fri,2023-09-01,02-07,0.01,0.053
minx,2,Fri,2023-09-08,02-08,0.01,0.033
playing house,3,Fri,2017-06-23,03-01,0.15,0.381
playing house,3,Fri,2017-06-23,03-02,0.10,0.287
playing house,3,Fri,2017-06-30,03-03,0.16,0.360
playing house,3,Fri,2017-06-30,03-04,0.12,0.269
playing house,3,Fri,2017-07-07,03-05,0.16,0.395
playing house,3,Fri,2017-07-07,03-06,0.12,0.294
playing house,3,Fri,2017-07-14,03-07,0.13,0.353
playing house,3,Fri,2017-07-14,03-08,0.09,0.245
the new pope,1,Mon,2020-01-13,01-01,0.04,0.210
the new pope,1,Mon,2020-01-20,01-02,0.04,0.286
the new pope,1,Mon,2020-01-27,01-03,0.04,0.215
the new pope,1,Mon,2020-02-03,01-04,0.04,0.198
the new pope,1,Mon,2020-02-10,01-05,0.03,0.209
the new pope,1,Mon,2020-02-17,01-06,0.03,0.172
the new pope,1,Mon,2020-02-24,01-07,0.06,0.261
the new pope,1,Mon,2020-03-02,01-08,0.06,0.266
the new pope,1,Mon,2020-03-09,01-09,0.05,0.294
big brother,23,Weds,2021-07-07,,1.08,4.248
big brother,23,Weds,2021-07-14,,0.84,3.631
big brother,23,Weds,2021-07-21,,0.83,3.497
big brother,23,Weds,2021-07-28,,0.99,3.786
big brother,23,Weds,2021-08-04,,0.90,3.644
big brother,23,Weds,2021-08-11,,0.94,3.961
big brother,23,Weds,2021-08-18,,0.90,3.799
big brother,23,Weds,2021-08-25,,0.95,3.804
big brother,23,Weds,2021-09-01,,0.95,4.014
big brother,23,Weds,2021-09-08,,0.91,3.892
big brother,23,Weds,2021-09-15,,0.86,4.080
big brother,23,Weds,2021-09-22,,0.61,2.983
big brother,23,Weds,2021-09-29,,0.94,3.574
the winchesters,1,Tues,2022-10-11,01-01,0.12,0.781
the winchesters,1,Tues,2022-10-18,01-02,0.07,0.464
the winchesters,1,Tues,2022-10-25,01-03,0.09,0.551
the winchesters,1,Tues,2022-11-01,01-04,0.11,0.571
the winchesters,1,Tues,2022-11-15,01-05,0.10,0.459
the winchesters,1,Tues,2022-11-22,01-06,0.08,0.500
the winchesters,1,Tues,2022-12-06,01-07,0.06,0.408
the winchesters,1,Tues,2023-01-24,01-08,0.06,0.367
the winchesters,1,Tues,2023-01-31,01-09,0.06,0.347
the winchesters,1,Tues,2023-02-07,01-10,0.04,0.293
the winchesters,1,Tues,2023-02-21,01-11,0.06,0.355
the winchesters,1,Tues,2023-02-28,01-12,0.05,0.489
the winchesters,1,Tues,2023-03-07,01-13,0.05,0.439
worlds funniest animals,4,Mon,2023-11-06,04-01,0.07,0.313
worlds funniest animals,4,Mon,2023-11-13,04-02,0.02,0.235
worlds funniest animals,4,Mon,2023-11-20,04-03,0.03,0.210
worlds funniest animals,4,Mon,2023-11-27,04-04,0.04,0.260
worlds funniest animals,4,Mon,2023-12-04,04-05,0.04,0.323
worlds funniest animals,4,Fri,2024-01-12,04-06,0.06,0.385
worlds funniest animals,4,Fri,2024-01-19,04-07,0.05,0.363
worlds funniest animals,4,Fri,2024-01-26,04-08,0.05,0.363
take two,1,Thurs,2018-06-21,01-01,0.50,3.358
take two,1,Thurs,2018-06-28,01-02,0.40,3.011
take two,1,Thurs,2018-07-05,01-03,0.40,2.894
take two,1,Thurs,2018-07-12,01-04,0.50,2.784
take two,1,Thurs,2018-07-19,01-05,0.40,3.123
take two,1,Thurs,2018-07-26,01-06,0.40,2.518
take two,1,Thurs,2018-08-02,01-07,0.40,2.529
take two,1,Thurs,2018-08-09,01-08,0.60,2.953
take two,1,Thurs,2018-08-16,01-09,0.40,2.524
take two,1,Thurs,2018-08-30,01-10,0.20,1.848
take two,1,Thurs,2018-08-30,01-11,0.40,2.395
take two,1,Thurs,2018-09-06,01-12,0.40,2.344
take two,1,Thurs,2018-09-13,01-13,0.50,2.908
brave,1,Mon,2017-09-25,01-01,1.33,5.958
brave,1,Mon,2017-10-02,01-02,1.10,5.168
brave,1,Mon,2017-10-09,01-03,1.13,5.138
brave,1,Mon,2017-10-16,01-04,0.98,4.973
brave,1,Mon,2017-10-23,01-05,1.00,5.186
brave,1,Mon,2017-10-30,01-06,0.81,4.549
brave,1,Mon,2017-11-06,01-07,1.02,5.179
brave,1,Mon,2017-11-13,01-08,0.99,5.026
brave,1,Mon,2017-11-20,01-09,0.94,4.659
brave,1,Mon,2018-01-08,01-10,0.55,2.931
brave,1,Mon,2018-01-15,01-11,0.71,3.945
brave,1,Mon,2018-01-22,01-12,0.65,3.402
brave,1,Mon,2018-01-29,01-13,0.71,3.896
superstore,5,Thurs,2019-09-26,05-01,0.75,2.859
superstore,5,Thurs,2019-10-03,05-02,0.76,2.783
superstore,5,Thurs,2019-10-10,05-03,0.80,2.790
superstore,5,Thurs,2019-10-17,05-04,0.83,2.937
superstore,5,Thurs,2019-10-24,05-05,0.79,2.838
superstore,5,Thurs,2019-10-31,05-06,0.66,3.085
superstore,5,Thurs,2019-11-07,05-07,0.74,2.611
superstore,5,Thurs,2019-11-14,05-08,0.77,2.756
superstore,5,Thurs,2019-11-21,05-09,0.68,2.652
superstore,5,Thurs,2019-12-12,05-10,0.62,2.666
superstore,5,Thurs,2020-01-09,05-11,0.65,2.588
superstore,5,Thurs,2020-01-16,05-12,0.64,2.665
superstore,5,Thurs,2020-01-23,05-13,0.67,2.731
superstore,5,Thurs,2020-01-30,05-14,0.67,2.779
superstore,5,Thurs,2020-02-13,05-15,0.58,2.353
superstore,5,Thurs,2020-02-20,05-16,0.69,2.625
superstore,5,Thurs,2020-02-27,05-17,0.63,2.572
superstore,5,Thurs,2020-03-19,05-18,0.92,3.593
superstore,5,Thurs,2020-03-26,05-19,0.85,3.405
superstore,5,Thurs,2020-04-02,05-20,0.68,3.153
superstore,5,Thurs,2020-04-23,05-21,0.69,3.010
episodes,5,Sun,2017-08-20,05-01,0.05,0.239
episodes,5,Sun,2017-08-27,05-02,0.04,0.239
episodes,5,Sun,2017-09-10,05-03,0.04,0.264
episodes,5,Sun,2017-09-17,05-04,0.05,0.264
episodes,5,Sun,2017-09-24,05-05,0.05,0.350
episodes,5,Sun,2017-10-01,05-06,0.06,0.335
episodes,5,Sun,2017-10-08,05-07,0.07,0.263
barons,1,Mon,2023-05-29,01-01,0.03,0.179
barons,1,Mon,2023-06-05,01-02,0.03,0.197
barons,1,Mon,2023-06-12,01-03,0.02,0.124
barons,1,Mon,2023-06-19,01-04,0.02,0.157
the 100000 pyramid,5,Weds,2021-05-26,05-01,0.43,3.176
the 100000 pyramid,5,Weds,2021-06-02,05-02,0.52,3.669
the 100000 pyramid,5,Weds,2021-06-16,05-03,0.43,3.187
the 100000 pyramid,5,Weds,2021-06-23,05-04,0.43,3.558
the 100000 pyramid,5,Weds,2021-06-30,05-05,0.45,3.493
the 100000 pyramid,5,Weds,2021-07-07,05-06,0.53,3.993
the 100000 pyramid,5,Weds,2021-07-21,05-07,0.55,3.824
the 100000 pyramid,5,Weds,2021-07-28,05-08,0.41,3.194
the 100000 pyramid,5,Weds,2021-08-11,05-09,0.51,3.678
the 100000 pyramid,5,Weds,2021-08-18,05-10,0.50,3.528
the 100000 pyramid,5,Weds,2021-08-25,05-11,0.46,3.536
the 100000 pyramid,5,Weds,2021-09-01,05-12,0.51,3.514
the 100000 pyramid,5,Weds,2021-09-15,05-13,0.46,2.987
american crime,3,Sun,2017-03-12,03-01,0.49,2.671
american crime,3,Sun,2017-03-19,03-02,0.44,1.910
american crime,3,Sun,2017-03-26,03-03,0.32,1.620
american crime,3,Sun,2017-04-02,03-04,0.37,1.766
american crime,3,Sun,2017-04-09,03-05,0.37,1.743
american crime,3,Sun,2017-04-16,03-06,0.40,1.826
american crime,3,Sun,2017-04-23,03-07,0.34,1.812
american crime,3,Sun,2017-04-30,03-08,0.40,2.003
tko total knock out,1,Weds,2018-07-11,01-01,0.90,3.987
tko total knock out,1,Weds,2018-07-18,01-02,0.80,3.403
tko total knock out,1,Weds,2018-07-25,01-03,0.60,2.712
tko total knock out,1,Fri,2018-08-03,01-04,0.60,2.870
tko total knock out,1,Fri,2018-08-10,01-05,0.50,2.678
tko total knock out,1,Fri,2018-08-17,01-06,0.50,2.357
tko total knock out,1,Fri,2018-08-31,01-07,0.50,2.256
tko total knock out,1,Fri,2018-09-07,01-08,0.40,1.631
tko total knock out,1,Fri,2018-09-14,01-09,0.30,2.002
tko total knock out,1,Fri,2018-09-21,01-10,0.40,2.169
how we roll,1,Thurs,2022-03-31,01-01,0.34,4.219
how we roll,1,Thurs,2022-04-07,01-02,0.29,2.976
how we roll,1,Thurs,2022-04-14,01-03,0.43,3.977
how we roll,1,Thurs,2022-04-21,01-04,0.35,3.993
how we roll,1,Thurs,2022-04-28,01-05,0.35,3.318
how we roll,1,Thurs,2022-04-28,01-06,0.32,3.167
how we roll,1,Thurs,2022-05-05,01-07,0.27,2.974
how we roll,1,Thurs,2022-05-12,01-08,0.40,3.676
how we roll,1,Thurs,2022-05-12,01-09,0.32,3.255
how we roll,1,Thurs,2022-05-19,01-10,0.33,3.316
how we roll,1,Thurs,2022-05-19,01-11,0.30,3.063
flirty dancing,1,Sun,2019-12-29,01-01,1.00,3.460
flirty dancing,1,Weds,2020-01-01,01-02,0.37,1.793
flirty dancing,1,Weds,2020-01-08,01-03,0.32,1.382
flirty dancing,1,Weds,2020-01-15,01-04,0.36,1.476
flirty dancing,1,Sat,2020-01-25,01-05,0.19,0.890
flirty dancing,1,Sat,2020-01-25,01-06,0.20,0.934
genius junior,1,Sun,2018-03-18,01-01,1.00,5.029
genius junior,1,Sun,2018-03-25,01-02,0.70,4.238
genius junior,1,Sun,2018-04-08,01-03,0.70,4.448
genius junior,1,Sun,2018-04-15,01-04,0.60,3.769
genius junior,1,Sun,2018-04-22,01-05,0.60,3.641
genius junior,1,Sun,2018-04-29,01-06,0.60,3.722
genius junior,1,Sun,2018-05-06,01-07,0.50,2.794
genius junior,1,Sun,2018-05-06,01-08,0.60,2.763
genius junior,1,Sun,2018-05-13,01-09,0.50,2.551
genius junior,1,Sun,2018-05-13,01-10,0.60,2.991
4400,1,Mon,2021-10-25,01-01,0.10,0.535
4400,1,Mon,2021-11-01,01-02,0.08,0.358
4400,1,Mon,2021-11-08,01-03,0.07,0.354
4400,1,Mon,2021-11-15,01-04,0.09,0.440
4400,1,Mon,2021-11-22,01-05,0.06,0.346
4400,1,Mon,2021-11-29,01-06,0.06,0.340
4400,1,Mon,2021-12-06,01-07,0.08,0.343
4400,1,Mon,2021-12-13,01-08,0.09,0.395
4400,1,Mon,2022-01-17,01-09,0.06,0.450
4400,1,Mon,2022-01-24,01-10,0.04,0.362
4400,1,Mon,2022-01-31,01-11,0.07,0.310
4400,1,Mon,2022-02-07,01-12,0.07,0.341
4400,1,Mon,2022-02-14,01-13,0.04,0.234
switched at birth freeform,5,Tues,2017-01-31,05-01,0.24,0.598
switched at birth freeform,5,Tues,2017-02-07,05-02,0.22,0.536
switched at birth freeform,5,Tues,2017-02-14,05-03,0.20,0.516
switched at birth freeform,5,Tues,2017-02-21,05-04,0.24,0.521
switched at birth freeform,5,Tues,2017-02-28,05-05,0.21,0.508
switched at birth freeform,5,Tues,2017-03-07,05-06,0.18,0.435
switched at birth freeform,5,Tues,2017-03-21,05-07,0.22,0.502
switched at birth freeform,5,Tues,2017-03-28,05-08,0.22,0.474
switched at birth freeform,5,Tues,2017-04-04,05-09,0.20,0.432
switched at birth freeform,5,Tues,2017-04-11,05-10,0.19,0.490
young rock,2,Weds,2021-12-15,02-01,0.51,3.064
young rock,2,Tues,2022-03-15,02-02,0.43,2.552
young rock,2,Tues,2022-03-22,02-03,0.42,2.316
young rock,2,Tues,2022-03-29,02-04,0.34,2.069
young rock,2,Tues,2022-04-05,02-05,0.32,2.016
young rock,2,Tues,2022-04-12,02-06,0.41,2.295
young rock,2,Tues,2022-04-19,02-07,0.32,1.921
young rock,2,Tues,2022-04-26,02-08,0.40,2.144
young rock,2,Tues,2022-05-03,02-09,0.34,2.138
young rock,2,Tues,2022-05-10,02-10,0.38,1.884
young rock,2,Tues,2022-05-17,02-11,0.35,1.866
young rock,2,Tues,2022-05-24,02-12,0.45,2.359
young rock,2,Tues,2022-05-24,02-13,0.45,2.359
mcmafia,1,Mon,2018-02-26,01-01,0.14,0.578
mcmafia,1,Mon,2018-03-05,01-02,0.12,0.445
mcmafia,1,Mon,2018-03-12,01-03,0.06,0.246
mcmafia,1,Mon,2018-03-19,01-04,0.09,0.317
mcmafia,1,Mon,2018-04-02,01-05,0.04,0.218
mcmafia,1,Mon,2018-04-09,01-06,0.05,0.182
mcmafia,1,Mon,2018-04-16,01-07,0.05,0.207
mcmafia,1,Mon,2018-04-23,01-08,0.04,0.167
rake,1,Thurs,2014-01-23,01-01,1.72,6.953
rake,1,Thurs,2014-01-30,01-02,1.30,5.237
rake,1,Thurs,2014-02-06,01-03,1.10,4.268
rake,1,Thurs,2014-02-13,01-04,1.06,4.040
rake,1,Thurs,2014-02-20,01-05,0.98,3.967
rake,1,Thurs,2014-02-27,01-06,0.76,3.448
rake,1,Thurs,2014-03-06,01-07,0.83,3.533
rake,1,Fri,2014-03-14,01-08,0.49,1.819
rake,1,Fri,2014-03-21,01-09,0.49,1.904
rake,1,Fri,2014-03-28,01-10,0.37,1.903
rake,1,Sat,2014-04-05,01-11,0.20,1.032
rake,1,Sat,2014-04-05,01-12,0.20,1.032
rake,1,Fri,2014-06-27,01-13,0.25,1.278
major crimes,6,Tues,2017-10-31,06-01,0.21,1.748
major crimes,6,Tues,2017-11-07,06-02,0.23,1.765
major crimes,6,Tues,2017-11-14,06-03,0.23,1.738
major crimes,6,Tues,2017-11-21,06-04,0.25,1.838
major crimes,6,Tues,2017-11-28,06-05,0.26,2.365
major crimes,6,Tues,2017-12-05,06-06,0.25,2.297
major crimes,6,Tues,2017-12-12,06-07,0.20,1.746
major crimes,6,Tues,2017-12-19,06-08,0.26,2.437
major crimes,6,Tues,2017-12-19,06-09,0.26,2.330
major crimes,6,Tues,2017-12-26,06-10,0.31,2.742
major crimes,6,Tues,2017-12-26,06-11,0.27,2.439
major crimes,6,Tues,2018-01-02,06-12,0.27,2.224
major crimes,6,Tues,2018-01-09,06-13,0.30,2.253
baby daddy,6,Mon,2017-03-13,06-01,0.29,0.606
baby daddy,6,Mon,2017-03-20,06-02,0.21,0.412
baby daddy,6,Mon,2017-03-27,06-03,0.25,0.500
baby daddy,6,Mon,2017-04-03,06-04,0.17,0.406
baby daddy,6,Mon,2017-04-10,06-05,0.23,0.470
baby daddy,6,Mon,2017-04-17,06-06,0.19,0.445
baby daddy,6,Mon,2017-04-24,06-07,0.15,0.327
baby daddy,6,Mon,2017-05-01,06-08,0.20,0.468
baby daddy,6,Mon,2017-05-08,06-09,0.20,0.417
baby daddy,6,Mon,2017-05-15,06-10,0.22,0.456
baby daddy,6,Mon,2017-05-22,06-11,0.23,0.539
treadstone,1,Tues,2019-10-15,01-01,0.15,0.645
treadstone,1,Tues,2019-10-22,01-02,0.13,0.534
treadstone,1,Tues,2019-10-29,01-03,0.16,0.589
treadstone,1,Tues,2019-11-05,01-04,0.12,0.422
treadstone,1,Tues,2019-11-12,01-05,0.12,0.519
treadstone,1,Tues,2019-11-19,01-06,0.10,0.406
treadstone,1,Tues,2019-11-26,01-07,0.12,0.501
treadstone,1,Tues,2019-12-03,01-08,0.15,0.530
treadstone,1,Tues,2019-12-10,01-09,0.12,0.502
treadstone,1,Tues,2019-12-17,01-10,0.09,0.371
masterchef junior,9,Mon,2024-03-04,09-01,0.28,1.607
masterchef junior,9,Mon,2024-03-11,09-02,0.25,1.521
masterchef junior,9,Mon,2024-03-18,09-03,0.28,1.508
undercover boss,11,Fri,2022-01-07,11-01,0.49,3.864
undercover boss,11,Fri,2022-01-14,11-02,0.54,4.233
undercover boss,11,Fri,2022-01-21,11-03,0.42,4.106
undercover boss,11,Fri,2022-01-28,11-04,0.33,3.178
undercover boss,11,Fri,2022-02-25,11-05,0.39,3.685
undercover boss,11,Fri,2022-03-04,11-06,0.41,3.505
undercover boss,11,Fri,2022-03-11,11-07,0.36,3.556
undercover boss,11,Fri,2022-04-01,11-08,0.29,2.749
undercover boss,11,Fri,2022-04-08,11-09,0.31,3.339
celebrity wheel of fortune,4,Weds,2023-09-27,04-01,0.40,2.885
celebrity wheel of fortune,4,Weds,2023-10-04,04-02,0.34,3.244
celebrity wheel of fortune,4,Weds,2023-10-18,04-03,0.36,3.218
celebrity wheel of fortune,4,Weds,2023-10-25,04-04,0.37,3.878
celebrity wheel of fortune,4,Weds,2023-11-15,04-05,0.40,3.620
celebrity wheel of fortune,4,Weds,2023-11-29,04-06,0.36,3.294
celebrity wheel of fortune,4,Weds,2023-12-06,04-07,0.31,3.199
celebrity wheel of fortune,4,Weds,2023-12-13,04-08,0.36,3.604
siren,1,Thurs,2018-03-29,01-01,0.30,0.872
siren,1,Thurs,2018-03-29,01-02,0.30,0.869
siren,1,Thurs,2018-04-05,01-03,0.23,0.621
siren,1,Thurs,2018-04-12,01-04,0.25,0.683
siren,1,Thurs,2018-04-19,01-05,0.26,0.692
siren,1,Thurs,2018-04-26,01-06,0.23,0.587
siren,1,Thurs,2018-05-03,01-07,0.16,0.513
siren,1,Thurs,2018-05-10,01-08,0.15,0.496
siren,1,Thurs,2018-05-17,01-09,0.20,0.615
siren,1,Thurs,2018-05-24,01-10,0.21,0.658
the bachelorette,18,Tues,2021-10-19,18-01,0.79,3.003
the bachelorette,18,Tues,2021-10-26,18-02,0.71,2.874
