IMDB Series ID,IMDB Episode ID,Type,Text
tt0944947,tt2178806,P,"Moderate.

     





Edit"
tt0944947,tt2178806,P,"C**k and c**t are used to address male and female's genitalia respectively.

     





Edit"
tt0944947,tt2178806,D,"Mild.

     





Edit"
tt0944947,tt2178806,D,"Heavy wine drinking.

     





Edit"
tt0944947,tt2178806,I,"Moderate.

     





Edit"
tt0944947,tt2178806,I,"The last scene involving a creature and a baby may be frightening for some.

     





Edit"
tt0118421,tt0668324,S,"A woman asks a man to ""Show his prick"", offering to ""show her pussy"" in return, even despite the man revealing that he's gay.

     





Edit"
tt0118421,tt0668324,S,"A man is thrown into ""the hole"" naked, as every other prisoner is.

     





Edit"
tt0118421,tt0668324,V,"An elderly man is violently choked for a prolonged period of time and then thrown down the stairs, landing him in the infirmary.

     





Edit"
tt0118421,tt0668324,V,"An insane man wipes blood on another man's face.

     





Edit"
tt0118421,tt0668324,I,"A man in solitary confinement reveals that his guards have ""forgotten"" to feed him or even give him water, and he has been forced to drink his own urine as a result just to survive. He's also denied his medication for depression, which leads to such episodes and hallucinations.

     





Edit"
tt6156584,tt6900132,S,"Andre is shown naked from the waist up from the back while being showered, his butt is seen briefly overhead.

     





Edit"
tt6156584,tt6900132,S,"Jinju is seen swimming naked in a tank, her butt is briefly seen when diving in and swimming back up.

     





Edit"
tt6156584,tt6900132,S,"A woman is shown swimming naked, her breasts and buttocks are briefly shown. Later in the scene she is shown swimming away from the camera, her buttocks, vulva and anus can be seen.

     





Edit"
tt1865718,tt3780836,S,"Dipper finds a bunch of magazines in Stan's room titled ""Fully Clothed Women"", to which he says he's gonna pretend he didn't see that. Will fly over kids heads

     





Edit"
tt1865718,tt3780836,V,"This episode has to do with zombies, therefore there is a lot of violence towards zombies

     





Edit"
tt1865718,tt3780836,V,"There is blood, however since it comes from zombies, the blood is green, therefore it's not as disturbing

     





Edit"
tt1865718,tt3780836,P,"Typical name calling

     





Edit"
tt1865718,tt3780836,I,"This episode has zombies that spill green blood when attacked, therefore it's particularly scary for young kids

     





Edit"
tt1520211,tt6156390,S,"Just one kiss

     





Edit"
tt0096697,tt0758368,S,"A man throws a box of nude photos of Whoopi Goldberg down a hole saying ""I can't believe no one wanted nude photos of Whoopi Goldberg""(You can't see the nudity)

     





Edit"
tt0096697,tt0758368,S,"A double entendre is made about insemination.

     





Edit"
tt0096697,tt0758368,V,"A Krusty the Klown doll tries to kill Homer.

     





Edit"
tt0096697,tt0758368,V,"Lenny accidentally gets shot in the arm. Some blood, but it's in black and white.

     





Edit"
tt0096697,tt0758368,V,"Barney kicks a giant ape.

     





Edit"
tt0096697,tt0758368,V,"A man is seen dropping a body into a hole.

     





Edit"
tt0096697,tt0758368,V,"A giant ape eats a little girl.

     





Edit"
tt0096697,tt0758368,V,"Some men attack a giant ape with guns and other weapons.

     





Edit"
tt0096697,tt0758368,V,"For a Halloween activity, Marge puts out a bowl of foods and pretends that they're the remains of a witch who was brutally murdered.

     





Edit"
tt0096697,tt0758368,V,"Nelson punches Martin in the gut.

     





Edit"
tt0096697,tt0758368,V,"Homer hits a Zombie Shakesphere with a gun.

     





Edit"
tt0096697,tt0758368,V,"Zombies eat some people's brains.

     





Edit"
tt0096697,tt0758368,V,"Lisa mentions how her cat was run over in an accident years ago.

     





Edit"
tt0096697,tt0758368,P,"1 use of hell.

     





Edit"
tt0096697,tt0758368,D,"Lisa talks about how a drunk ran over her cat years ago.

     





Edit"
tt0096697,tt0758368,I,"A brief seen when King Homer is on the platform when reports flash cameras at him features lots of flashing lights that could trigger epilepsy.

     





Edit"
tt2467372,tt9093042,V,"A man jumps off a bridge

     





Edit"
tt2467372,tt9093042,I,"A hostage situation

     





Edit"
tt0436992,tt0562989,V,"A car hits a man twice.

     





Edit"
tt0436992,tt0562989,P,"None.

     





Edit"
tt0436992,tt0562989,I,"This episode is moderately frightening.

     





Edit"
tt0436992,tt0562989,I,"Many people are eaten.

     





Edit"
tt8064302,tt8689616,S,"Sexual dialogue and situations. Mentions of slang terms for genitalia. No nudity.

     





Edit"
tt8064302,tt8689616,S,"Sex off camera

     





Edit"
tt8064302,tt8689616,P,"F***, S***

     





Edit"
tt8064302,tt8689616,D,"Applegate lights a cigarette.

     





Edit"
tt8064302,tt8689616,I,"Hit and run and close call.

     





Edit"
tt7826376,tt9072156,P,"Frequent use of the b-word.

     





Edit"
tt7826376,tt9072156,P,"F***

     





Edit"
tt7826376,tt9072156,D,"Wine frequently displayed but not consumed.

     





Edit"
tt0206512,tt2102063,I,"The majority of the second half involves SpongeBob and Patrick is a really creepy environment.

     





Edit"
tt0206512,tt2102063,I,"The entire episode is frightening!

     





Edit"
tt0773262,tt0785280,S,"Porn magazines and an alleged rape website are shown with some female nudity.

     





Edit"
tt0773262,tt0785280,S,"Brief scene of a woman rubbing a man's crotch at a restaurant.

     





Edit"
tt0773262,tt0785280,S,"A man is turned on by a crime scene and puts his hand up a woman's dress.

     





Edit"
tt0773262,tt0785280,S,"Some talk of sexual assault, as well as a brief masturbation scene.

     





Edit"
tt0773262,tt0785280,V,"Dexter cuts people's cheeks to get a blood sample.

     





Edit"
tt0773262,tt0785280,V,"A man is strangled by a piece of wire but is released later on (he is not killed).

     





Edit"
tt0773262,tt0785280,V,"A man puts an electric saw to another man's face. We see his body writhing.

     





Edit"
tt0773262,tt0785280,V,"A bloody severed limb is shown.

     





Edit"
tt0773262,tt0785280,V,"Several corpses are seen completely drained of blood.

     





Edit"
tt0773262,tt0785280,V,"A severed head, drained of blood, falls from a truck.

     





Edit"
tt0773262,tt0785280,P,"Many uses of profanity. One character in particular uses multiple curse words when onscreen.

     





Edit"
tt2394340,tt2416546,S,"A young woman is shown removing her wet dress, her bare back and partial chest can be seen.

     





Edit"
tt0804503,tt3707054,P,"1 use of ""fuck""

     





Edit"
tt0804503,tt3707054,P,"2 Instances of the S word, one Lord's Name in vain, a character shouts, ""A hole"", in front of a child, and Peggy Olson uses the F word.

     





Edit"
tt5348176,tt8890392,S,"Man in underwear is seen near the dressing rooms in the theater.

     





Edit"
tt5348176,tt8890392,P,"Several uses of ""fuck"" and ""shit.""

     





Edit"
tt1567432,tt1850225,S,"Heavy make out scene early in the episode kissing leaning to taking off clothes in bedroom.

     





Edit"
tt1567432,tt1850225,S,"Reference to an ""Adults only"" website

     





Edit"
tt1567432,tt1850225,V,"A claw comes out of Jackson's mouth it is an hallucination but still very gory

     





Edit"
tt1567432,tt1850225,I,"the Alpha draws a spiral on a car window

     





Edit"
tt1567432,tt1850225,I,"The claw coming out of Jackson's mouth is horrifying and may give some people nightmares

     





Edit"
tt4477976,tt9006418,S,"Amy and Jonah see stains on a display high chair and wonder if it's sperm or urine.

     





Edit"
tt4477976,tt9006418,S,"Pregnant Dina poses in photos wearing tight shorts, bra, and a long veil.

     





Edit"
tt4477976,tt9006418,S,"A male stripper dances in a diaper at a baby shower.

     





Edit"
tt4189022,tt5158912,S,"Some partiers show some cleavage

     





Edit"
tt4189022,tt5158912,S,"At the beginning there is a scene in a morgue with a woman's naked dead body.

     





Edit"
tt4189022,tt5158912,V,"Buckets of blood

     





Edit"
tt4189022,tt5158912,V,"There is a decapitation

     





Edit"
tt4189022,tt5158912,P,"Occasional f words - about 4

     





Edit"
tt4189022,tt5158912,D,"Brief partying at the beginning of the episode

     





Edit"
tt4189022,tt5158912,D,"Some alcohol

     





Edit"
tt4189022,tt5158912,I,"Gory, but humour lifts up the mood

     





Edit"
tt2193021,tt7508614,V,"Several hand-to-hand combat moments, all intense but not bloody. Characters are shot with darts, kicked, punched, thrown around.

     





Edit"
tt2193021,tt7508614,V,"Brutal prison fights. Inmates are beaten, thrown over ledges. In an extended fight, an inmate has an arm broken (off-screen with a snapping sound) and blood is visible at the breaking point. The same inmate has his other arm brutally dislocated later. Prison guards are stabbed (with blood) and beaten against railings.

     





Edit"
tt2193021,tt7508614,P,"Mild and infrequent uses of words like ""damn"", ""ass"" and ""hell"".

     





Edit"
tt1828327,tt4020454,S,"Ms. Travis appeared in a little black dress and it referred to as smoking hot.

     





Edit"
tt1828327,tt4020454,V,"Guns are a theme. Some characters like the and some don't. Painball gun, pistol and finger gun shown. Child shown spattered with paintball paint.

     





Edit"
tt0182576,tt8732266,S,"Someone says there husband wanted 69

     





Edit"
tt0182576,tt8732266,S,"Someone says we should hire a prostitute

     





Edit"
tt0182576,tt8732266,V,"Someone is shot in the head a moderate amount of blood is shown

     





Edit"
tt0182576,tt8732266,V,"Someone slits there throat killing themself, a lot of blood is shown

     





Edit"
tt0182576,tt8732266,V,"Someone is shot in the back of the head a lot of blood is show

     





Edit"
tt0182576,tt8732266,P,"1 use of bastard

     





Edit"
tt0182576,tt8732266,P,"1 use of f*cking but it's bleeped

     





Edit"
tt0159206,tt0698688,S,"Some moderate references

     





Edit"
tt0159206,tt0698688,V,"None

     





Edit"
tt0159206,tt0698688,P,"About three uses of the word ""cunt"".
Some other uses of ""fuck""

     





Edit"
tt0159206,tt0698688,D,"People drink in a bar

     





Edit"
tt0159206,tt0698688,I,"None

     





Edit"
tt7908628,tt20690196,V,"A man is picked up and thrown off stage where he is eaten by a group of vampires; no blood or gore.

     





Edit"
tt0182576,tt22053408,S,"The whole episode revolves around Lois wanting to feel sexually desirable and putting on sex shows for Joe so she can turn him on.

     





Edit"
tt0182576,tt22053408,V,"A man is punched twice, blood is seen.

     





Edit"
tt0182576,tt22053408,I,"Rated TV-14 for strong sexual content and some violence.

     





Edit"
tt0206512,tt10084352,I,"The Ghost of Plankton has several frightening scenes that could jump scare younger viewers.

     





Edit"
tt0096697,tt0756399,S,"-Bart talks about his dad sitting in his underwear and scratching himself.

     





Edit"
tt0096697,tt0756399,V,"The Simpsons family is shot by a neighbor.

     





Edit"
tt0096697,tt0756399,V,"-A sign at Burns Manor says, ""Poachers will be shot.""

     





Edit"
tt0096697,tt0756399,V,"-Mr Burns threatens everybody at the plant's family picnic to get off his property.

     





Edit"
tt0096697,tt0756399,V,"-The Itchy and Scratchy cartoon features Itchy's head blown up with dynamite. It's actually tame compared to the later Itchy and Scratchy cartoons.

     





Edit"
tt0096697,tt0756399,V,"-When spying on their neighbors, the Simpsons family is chased off one family's property with a gun.

     





Edit"
tt0096697,tt0756399,V,"-Homer brawls with Barney when he insults his family.

     





Edit"
tt0096697,tt0756399,V,"-At the therapy center, the Simpsons hit each other with foam mallets. Bart takes the foam off, revealing a steel rod. He whacks the therapy director with the steel rod.

     





Edit"
tt0096697,tt0756399,V,"-The Simpsons are strapped into chairs, and they electrocute each other.

     





Edit"
tt0096697,tt0756399,P,"Mr Burns says damn in this episode

     





Edit"
tt0096697,tt0756399,D,"Alcohol
-At a party, Marge gets very drunk. She is later sick.

     





Edit"
tt0096697,tt0756399,D,"-Homer tries to drink his problems away at a bar.

     





Edit"
tt0096697,tt0756399,I,"The simpsons electrocute each other.

     





Edit"
tt0096697,tt0756399,I,"-Homer imagines his family as fiery demons.

     





Edit"
tt0096697,tt0756399,I,"-The simpsons family is shot at by a neighbor.

     





Edit"
tt0121955,tt0795284,S,"Carman violently poops out fake coins at the end

     





Edit"
tt0121955,tt0795284,S,"In the cave, the tour guide shows a bunch of rocks in the shape of penises

     





Edit"
tt0121955,tt0795284,V,"No violence but there is a cut on the side of Stan's head. Also the boys are presumed dead by the rescue team

     





Edit"
tt0121955,tt0795284,P,"4-5 uses of asshole, 2 uses of S-O-B, 3 uses of fat-ass.

     





Edit"
tt0452046,tt21277876,P,"2 F words, Multiple uses of sh*t including bullSh*t

     





Edit"
tt4651448,tt19404566,P,"One use of ""OMG"" and one use of ""son of a yip"".

     





Edit"
tt4651448,tt19404566,P,"God's name is taken in vain once.

     





Edit"
tt1474684,tt2808666,S,"None.

     





Edit"
tt1474684,tt2808666,V,"A man jumps out of a window.

     





Edit"
tt0096697,tt0701242,V,"On Krusty's show, he states that heart disease can happen to anyone, especially overweight, heavy-drinking, chainsmoking clowns. He then explains that's why the doctor installed him a zipper, and continuously zips it open and closed until it gets stuck open. Krusty bleeds out quite a bit, and remarks that he should have gotten the button-fly. He is then shown on a stretcher. Played for laughs, and he appears later to inform Bart about child obesity at the Simpsons' house.

     





Edit"
tt2861424,tt10655682,P,"Uses of ""fuck"", ""shit"", ""bitch"".

     





Edit"
tt2861424,tt10655682,I,"Suggested Rating: TV-MA-LV.

     





Edit"
tt2861424,tt10655682,I,"36 - Rattlestar Ricklactica - TV-14-DLSV.

     





Edit"
tt9140560,tt10161318,P,"One use of Hell.

     





Edit"
tt9140560,tt10161318,I,"Intense argument scenes, in which characters are yelling at each other and making threats. Could be too intense for younger viewers.

     





Edit"
tt0866442,tt1734264,S,"No sex scenes or nudity.

     





Edit"
tt0866442,tt1734264,S,"Mild sexual references.

     





Edit"
tt2802850,tt5273770,S,"None.

     





Edit"
tt2802850,tt5273770,P,"Uses of ""shit"" no f words.

     





Edit"
tt2802850,tt5273770,I,"Rated TV-14 for bloody images, language and brief disturbing behaviour.

     





Edit"
tt1220617,tt1234984,S,"Jay Tells The Boys that he got a blowie ""Blow Job"" but he lied. he instead got a Hand Job.

     





Edit"
tt1220617,tt1234984,S,"Other verbal sex references are used throughout

     





Edit"
tt1220617,tt1234984,V,"Donovan threatens to rip wills throat out

     





Edit"
tt1220617,tt1234984,P,"16 uses of the F word, 9 uses of 'Shit' 1 use of 'Bloody' and 1 use of ""For Christ's sake""

     





Edit"
tt1220617,tt1234984,D,"Some People are seen drinking alcohol and acting drunk

     





Edit"
tt0206512,tt9222482,S,"Mr. Krabs is naked in the beginning of The Krusty Bucket when he gets in the shower.

     





Edit"
tt8388390,tt30409499,V,"There is a scene where two people drown in blood inside an elevator.

     





Edit"
tt2741602,tt11316574,S,"Extramartial affair. Implied sex.

     





Edit"
tt5348176,tt18257368,S,"Characters are in romantic relationships but nothing beyond that.

     





Edit"
tt5348176,tt18257368,V,"A man is shot in the head with blood splatter. His body is lingered on for a little while.

     





Edit"
tt5348176,tt18257368,P,"Lots of uses of ""fuck"" and some other strong language throughout.

     





Edit"
tt5348176,tt18257368,D,"None.

     





Edit"
tt5348176,tt18257368,I,"The episode builds tension but isn't really intense.

     





Edit"
tt12198014,tt21872938,S,"A woman is shown nude, her breasts and public hair are visible.

     





Edit"
tt0096697,tt2328399,S,"6 out of 10

     





Edit"
tt0096697,tt2328399,S,"Contains more sexual content than the average Simpsons episode.

     





Edit"
tt0096697,tt2328399,S,"The initial couch gag displays Homer falling in love with the couch (go figure).This results in a romance which results in the couch getting pregnant (once again,go figure).Since Homer leaves the couch,it becomes poor and resorts to becoming a stripper and a prostitute (no sexual acts are visible).

     





Edit"
tt0096697,tt2328399,S,"Jimbo's girlfriend goes to see a movie with Bart to see a male actor's ass (not visible).Aftewrwards,she leaves the theater.

     





Edit"
tt0096697,tt2328399,S,"After spending some time together and Bart doing a favor for her,Shauna goes to a secret place in the mall to show Bart her boobs.They are not visible,but it is clear what happened.Keep in mind Shauna is about 6 years older than Bart.Bart responds by saying (in his mind):""Oh my God,they look just like dad's!"".She kisses him briefly,and Bart is left in shock and wonder.

     





Edit"
tt0096697,tt2328399,S,"At dinner time,Bart cannot eat his mashed potatoes because they look like breasts (visible in full detail).Grandpa asks if Bart wants chicken breasts,but Bart is shocked,thinking Grandpa is referring to actual breasts.Then Marge offers him cookies for desert which slightly resemble boobs.Bart runs away and shouts:
""I'm just not ready for cookies!"".

     





Edit"
tt0096697,tt2328399,S,"Shawna makes it clear that she wants an affair with Bart.When her boyfriend Jimbo shows up,they make out.
Bart is angered at this until Shawna starts stroking his hair passionately at the same time that she makes out with Jimbo.

     





Edit"
tt0096697,tt2328399,S,"Marge tries to seduce Homer since he is addicted to a TV show.It is not explicit,and the attempt fails.

     





Edit"
tt0096697,tt2328399,S,"There is a montage of Bart and Shawna doing romantic activities.In one part,she locks the door to the principal's office and they both make out inside.This is seen in a silhouette,and only their heads are visible.In another,Bart and Shawna are swimming in a pool,and kiss underwater.They are then interrupted.

     





Edit"
tt0096697,tt2328399,S,"Marge tries to seduce Homer once more by making their bedroom into a ""Lost"" like setting.They go into bed and are about to have sex,but are interrupted (it is implied they have sex later).

     





Edit"
tt0096697,tt2328399,S,"Some brief innuendos are present through the episode (for example,in a double entendre joke,it initially seems as if Bart was contemplating Shawna naked.She was playing billiards).

     





Edit"
tt0096697,tt2328399,V,"3 out of 10

     





Edit"
tt0096697,tt2328399,V,"In the episode's couch gag,the couch,who is now a beggar,proceeds to jump into a compactor truck to commit suicide.Her son cries at the sight of his mom killing herself.After a few seconds,Homer bursts in to save the couch.

     





Edit"
tt0096697,tt2328399,V,"Some arguing.

     





Edit"
tt0096697,tt2328399,V,"Carl threatens Moe and Lenny with 2 loaded revolvers.This scene is meant to be comical.

     





Edit"
tt0096697,tt2328399,V,"The bullies prosecute Bart,and at the end of the episode,hang him upside down from the treehouse (possibly to drop him down).Bart does not seem to mind this.

     





Edit"
tt0096697,tt2328399,P,"2 out of 10

     





Edit"
tt0096697,tt2328399,P,"1 use of ass and crappy each.

     





Edit"
tt0096697,tt2328399,P,"2 uses of hell and boob.

     





Edit"
tt0096697,tt2328399,P,"6 uses of God in several variations (oh my God,for God's sake).

     





Edit"
tt0096697,tt2328399,P,"Nothing too strong,though.

     





Edit"
tt0096697,tt2328399,D,"2 out of 10

     





Edit"
tt0096697,tt2328399,D,"Shawna smokes a cigarette at one point,next to Bart.She then proceeds to out it on Bart's hair as if it were an ashtray.

     





Edit"
tt0096697,tt2328399,D,"Lenny drinks a beer in the background briefly.

     





Edit"
tt0096697,tt2328399,I,"3 out of 10

     





Edit"
tt0096697,tt2328399,I,"The couch gag isn't intense as much as it is disturbing.

     





Edit"
tt0096697,tt2328399,I,"Other than some strong suggestive themes,not too much to worry about.

     





Edit"
tt1520211,tt4589574,V,"Bloody graphic violence.

     





Edit"
tt1520211,tt4589574,P,"The Blu-ray/Netflix version of this episodes included Negan using the word ""Fuck"" 23 times in total.

     





Edit"
tt1520211,tt4589574,I,"Extremely strong sustained threat in the final scene. One of the most frightening and intense scenes in all of TWD.

     





Edit"
tt6226232,tt11456930,S,"Sex and pregnancy before marriage are a major theme. A couple is anxious for sex.

     





Edit"
tt6226232,tt11456930,D,"Beer drinking

     





Edit"
tt7375404,tt7852188,S,"Sexual references and a brief sex scene, no nudity

     





Edit"
tt7375404,tt7852188,P,"Many uses of the f word, some use in a sexual manner

     





Edit"
tt1520211,tt5207756,S,"Brief scene of man and women passionately kissing, women seen in just a bra.

     





Edit"
tt0096697,tt1606137,S,"Homer and Marge angrily talk about sex.

     





Edit"
tt0096697,tt1606137,P,"4 uses of the word sex.

     





Edit"
tt0096697,tt1606137,I,"Should be okay for ages 9+

     





Edit"
tt2191671,tt2517610,S,"When the episode begins, Watson comes home and meets two females that are twins. They are both dressed in long shirts (no nudity). They both say goodbye to Sherlock that morning as they leave the house. The way they say goodbye insinuates that they have been with him sexually the night before.

     





Edit"
tt0182576,tt22246614,S,"This whole episode revolves around sex, and the sexual relationship Peter and Lois have.

     





Edit"
tt0182576,tt22246614,V,"Stewie beats up Chris and Brian.

     





Edit"
tt0182576,tt22246614,V,"Stewie supposedly kills Brian, Chris and himself offscreen.

     





Edit"
tt0182576,tt22246614,P,"Some moderate language.

     





Edit"
tt0182576,tt22246614,D,"Some drinking.

     





Edit"
tt0182576,tt22246614,I,"The latter half of the episode can be intense to some.

     





Edit"
tt0182576,tt22246614,I,"Rated TV-14 for strong sexual content, some violence and language.

     





Edit"
tt0460681,tt10067744,S,"Nude woman is shown in a bath discretely.

     





Edit"
tt0460681,tt10067744,V,"Several killings with some blood. One savage killing.

     





Edit"
tt0460681,tt10067744,V,"Torture.

     





Edit"
tt0460681,tt10067744,D,"Spiked coffee.

     





Edit"
tt3322312,tt4950310,S,"Matt Murdock spends a scene shirtless and in his boxers.

     





Edit"
tt0348914,tt0556310,S,"Heavy sexual themes, references and allusions involving prostitution.

     





Edit"
tt0348914,tt0556310,S,"Two women are shown topless scrubbing their breasts.

     





Edit"
tt0348914,tt0556310,S,"Two women share a bed. The scene is not explicitly sexual; however, one of the women is a lesbian and watches the other undress to cleavage-baring period underwear with interest.

     





Edit"
tt0348914,tt0556310,S,"A woman in translucent undergarments is shown thrusting another man against a wall.

     





Edit"
tt0348914,tt0556310,S,"Two people discuss a woman having ""her cherry popped"" in the past.

     





Edit"
tt0348914,tt0556310,V,"A man slaps a woman who then stabs him in the leg. (no blood)

     





Edit"
tt0348914,tt0556310,V,"A woman is shown scrubbing blood up off the floor (a man was murdered in the previous episode).

     





Edit"
tt0348914,tt0556310,P,"Frequent r-rated language including the f-word (used about as frequently as the average teenager uses the word 'like'), and at least a dozen uses of c---s----er, c--t and other milder obscenities. Religious profanity is less common, but still present.

     





Edit"
tt0348914,tt0556310,D,"A woman is passed out on the floor with needle marks in her arm. There is a used up needle next to her arm implying that she injected herself with drugs.

     





Edit"
tt0455275,tt0678482,S,"A group of men continue to attempt to catch a woman and rape her.

     





Edit"
tt0455275,tt0678482,V,"A man stabs another man and throws him down from the first floor. The victim dies.

     





Edit"
tt0455275,tt0678482,V,"A woman kicks a man in his synthetic knee so hard that it breaks entirely. The man wails in pain.

     





Edit"
tt0455275,tt0678482,V,"A man fights off his assailant and then throws him down from the first floor. The assailant dies.

     





Edit"
tt0491738,tt2297678,S,"Character wears low cut revealing outfits and pretty strong sexual vibe

     





Edit"
tt5180504,tt8343770,S,"Geralt lies in bed with a prostitute (sex implied, her bare breasts and his bare chest are seen). Her breasts are visible for several minutes.

     





Edit"
tt5180504,tt8343770,S,"A crowd watches from a distance as a nude couple kiss (close view shown from waist up). Then the woman rides the man (shown mid-distance) till he orgasms.

     





Edit"
tt5180504,tt8343770,V,"A creature slices a man open.

     





Edit"
tt5180504,tt8343770,V,"A corpse is shown with its eyes dug out.

     





Edit"
tt5180504,tt8343770,V,"Large pools of bloodstains and tracks of blood is seen.

     





Edit"
tt5180504,tt8343770,P,"Infrequent usage of several cursory words.

     





Edit"
tt5180504,tt8343770,D,"Some potions are consumed to enhance the individual.

     





Edit"
tt5180504,tt8343770,D,"A man smokes from a pipe.

     





Edit"
tt5180504,tt8343770,I,"The creature in this episode is quite frightening.

     





Edit"
tt0182576,tt1329671,S,"1 joke of Brian wanting to have Sex with a 16 year old and says to Stewie that he is 8

     





Edit"
tt0182576,tt1329671,V,"Explosions and a airplane shooting

     





Edit"
tt0182576,tt1329671,P,"Bitch is used 1 or 2 times

     





Edit"
tt1520211,tt11156952,S,"There is no sex or nudity scene in this episode.

     





Edit"
tt1520211,tt11156952,V,"As always, it's full of violence and blood.

     





Edit"
tt1520211,tt11156952,V,"A ton of zombies are shown with very bloody wounds but brief and is just a normal part of the show.

     





Edit"
tt1520211,tt11156952,V,"Zombies are stabbed in the head a lot of times with blood.

     





Edit"
tt1520211,tt11156952,V,"Deep cut on a man's arm with blood shown but not violent.

     





Edit"
tt1520211,tt11156952,V,"A large-scale zombies vs humans action scene takes place with the usual amount of blood. Maybe a little less graphic than usual as it is in dark lighting and hard to make out details.

     





Edit"
tt1520211,tt11156952,V,"A zombie is shot in the face and it's face peels in opposite directions, very graphic and bloody.

     





Edit"
tt1520211,tt11156952,V,"Lots of dead bodies are shown in an underground tunnel.

     





Edit"
tt1520211,tt11156952,V,"A disgusting zombie with boils and flappy skin all over it has its chest area and neck crushed before it is hit in the head with an axe, very graphic but hard to see in dark lighting.

     





Edit"
tt1520211,tt11156952,V,"Another zombie fight takes place, very violent but again in dark lighting.

     





Edit"
tt1520211,tt11156952,P,"Frequent abusing by characters.

     





Edit"
tt1520211,tt11156952,D,"None.

     





Edit"
tt1520211,tt11156952,I,"This episode is full of thrill and intense scenes.

     





Edit"
tt0844441,tt1683842,S,"Two women are seen making out in their underwear.

     





Edit"
tt0844441,tt1683842,S,"A woman is seen undressing towards the end of the episode, we don't see any nudity.

     





Edit"
tt0121955,tt1549809,S,"The waterpark is flooded with pee and can gross out some viewers

     





Edit"
tt0121955,tt1549809,S,"The episode is set in a water park so some characters will be wearing swimming trunks and bikinis.

     





Edit"
tt0121955,tt1549809,V,"A man shoots 3 monkeys in the head. And we see blood all over the ground.

     





Edit"
tt0121955,tt1549809,V,"Kyle must drink pee in order to save the rest of the gang.

     





Edit"
tt0121955,tt1549809,P,"3 uses of f**k, 1 use of Jesus Christ

     





Edit"
tt0121955,tt1549809,D,"None.

     





Edit"
tt5834204,tt9471728,V,"Woman cuts another woman with a scalpel, a lot of blood shown.

     





Edit"
tt0364845,tt0772567,S,"None.

     





Edit"
tt0364845,tt0772567,V,"A Man is seen who has been eaten by a bear. It is very graphic. Leg is missing and other things.

     





Edit"
tt0364845,tt0772567,V,"A man is shot in upper left side of his chest by a sniper. It is not graphic but blood is seen coming from the wound.

     





Edit"
tt0364845,tt0772567,V,"A woman is seen who has been beaten. Blood and bruises are seen on her face and shirt.

     





Edit"
tt0364845,tt0772567,V,"Two men get into a fight. Not very violent just a bit of wrestling.

     





Edit"
tt0364845,tt0772567,V,"A man is shot in the bottom by a sniper. Seen but from a distance away. No blood seen. This is suppose to be funny.

     





Edit"
tt0364845,tt0772567,P,"Idiot is used once.

     





Edit"
tt0364845,tt0772567,P,"A man implied that he thinks jewish people are bad.

     





Edit"
tt0364845,tt0772567,D,"A woman uses a birth control patch.

     





Edit"
tt0364845,tt0772567,I,"None.

     





Edit"
tt0096697,tt4437970,P,"Mo said a long word that shocked everyone (some covered their ears, and Helen Lovejoy fainted from what she heard) but he would have been a pickan.

     





Edit"
tt0096697,tt0701184,S,"Homer makes a reference to pornography

     





Edit"
tt0096697,tt0701184,V,"Homer accidentally walks into an open car door and smashes his face into it. Barney shoots Homer's tires with a revolver. Barney bashes a cardboard standee of Homer with a baseball bat. Linda Ronstadt joins him with her own bat.

     





Edit"
tt0096697,tt0701184,V,"Homer crashes into a parked car that no one is in.

     





Edit"
tt0096697,tt0701184,P,"A customer requests that Homer not scratch her asphalt, to which Homer repliesnunder his breath, ""Kiss my asphalt."" He later brags to his family about the incident.

     





Edit"
tt0096697,tt0701184,D,"In a song for a commercial on Homer's plow enemy, The Plow King, the song mentions ""And I think that he's a boozer"" referring to Homer.

     





Edit"
tt0096697,tt0701184,D,"Homer is shown drinking in a bar with other men. He then leaves and gets into a car accident.

     





Edit"
tt0096697,tt0701184,D,"Homer pours beer into his thermos that he takes with him to drive his plow truck up Widow's Peak.

     





Edit"
tt3398228,tt5218432,S,"Bojack and Diane visit a whale strip club.

     





Edit"
tt3398228,tt5218432,S,"Bojack and Diane get a very prolonged lap dance.

     





Edit"
tt3398228,tt5218432,D,"It is discovered that 'Bojack' is also a heroin brand.

     





Edit"
tt3398228,tt5218432,I,"This whole episode acts like a murder mystery and it can be intense at times.

     





Edit"
tt0412142,tt1273730,S,"Towards the end of the episode, House and Cuddy kiss heavily.

     





Edit"
tt2365946,tt5459606,S,"Clay and Elena have sex on the kitchen table. Nudity shows full rear male nudity.

     





Edit"
tt2365946,tt5459606,V,"As Eduardo is tied overhead, after Jeremy beats him, Roman butchers him with an axe with copious blood splatter.

     





Edit"
tt1520211,tt4719650,S,"There is a kiss between rick and a women, lasts about 7 seconds.

     





Edit"
tt1520211,tt4719650,S,"Two women kiss.

     





Edit"
tt1520211,tt4719650,V,"The usual amount of violence. Deanna stabs a zombie with a broken bottle and thick amounts of blood fly through the air and splatter all over her. Maggie sticks her hand through a zombies stomach and ribs out its ribs and arm from the inside. A woman slits her wrists offscreen but is seen as a zombie later on. A woman who was brutally stabbed to death with scissors in season 6 episode 2 is shown dead on the floor with a large puddle of blood surrounding her. Bodies are burnt.

     





Edit"
