Title,Season,Day of Week,Episode Date,Episode,18-49 Demo,Viewers (millions),IMDb Series ID,season,episode,IMDb Episode ID
flatbush misdemeanors,1,Sun,2021-05-23,1,0.01,0.08,tt13266618,1.0,1.0,tt13266622
flatbush misdemeanors,1,Sun,2021-05-30,2,0.04,0.13,tt13266618,1.0,2.0,tt13266624
flatbush misdemeanors,1,Sun,2021-06-06,3,0.01,0.088,tt13266618,1.0,3.0,tt13266626
flatbush misdemeanors,1,Sun,2021-06-13,4,0.01,0.05,tt13266618,1.0,4.0,tt13266628
flatbush misdemeanors,1,Sun,2021-06-20,5,0.01,0.06,tt13266618,1.0,5.0,tt13266630
flatbush misdemeanors,1,Sun,2021-06-27,6,0.02,0.054,tt13266618,1.0,6.0,tt13266632
flatbush misdemeanors,1,Sun,2021-07-11,7,0.01,0.049,tt13266618,1.0,7.0,tt13266634
flatbush misdemeanors,1,Sun,2021-07-18,8,0.0,0.06,tt13266618,1.0,8.0,tt13266636
flatbush misdemeanors,1,Sun,2021-07-25,9,0.02,0.055,tt13266618,1.0,9.0,tt13266640
flatbush misdemeanors,1,Sun,2021-08-01,10,0.02,0.06,tt13266618,1.0,10.0,tt13266642
chesapeake shores,6,Sun,2022-08-14,1,0.13,1.471,tt5151816,6.0,1.0,tt19226418
chesapeake shores,6,Sun,2022-08-21,2,0.11,1.387,tt5151816,6.0,2.0,tt21815478
chesapeake shores,6,Sun,2022-08-28,3,0.12,1.366,tt5151816,6.0,3.0,tt21815480
chesapeake shores,6,Sun,2022-09-04,4,0.11,1.355,tt5151816,6.0,4.0,tt21815492
chesapeake shores,6,Sun,2022-09-11,5,0.12,1.35,tt5151816,6.0,5.0,tt21815494
chesapeake shores,6,Sun,2022-09-18,6,0.11,1.319,tt5151816,6.0,6.0,tt21815500
chesapeake shores,6,Sun,2022-09-25,7,0.12,1.452,tt5151816,6.0,7.0,tt21815506
chesapeake shores,6,Sun,2022-10-02,8,0.11,1.453,tt5151816,6.0,8.0,tt21926066
chesapeake shores,6,Sun,2022-10-09,9,0.15,1.595,tt5151816,6.0,9.0,tt21974848
chesapeake shores,6,Sun,2022-10-16,10,0.19,1.909,tt5151816,6.0,10.0,tt21974850
life pieces,3,Thurs,2017-11-02,1,1.22,6.668,tt4384086,3.0,1.0,tt6687138
life pieces,3,Thurs,2017-11-09,2,1.18,6.529,tt4384086,3.0,2.0,tt7533158
life pieces,3,Thurs,2017-11-16,3,1.12,6.374,tt4384086,3.0,3.0,tt7369696
life pieces,3,Thurs,2017-11-23,4,1.28,5.932,tt4384086,3.0,4.0,tt7457868
life pieces,3,Thurs,2017-11-30,5,1.08,6.573,tt4384086,3.0,5.0,tt7647580
life pieces,3,Thurs,2017-12-07,6,1.08,6.49,tt4384086,3.0,6.0,tt7542378
life pieces,3,Thurs,2017-12-14,7,1.11,6.648,tt4384086,3.0,7.0,tt7565796
life pieces,3,Thurs,2017-12-21,8,1.07,6.715,tt4384086,3.0,8.0,tt7690096
life pieces,3,Thurs,2018-01-04,9,1.33,7.427,tt4384086,3.0,9.0,tt7728210
life pieces,3,Thurs,2018-01-11,10,1.23,7.184,tt4384086,3.0,10.0,tt7779168
life pieces,3,Thurs,2018-01-18,11,1.2,6.785,tt4384086,3.0,11.0,tt7728364
life pieces,3,Thurs,2018-02-01,12,1.23,7.109,tt4384086,3.0,12.0,tt7936762
life pieces,3,Thurs,2018-03-01,13,1.11,6.494,tt4384086,3.0,13.0,tt7958348
life pieces,3,Thurs,2018-03-08,14,1.19,6.716,tt4384086,3.0,14.0,tt7886518
life pieces,3,Thurs,2018-03-29,15,0.99,6.125,tt4384086,3.0,15.0,tt8183280
life pieces,3,Thurs,2018-04-05,16,0.93,6.094,tt4384086,3.0,16.0,tt8183274
life pieces,3,Thurs,2018-04-12,17,1.11,6.477,tt4384086,3.0,17.0,tt8215460
life pieces,3,Thurs,2018-04-19,18,1.0,6.292,tt4384086,3.0,18.0,tt8269288
life pieces,3,Thurs,2018-04-26,19,1.0,6.222,tt4384086,3.0,19.0,tt8269302
life pieces,3,Thurs,2018-05-03,20,1.0,6.245,tt4384086,3.0,20.0,tt8269306
life pieces,3,Thurs,2018-05-17,21,1.0,5.561,tt4384086,3.0,21.0,tt8231522
life pieces,3,Thurs,2018-05-17,22,0.9,4.949,tt4384086,3.0,22.0,tt8269366
the simpsons,32,Sun,2020-09-27,1,1.7,4.438,tt0096697,32.0,1.0,tt9761050
the simpsons,32,Sun,2020-10-04,2,0.5,1.511,tt0096697,32.0,2.0,tt13056344
the simpsons,32,Sun,2020-10-11,3,0.5,1.363,tt0096697,32.0,3.0,tt13056352
the simpsons,32,Sun,2020-11-01,4,1.7,4.928,tt0096697,32.0,4.0,tt13056368
the simpsons,32,Sun,2020-11-08,5,0.7,1.737,tt0096697,32.0,5.0,tt13056376
the simpsons,32,Sun,2020-11-15,6,1.29,3.501,tt0096697,32.0,6.0,tt13326652
the simpsons,32,Sun,2020-11-22,7,1.5,4.405,tt0096697,32.0,7.0,tt13326676
the simpsons,32,Sun,2020-11-29,8,0.6,1.628,tt0096697,32.0,8.0,tt13056380
the simpsons,32,Sun,2020-12-06,9,0.6,1.657,tt0096697,32.0,9.0,tt13394870
the simpsons,32,Sun,2020-12-13,10,1.3,3.924,tt0096697,32.0,10.0,tt13394880
the simpsons,32,Sun,2021-01-03,11,0.58,1.888,tt0096697,32.0,11.0,tt13522384
the simpsons,32,Sun,2021-02-21,12,0.49,1.426,tt0096697,32.0,12.0,tt13622638
the simpsons,32,Sun,2021-02-28,13,0.39,1.24,tt0096697,32.0,13.0,tt13653422
the simpsons,32,Sun,2021-03-07,14,0.45,1.375,tt0096697,32.0,14.0,tt13671518
the simpsons,32,Sun,2021-03-14,15,0.47,1.434,tt0096697,32.0,15.0,tt13671526
the simpsons,32,Sun,2021-03-21,16,0.41,1.278,tt0096697,32.0,16.0,tt13800512
the simpsons,32,Sun,2021-03-28,17,0.41,1.217,tt0096697,32.0,17.0,tt13977674
the simpsons,32,Sun,2021-04-11,18,0.44,1.241,tt0096697,32.0,18.0,tt13977692
the simpsons,32,Sun,2021-04-18,19,0.41,1.311,tt0096697,32.0,19.0,tt13977716
the simpsons,32,Sun,2021-05-09,20,0.34,1.114,tt0096697,32.0,20.0,tt14056918
the simpsons,32,Sun,2021-05-16,21,0.38,1.057,tt0096697,32.0,21.0,tt14056916
the simpsons,32,Sun,2021-05-23,22,0.35,1.02,tt0096697,32.0,22.0,tt14016204
the bachelor,26,Mon,2022-01-03,1,0.84,3.54,tt0313038,26.0,1.0,tt15514922
the bachelor,26,Mon,2022-01-10,2,0.73,3.187,tt0313038,26.0,2.0,tt16432994
the bachelor,26,Mon,2022-01-24,3,0.77,3.607,tt0313038,26.0,3.0,tt16433000
the bachelor,26,Mon,2022-01-31,4,0.78,3.537,tt0313038,26.0,4.0,tt17363904
the bachelor,26,Mon,2022-02-07,5,0.66,3.143,tt0313038,26.0,5.0,tt17364556
the bachelor,26,Mon,2022-02-14,6,0.65,3.253,tt0313038,26.0,6.0,tt17364564
the bachelor,26,Mon,2022-02-21,7,0.67,3.489,tt0313038,26.0,7.0,tt17364596
the bachelor,26,Mon,2022-02-28,8,0.77,3.714,tt0313038,26.0,8.0,tt18250888
the bachelor,26,Mon,2022-03-07,9,0.86,3.634,tt0313038,26.0,9.0,tt18296594
the bachelor,26,Tues,2022-03-08,10,0.76,3.504,tt0313038,26.0,10.0,tt18296598
the bachelor,26,Mon,2022-03-14,11,1.11,4.574,tt0313038,26.0,11.0,tt18296602
the bachelor,26,Tues,2022-03-15,12,1.09,4.73,tt0313038,26.0,12.0,tt18546778
florida girls,1,Weds,2019-07-10,1,0.04,0.079,tt8548870,1.0,1.0,tt9055568
florida girls,1,Weds,2019-07-10,2,0.04,0.071,tt8548870,1.0,2.0,tt9347406
florida girls,1,Weds,2019-07-17,3,0.02,0.046,tt8548870,1.0,3.0,tt9347408
florida girls,1,Weds,2019-07-17,4,0.02,0.045,tt8548870,1.0,4.0,tt9347414
florida girls,1,Weds,2019-07-24,5,0.01,0.064,tt8548870,1.0,5.0,tt9347416
florida girls,1,Weds,2019-07-24,6,0.01,0.052,tt8548870,1.0,6.0,tt9351160
florida girls,1,Weds,2019-07-31,7,0.04,0.092,tt8548870,1.0,7.0,tt9347428
florida girls,1,Weds,2019-07-31,8,0.04,0.088,tt8548870,1.0,8.0,tt9347434
florida girls,1,Weds,2019-08-07,9,0.02,0.083,tt8548870,1.0,9.0,tt9347438
florida girls,1,Weds,2019-08-07,10,0.02,0.071,tt8548870,1.0,10.0,tt9347440
transplant,1,Tues,2020-09-01,1,0.43,3.958,tt10936342,1.0,1.0,tt11177612
transplant,1,Tues,2020-09-08,2,0.4,3.695,tt10936342,1.0,2.0,tt11177616
transplant,1,Tues,2020-09-15,3,0.5,3.63,tt10936342,1.0,3.0,tt11084584
transplant,1,Tues,2020-09-22,4,0.5,3.816,tt10936342,1.0,4.0,tt11655272
transplant,1,Tues,2020-10-06,5,0.4,3.259,tt10936342,1.0,5.0,tt11655462
transplant,1,Tues,2020-10-13,6,0.3,2.869,tt10936342,1.0,6.0,tt11655516
transplant,1,Tues,2020-10-20,7,0.6,4.341,tt10936342,1.0,7.0,tt11655522
transplant,1,Tues,2020-11-10,8,0.5,3.941,tt10936342,1.0,8.0,tt11300360
transplant,1,Tues,2020-11-17,9,0.42,3.432,tt10936342,1.0,9.0,tt11655530
transplant,1,Tues,2020-11-24,10,0.4,2.982,tt10936342,1.0,10.0,tt11655536
transplant,1,Tues,2020-12-01,11,0.45,3.1,tt10936342,1.0,11.0,tt11608390
transplant,1,Tues,2020-12-08,12,0.4,3.504,tt10936342,1.0,12.0,tt11655540
transplant,1,Tues,2020-12-08,13,0.36,2.999,tt10936342,1.0,13.0,tt11655544
the great north,1,Sun,2021-01-03,1,0.69,2.339,tt9140632,1.0,1.0,tt11474222
the great north,1,Sun,2021-01-17,2,2.13,6.101,tt9140632,1.0,2.0,tt13392382
the great north,1,Sun,2021-02-21,3,0.43,1.16,tt9140632,1.0,3.0,tt13392536
the great north,1,Sun,2021-02-28,4,0.32,0.971,tt9140632,1.0,4.0,tt13387888
the great north,1,Sun,2021-03-07,5,0.39,1.045,tt9140632,1.0,5.0,tt13695250
the great north,1,Sun,2021-03-14,6,0.41,1.124,tt9140632,1.0,6.0,tt13695268
the great north,1,Sun,2021-03-21,7,0.35,0.922,tt9140632,1.0,7.0,tt13695276
the great north,1,Sun,2021-04-11,8,0.37,1.027,tt9140632,1.0,8.0,tt13695278
the great north,1,Sun,2021-04-18,9,0.32,0.938,tt9140632,1.0,9.0,tt13695284
the great north,1,Sun,2021-05-09,10,0.3,0.835,tt9140632,1.0,10.0,tt13695292
the great north,1,Sun,2021-05-16,11,0.3,0.812,tt9140632,1.0,11.0,tt13695304
legends of the hidden temple,1,Sun,2021-10-10,1,0.07,0.251,tt0310482,1.0,1.0,tt0987188
legends of the hidden temple,1,Sun,2021-10-17,2,0.05,0.236,tt0310482,1.0,2.0,tt0987299
legends of the hidden temple,1,Sun,2021-10-24,3,0.08,0.29,tt0310482,1.0,3.0,tt0987182
legends of the hidden temple,1,Sun,2021-10-31,4,0.05,0.193,tt0310482,1.0,4.0,tt0987185
legends of the hidden temple,1,Sun,2021-11-07,5,0.06,0.242,tt0310482,1.0,5.0,tt0987215
legends of the hidden temple,1,Sun,2021-11-14,6,0.06,0.234,tt0310482,1.0,6.0,tt0987186
legends of the hidden temple,1,Sun,2021-11-21,7,0.04,0.202,tt0310482,1.0,7.0,tt0987225
legends of the hidden temple,1,Sun,2021-12-05,8,0.06,0.202,tt0310482,1.0,8.0,tt0987233
legends of the hidden temple,1,Sun,2021-12-12,9,0.06,0.18,tt0310482,1.0,9.0,tt0987267
legends of the hidden temple,1,Sun,2021-12-19,10,0.05,0.234,tt0310482,1.0,10.0,tt0987285
legends of the hidden temple,1,Sun,2022-01-09,11,0.04,0.18,tt0310482,1.0,11.0,tt0987292
legends of the hidden temple,1,Sun,2022-01-16,12,0.07,0.224,tt0310482,1.0,12.0,tt0987184
legends of the hidden temple,1,Sun,2022-01-23,13,0.05,0.214,tt0310482,1.0,13.0,tt0987241
the flash,7,Tues,2021-03-02,1,0.3,0.998,tt3107288,7.0,1.0,tt11859040
the flash,7,Tues,2021-03-09,2,0.29,0.989,tt3107288,7.0,2.0,tt13574156
the flash,7,Tues,2021-03-16,3,0.22,0.982,tt3107288,7.0,3.0,tt13574164
the flash,7,Tues,2021-03-23,4,0.23,0.979,tt3107288,7.0,4.0,tt13574170
the flash,7,Tues,2021-03-30,5,0.21,0.909,tt3107288,7.0,5.0,tt13574178
the flash,7,Tues,2021-04-06,6,0.26,0.965,tt3107288,7.0,6.0,tt14270746
the flash,7,Tues,2021-04-13,7,0.28,0.886,tt3107288,7.0,7.0,tt14270750
the flash,7,Tues,2021-05-04,8,0.21,0.736,tt3107288,7.0,8.0,tt14270760
the flash,7,Tues,2021-05-11,9,0.22,0.742,tt3107288,7.0,9.0,tt14270764
the flash,7,Tues,2021-05-18,10,0.17,0.671,tt3107288,7.0,10.0,tt14270768
the flash,7,Tues,2021-05-25,11,0.14,0.641,tt3107288,7.0,11.0,tt14270780
the flash,7,Tues,2021-06-08,12,0.2,0.741,tt3107288,7.0,12.0,tt14270786
the flash,7,Tues,2021-06-15,13,0.17,0.759,tt3107288,7.0,13.0,tt14270788
the flash,7,Tues,2021-06-22,14,0.19,0.787,tt3107288,7.0,14.0,tt14270790
the flash,7,Tues,2021-06-29,15,0.18,0.769,tt3107288,7.0,15.0,tt14270794
the flash,7,Tues,2021-07-06,16,0.17,0.766,tt3107288,7.0,16.0,tt14270798
the flash,7,Tues,2021-07-13,17,0.17,0.745,tt3107288,7.0,17.0,tt14270804
the flash,7,Tues,2021-07-20,18,0.16,0.702,tt3107288,7.0,18.0,tt14257844
spartan ultimate team challenge,2,Mon,2017-06-12,1,0.9,3.454,,,,
spartan ultimate team challenge,2,Mon,2017-06-19,2,1.2,4.471,,,,
spartan ultimate team challenge,2,Mon,2017-06-26,3,1.0,3.671,,,,
spartan ultimate team challenge,2,Mon,2017-07-03,4,0.8,3.453,,,,
spartan ultimate team challenge,2,Mon,2017-07-10,5,1.0,3.903,,,,
spartan ultimate team challenge,2,Mon,2017-07-17,6,1.0,3.752,,,,
spartan ultimate team challenge,2,Sun,2017-07-23,7,0.5,2.189,,,,
spartan ultimate team challenge,2,Sun,2017-07-23,8,0.5,2.189,,,,
fargo,4,Sun,2020-09-27,1,0.21,1.224,tt2802850,4.0,1.0,tt8052820
fargo,4,Sun,2020-09-27,2,0.13,0.788,tt2802850,4.0,2.0,tt9724086
fargo,4,Sun,2020-10-04,3,0.12,0.719,tt2802850,4.0,3.0,tt9724094
fargo,4,Sun,2020-10-11,4,0.13,0.764,tt2802850,4.0,4.0,tt9724096
fargo,4,Sun,2020-10-18,5,0.19,0.738,tt2802850,4.0,5.0,tt9724098
fargo,4,Sun,2020-10-25,6,0.12,0.703,tt2802850,4.0,6.0,tt9724100
fargo,4,Sun,2020-11-01,7,0.14,0.649,tt2802850,4.0,7.0,tt9724104
fargo,4,Sun,2020-11-08,8,0.15,0.701,tt2802850,4.0,8.0,tt9724106
fargo,4,Sun,2020-11-15,9,0.13,0.824,tt2802850,4.0,9.0,tt9724108
fargo,4,Sun,2020-11-22,10,0.18,0.805,tt2802850,4.0,10.0,tt9724110
fargo,4,Sun,2020-11-29,11,0.17,0.851,tt2802850,4.0,11.0,tt12863336
vida,2,Sun,2019-05-26,1,0.03,0.135,tt7725422,2.0,1.0,tt7725472
vida,2,Sun,2019-05-26,2,0.01,0.107,tt7725422,2.0,2.0,tt8772436
vida,2,Sun,2019-06-02,3,0.03,0.14,tt7725422,2.0,3.0,tt8772438
vida,2,Sun,2019-06-02,4,0.02,0.128,tt7725422,2.0,4.0,tt8772460
vida,2,Sun,2019-06-09,5,0.02,0.112,tt7725422,2.0,5.0,tt8772464
vida,2,Sun,2019-06-09,6,0.02,0.108,tt7725422,2.0,6.0,tt8772462
vida,2,Sun,2019-06-16,7,0.03,0.103,tt7725422,2.0,7.0,tt8772468
vida,2,Sun,2019-06-16,8,0.04,0.132,tt7725422,2.0,8.0,tt8772470
vida,2,Sun,2019-06-23,9,0.03,0.112,tt7725422,2.0,9.0,tt8772472
vida,2,Sun,2019-06-23,10,0.02,0.121,tt7725422,2.0,10.0,tt8765606
batwoman,3,Weds,2021-10-13,1,0.08,0.469,tt8712204,3.0,1.0,tt13977162
batwoman,3,Weds,2021-10-20,2,0.08,0.487,tt8712204,3.0,2.0,tt13977566
batwoman,3,Weds,2021-10-27,3,0.07,0.417,tt8712204,3.0,3.0,tt15497098
batwoman,3,Weds,2021-11-03,4,0.09,0.524,tt8712204,3.0,4.0,tt15497100
batwoman,3,Weds,2021-11-10,5,0.08,0.372,tt8712204,3.0,5.0,tt15497104
batwoman,3,Weds,2021-11-17,6,0.08,0.409,tt8712204,3.0,6.0,tt15847780
batwoman,3,Weds,2021-11-25,7,0.09,0.464,tt8712204,3.0,7.0,tt15907342
batwoman,3,Weds,2022-01-12,8,0.08,0.523,tt8712204,3.0,8.0,tt16247022
batwoman,3,Weds,2022-01-19,9,0.07,0.443,tt8712204,3.0,9.0,tt16751568
batwoman,3,Weds,2022-01-26,10,0.1,0.477,tt8712204,3.0,10.0,tt16971290
batwoman,3,Weds,2022-02-02,11,0.12,0.542,tt8712204,3.0,11.0,tt17043516
batwoman,3,Weds,2022-02-23,12,0.11,0.408,tt8712204,3.0,12.0,tt17677658
batwoman,3,Weds,2022-03-02,13,0.07,0.415,tt8712204,3.0,13.0,tt18246884
hypnotize me,1,Weds,2019-08-07,1,0.13,0.556,,,,
hypnotize me,1,Weds,2019-08-14,2,0.11,0.498,,,,
hypnotize me,1,Weds,2019-08-21,3,0.15,0.712,,,,
hypnotize me,1,Weds,2019-08-28,4,0.1,0.505,,,,
hypnotize me,1,Weds,2019-09-04,5,0.14,0.557,,,,
hypnotize me,1,Weds,2019-09-11,6,0.15,0.577,,,,
hypnotize me,1,Weds,2019-09-18,7,0.11,0.415,,,,
hypnotize me,1,Weds,2019-09-25,8,0.1,0.421,,,,
the chosen,1,Sun,2023-07-16,1,0.06,0.459,tt9471404,1.0,1.0,tt9791528
the chosen,1,Sun,2023-07-23,2,0.05,0.454,tt9471404,1.0,2.0,tt9791576
the chosen,1,Sun,2023-07-30,3,0.04,0.446,tt9471404,1.0,3.0,tt9791582
the chosen,1,Sun,2023-08-06,4,0.04,0.418,tt9471404,1.0,4.0,tt9791586
the chosen,1,Sun,2023-08-13,5,0.04,0.413,tt9471404,1.0,5.0,tt11401082
the chosen,1,Sun,2023-08-20,6,0.06,0.463,tt9471404,1.0,6.0,tt11401120
the chosen,1,Sun,2023-08-27,7,0.07,0.421,tt9471404,1.0,7.0,tt11401152
the chosen,1,Sun,2023-09-03,8,0.02,0.425,tt9471404,1.0,8.0,tt11421010
walker,3,Thurs,2022-10-06,1,0.08,0.76,tt11006642,3.0,1.0,tt18967152
walker,3,Thurs,2022-10-13,2,0.07,0.673,tt11006642,3.0,2.0,tt21878904
walker,3,Thurs,2022-10-20,3,0.08,0.694,tt11006642,3.0,3.0,tt21879014
walker,3,Thurs,2022-10-27,4,0.07,0.801,tt11006642,3.0,4.0,tt22060664
walker,3,Thurs,2022-11-03,5,0.1,0.744,tt11006642,3.0,5.0,tt22796622
walker,3,Thurs,2022-11-10,6,0.08,0.769,tt11006642,3.0,6.0,tt23057064
walker,3,Thurs,2022-11-17,7,0.12,0.796,tt11006642,3.0,7.0,tt22869064
walker,3,Thurs,2023-01-12,8,0.13,0.739,tt11006642,3.0,8.0,tt23740996
walker,3,Thurs,2023-01-19,9,0.1,0.763,tt11006642,3.0,9.0,tt25785456
walker,3,Thurs,2023-01-26,10,0.1,0.757,tt11006642,3.0,10.0,tt26232304
walker,3,Thurs,2023-02-16,11,0.09,0.817,tt11006642,3.0,11.0,tt26492556
walker,3,Thurs,2023-02-23,12,0.08,0.673,tt11006642,3.0,12.0,tt26625507
walker,3,Thurs,2023-03-02,13,0.06,0.619,tt11006642,3.0,13.0,tt24518098
walker,3,Thurs,2023-03-23,14,0.09,0.672,tt11006642,3.0,14.0,tt26997830
walker,3,Thurs,2023-03-30,15,0.09,0.596,tt11006642,3.0,15.0,tt27089186
walker,3,Thurs,2023-04-27,16,0.07,0.542,tt11006642,3.0,16.0,tt27390886
walker,3,Thurs,2023-05-04,17,0.08,0.505,tt11006642,3.0,17.0,tt27531647
walker,3,Thurs,2023-05-11,18,0.07,0.5,tt11006642,3.0,18.0,tt26861894
songland,2,Mon,2020-04-13,1,0.84,4.543,tt9165752,2.0,1.0,tt12043402
songland,2,Mon,2020-04-20,2,0.84,4.138,tt9165752,2.0,2.0,tt12181750
songland,2,Mon,2020-04-27,3,0.59,3.303,tt9165752,2.0,3.0,tt12181754
songland,2,Mon,2020-05-04,4,0.62,3.65,tt9165752,2.0,4.0,tt12192034
songland,2,Mon,2020-05-11,5,0.64,3.493,tt9165752,2.0,5.0,tt12227384
songland,2,Mon,2020-05-18,6,0.65,3.819,tt9165752,2.0,6.0,tt12268566
songland,2,Mon,2020-05-25,7,0.47,2.276,tt9165752,2.0,7.0,tt12343960
songland,2,Mon,2020-06-01,8,0.54,2.671,tt9165752,2.0,8.0,tt12343962
songland,2,Mon,2020-06-08,9,0.47,2.344,tt9165752,2.0,9.0,tt12343964
songland,2,Mon,2020-06-15,10,0.5,2.421,tt9165752,2.0,10.0,tt12343968
will,1,Mon,2017-07-10,1,0.16,0.633,tt17543592,1.0,1.0,tt19037604
will,1,Mon,2017-07-10,2,0.09,0.477,tt17543592,1.0,2.0,tt23139496
will,1,Mon,2017-07-17,3,0.16,0.471,tt17543592,1.0,3.0,tt23391980
will,1,Mon,2017-07-24,4,0.1,0.368,tt17543592,1.0,4.0,tt23739134
will,1,Mon,2017-07-31,5,0.1,0.3,tt17543592,1.0,5.0,tt23258538
will,1,Mon,2017-08-07,6,0.13,0.364,tt17543592,1.0,6.0,tt23739146
will,1,Mon,2017-08-14,7,0.08,0.305,tt17543592,1.0,7.0,tt23989018
will,1,Mon,2017-08-21,8,0.08,0.291,tt17543592,1.0,8.0,tt26690705
will,1,Mon,2017-08-28,9,0.1,0.315,tt17543592,1.0,9.0,tt26694394
will,1,Mon,2017-09-04,10,0.09,0.307,tt17543592,1.0,10.0,tt26741529
billions,5,Sun,2020-05-03,1,0.14,0.61,tt4270492,5.0,1.0,tt10569630
billions,5,Sun,2020-05-10,2,0.12,0.633,tt4270492,5.0,2.0,tt11191406
billions,5,Sun,2020-05-17,3,0.09,0.568,tt4270492,5.0,3.0,tt11191410
billions,5,Sun,2020-05-24,4,0.09,0.625,tt4270492,5.0,4.0,tt11191416
billions,5,Sun,2020-05-31,5,0.08,0.519,tt4270492,5.0,5.0,tt11229598
billions,5,Sun,2020-06-07,6,0.11,0.647,tt4270492,5.0,6.0,tt11519846
billions,5,Sun,2020-06-14,7,0.12,0.66,tt4270492,5.0,7.0,tt11519848
billions,5,Sun,2021-09-05,8,0.02,0.192,tt4270492,5.0,8.0,tt11519850
billions,5,Sun,2021-09-12,9,0.04,0.392,tt4270492,5.0,9.0,tt11519852
billions,5,Sun,2021-09-19,10,0.03,0.318,tt4270492,5.0,10.0,tt11519858
billions,5,Sun,2021-09-26,11,0.06,0.331,tt4270492,5.0,11.0,tt11519860
billions,5,Sun,2021-10-03,12,0.05,0.394,tt4270492,5.0,12.0,tt11514788
shooter,3,Thurs,2018-06-21,1,0.27,0.924,tt4181172,3.0,1.0,tt7846292
shooter,3,Thurs,2018-06-28,2,0.19,0.718,tt4181172,3.0,2.0,tt7991598
shooter,3,Thurs,2018-07-05,3,0.17,0.715,tt4181172,3.0,3.0,tt7974464
shooter,3,Thurs,2018-07-12,4,0.21,0.766,tt4181172,3.0,4.0,tt8174654
shooter,3,Thurs,2018-07-19,5,0.19,0.694,tt4181172,3.0,5.0,tt8080618
shooter,3,Thurs,2018-07-26,6,0.15,0.673,tt4181172,3.0,6.0,tt8161902
shooter,3,Thurs,2018-08-02,7,0.17,0.699,tt4181172,3.0,7.0,tt8174658
shooter,3,Thurs,2018-08-09,8,0.18,0.712,tt4181172,3.0,8.0,tt8174662
shooter,3,Thurs,2018-08-16,9,0.22,0.788,tt4181172,3.0,9.0,tt8174664
shooter,3,Thurs,2018-08-23,10,0.17,0.7,tt4181172,3.0,10.0,tt8174668
shooter,3,Thurs,2018-08-30,11,0.18,0.729,tt4181172,3.0,11.0,tt8174670
shooter,3,Thurs,2018-09-06,12,0.13,0.593,tt4181172,3.0,12.0,tt8174674
shooter,3,Thurs,2018-09-13,13,0.17,0.785,tt4181172,3.0,13.0,tt7846300
evil,1,Thurs,2019-09-26,1,0.64,4.558,tt9055008,1.0,1.0,tt9066332
evil,1,Thurs,2019-10-03,2,0.58,4.2,tt9055008,1.0,2.0,tt10864010
evil,1,Thurs,2019-10-10,3,0.56,3.671,tt9055008,1.0,3.0,tt10864014
evil,1,Thurs,2019-10-17,4,0.66,3.741,tt9055008,1.0,4.0,tt10936594
evil,1,Thurs,2019-10-24,5,0.54,3.48,tt9055008,1.0,5.0,tt10936598
evil,1,Thurs,2019-11-07,6,0.51,3.496,tt9055008,1.0,6.0,tt10936604
evil,1,Thurs,2019-11-14,7,0.5,3.317,tt9055008,1.0,7.0,tt10936606
evil,1,Thurs,2019-11-21,8,0.53,3.426,tt9055008,1.0,8.0,tt11199666
evil,1,Thurs,2019-12-05,9,0.47,3.342,tt9055008,1.0,9.0,tt11199668
evil,1,Thurs,2019-12-12,10,0.51,3.61,tt9055008,1.0,10.0,tt11199670
evil,1,Thurs,2020-01-09,11,0.42,3.097,tt9055008,1.0,11.0,tt11199672
evil,1,Thurs,2020-01-16,12,0.44,3.286,tt9055008,1.0,12.0,tt11199678
evil,1,Thurs,2020-01-30,13,0.46,3.118,tt9055008,1.0,13.0,tt11199680
strike back,7,Fri,2019-01-25,1,0.03,0.113,tt1492179,7.0,1.0,tt9170988
strike back,7,Fri,2019-02-01,2,0.02,0.113,tt1492179,7.0,2.0,tt9257552
strike back,7,Fri,2019-02-08,3,0.01,0.06,tt1492179,7.0,3.0,tt9257556
strike back,7,Fri,2019-02-15,4,0.02,0.114,tt1492179,7.0,4.0,tt9257554
strike back,7,Fri,2019-02-22,5,0.03,0.09,tt1492179,7.0,5.0,tt9257558
strike back,7,Fri,2019-03-01,6,0.02,0.096,tt1492179,7.0,6.0,tt9257560
strike back,7,Fri,2019-03-08,7,0.03,0.121,tt1492179,7.0,7.0,tt9257562
strike back,7,Fri,2019-03-15,8,0.03,0.127,tt1492179,7.0,8.0,tt9257564
strike back,7,Fri,2019-03-22,9,0.01,0.1,tt1492179,7.0,9.0,tt9257568
strike back,7,Fri,2019-03-29,10,0.03,0.133,tt1492179,7.0,10.0,tt9257566
name that tune,1,Weds,2021-01-06,1,0.72,3.058,tt13491734,1.0,1.0,tt13491736
name that tune,1,Weds,2021-01-13,2,0.7,3.011,tt13491734,1.0,2.0,tt13504244
name that tune,1,Weds,2021-01-20,3,0.63,2.71,tt13491734,1.0,3.0,tt13504246
name that tune,1,Weds,2021-01-27,4,0.59,2.665,tt13491734,1.0,4.0,tt13504252
name that tune,1,Weds,2021-02-03,5,0.48,2.344,tt13491734,1.0,5.0,tt14180422
name that tune,1,Weds,2021-02-10,6,0.52,2.428,tt13491734,,,
name that tune,1,Weds,2021-02-24,7,0.54,2.522,tt13491734,,,
name that tune,1,Weds,2021-02-24,8,0.6,2.671,tt13491734,,,
name that tune,1,Weds,2021-03-03,9,0.56,2.552,tt13491734,,,
