IMDB Series ID,IMDB Episode ID,Argentina,Australia,Brazil,Finland,France,Germany,Ireland,Netherlands,New Zealand,Philippines,Singapore,United Kingdom,United States,Sex - None Votes,Sex - Mild Votes,Sex - Moderate Votes,Sex - Severe Votes,Violence - None Votes,Violence - Mild Votes,Violence - Moderate Votes,Violence - Severe Votes,Profanity - None Votes,Profanity - Mild Votes,Profanity - Moderate Votes,Profanity - Severe Votes,Drugs - None Votes,Drugs - Mild Votes,Drugs - Moderate Votes,Drugs - Severe Votes,Intense - None Votes,Intense - Mild Votes,Intense - Moderate Votes,Intense - Severe Votes,Sex - Report Count,Violence - Report Count,Profanity - Report Count,Drugs - Report Count,Intense - Report Count
tt6111130,tt27098571,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TV-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
tt1844624,tt10333042,N/A,N/A,N/A,N/A,16,18,N/A,16,N/A,R-16,N/A,N/A,TV-MA,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
tt4016454,tt4955278,N/A,N/A,12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TV-14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
tt3314218,tt5776106,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TV-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
tt0437741,tt1476745,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TV-14,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,-1,-1,-1,-1,-1
tt1280822,tt1868445,N/A,N/A,N/A,S,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TV-PG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
tt1704637,tt24577594,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
tt0165581,tt0620128,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TV-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
tt21822256,tt30393995,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TV-MA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
tt0319931,tt31260784,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TV-PG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
tt1610527,tt6265898,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TV-MA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
tt1587934,tt28882927,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
tt3038248,tt6813740,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TV-PG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
tt1796960,tt8355884,N/A,N/A,N/A,N/A,N/A,16,N/A,12,N/A,R-16,R21,15,TV-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
tt3781836,tt17007958,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TV-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
tt0123338,tt22868142,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
tt2191671,tt3596108,N/A,N/A,N/A,K-12/9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TV-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
tt0121955,tt5113840,N/A,N/A,16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15,TV-14,1,1,2,1,0,2,2,0,0,1,0,3,0,3,1,0,1,1,3,0,0,1,2,-1,0
tt8740976,tt11210280,N/A,N/A,N/A,N/A,N/A,16,N/A,N/A,N/A,N/A,N/A,N/A,TV-MA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
tt4052886,tt4952854,N/A,MA15+,N/A,N/A,N/A,N/A,N/A,12,N/A,N/A,N/A,15,TV-14,2,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-1,0,-1,-1,-1
tt3281796,tt5022436,N/A,MA15+,N/A,N/A,N/A,N/A,N/A,16,N/A,N/A,N/A,15,TV-MA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
tt1486217,tt1833264,N/A,N/A,18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15,TV-MA,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,2,0,2,0,0,2,0,0,2,-1
tt1578873,tt2301584,N/A,M,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TV-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
tt4396630,tt8651326,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12,N/A,N/A,N/A,N/A,TV-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
tt4934214,tt7437604,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15,TV-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
tt10758074,tt15208414,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TV-MA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
tt5071412,tt5770168,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16,N/A,N/A,N/A,15,TV-MA,2,10,19,14,1,1,10,13,1,0,6,11,2,6,1,3,0,2,3,11,2,1,1,-1,-1
tt0094582,tt0750291,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TV-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
tt0758790,tt0997132,N/A,N/A,N/A,N/A,N/A,N/A,15,12,N/A,R-13,N/A,15,TV-MA,0,1,2,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2,-1,-1,-1,-1
tt2306299,tt2397391,13,N/A,N/A,N/A,N/A,N/A,N/A,16,N/A,N/A,N/A,N/A,TV-14,8,17,11,4,1,0,3,6,2,2,1,0,1,4,2,0,0,2,6,0,1,1,-1,-1,0
tt6226232,tt9547988,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TV-PG,1,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,-1,0,0
tt0239195,tt4675446,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TV-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
tt2193021,tt2702698,N/A,M,14,N/A,N/A,N/A,N/A,12,N/A,N/A,M18,15,TV-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
tt0069608,tt5089040,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TV-PG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
tt4452630,tt7039152,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TV-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
tt1586680,tt10547592,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,R-16,N/A,15,TV-MA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
tt1486217,tt2665242,N/A,N/A,18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TV-MA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
tt1826940,tt3680374,N/A,M,12,S,N/A,12,N/A,N/A,N/A,N/A,N/A,15,TV-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
tt6741278,tt15057062,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TV-MA,1,1,6,0,0,0,1,4,0,1,3,0,2,1,0,0,0,0,1,2,1,2,0,0,0
tt9260992,tt11598482,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
tt0460681,tt1995113,N/A,N/A,14,N/A,N/A,16,N/A,N/A,N/A,SPG,N/A,N/A,TV-MA,8,1,0,7,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,-1,-1,-1,-1
tt0206512,tt7103982,N/A,N/A,N/A,N/A,N/A,6,N/A,N/A,N/A,N/A,N/A,N/A,TV-Y7,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,-1,-1,-1,-1,-1
tt6226232,tt17586226,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TV-PG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
tt6111130,tt14510134,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TV-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
tt1190689,tt1583912,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12,N/A,N/A,N/A,15,TV-MA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
tt0158552,tt0539398,13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TV-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
tt15438246,tt15477578,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TV-MA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
tt0463398,tt6275740,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TV-PG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
tt2712740,tt4097162,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TV-PG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
tt0475784,tt4625856,16,MA15+,N/A,N/A,16,16,18,16,N/A,R-16,R21,15,TV-MA,1,9,1,2,0,0,2,5,1,1,3,2,1,1,2,0,0,1,2,5,-1,2,-1,-1,-1
tt0123338,tt5075392,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TV-PG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
tt7562112,tt7793116,N/A,N/A,N/A,N/A,N/A,16,N/A,12,N/A,N/A,N/A,N/A,TV-MA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
tt0386676,tt0664527,16,M,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TV-14,4,4,4,0,3,0,0,1,2,2,0,1,3,0,0,1,5,3,1,0,3,-1,1,-1,-1
tt0251497,tt1265241,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TV-PG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
tt4236770,tt10587916,N/A,N/A,16,N/A,N/A,N/A,N/A,N/A,N/A,R-16,N/A,N/A,TV-MA,3,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1
tt8893550,tt21379254,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
tt9077530,tt9111546,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12,N/A,N/A,N/A,PG,TV-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
tt13790652,tt26776743,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
tt1519931,tt2391445,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12,N/A,N/A,N/A,N/A,TV-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
tt0460627,tt5524574,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TV-MA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
tt12306692,tt14729270,N/A,N/A,N/A,N/A,N/A,18,N/A,N/A,N/A,N/A,N/A,N/A,TV-MA,1,4,6,4,0,1,0,8,1,1,5,1,2,5,0,0,0,1,3,5,4,15,0,0,0
tt0364845,tt1206230,N/A,N/A,N/A,N/A,N/A,16,N/A,N/A,N/A,PG-13,N/A,N/A,TV-MA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
tt1442553,tt6387598,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TV-PG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
tt0804503,tt1615662,16,M,N/A,N/A,N/A,12,N/A,12,N/A,N/A,N/A,15,TV-MA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
tt1845307,tt6099570,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TV-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
tt1983079,tt6269478,N/A,M,12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TV-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
tt2861424,tt29371866,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
tt0251497,tt0796664,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TV-PG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
tt15557874,tt30443232,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TV-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
tt1826940,tt1941258,N/A,M,12,N/A,N/A,12,N/A,AL,N/A,N/A,N/A,15,TV-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
tt6045840,tt7567234,N/A,M,N/A,N/A,N/A,N/A,N/A,16,N/A,N/A,N/A,15,TV-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
tt1442437,tt5357386,13,N/A,12,N/A,N/A,6,N/A,6,N/A,N/A,N/A,N/A,TV-14,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,-1,-1,-1,-1,-1
tt3780132,tt8819698,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TV-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
tt1983079,tt5767260,N/A,M,12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TV-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
tt0804503,tt2663614,16,N/A,N/A,N/A,N/A,12,N/A,N/A,N/A,N/A,N/A,15,TV-MA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
tt6470478,tt23727902,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TV-14,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-1,-1,-1,-1,-1
tt3398228,tt8266810,N/A,N/A,N/A,N/A,N/A,16,N/A,N/A,N/A,N/A,N/A,PG,TV-MA,1,5,0,0,6,0,0,0,1,3,1,1,1,4,0,0,0,5,0,0,0,0,0,0,0
tt10313066,tt11210244,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12,N/A,N/A,N/A,N/A,TV-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
tt4428122,tt6394046,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TV-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
tt7942794,tt14299962,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TV-PG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
tt1358522,tt1900784,N/A,N/A,N/A,N/A,N/A,12,N/A,N/A,N/A,N/A,N/A,15,TV-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
tt2568204,tt4778254,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16,N/A,N/A,N/A,15,TV-MA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
tt1983079,tt13334920,N/A,M,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
tt0460627,tt4361160,N/A,N/A,N/A,K-12/9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TV-MA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
tt11646832,tt14741894,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TV-MA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
tt7587890,tt18555878,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12,N/A,N/A,N/A,N/A,TV-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
tt2372162,tt5948520,16,MA15+,18,N/A,N/A,N/A,15,N/A,N/A,N/A,N/A,15,TV-MA,0,0,2,1,1,1,0,0,0,0,0,2,2,0,0,0,0,2,0,0,2,-1,1,-1,-1
tt0108778,tt0583474,Atp,PG,12,N/A,N/A,6,N/A,AL,N/A,N/A,N/A,N/A,TV-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
tt5555260,tt10322342,N/A,N/A,N/A,N/A,N/A,12,N/A,N/A,N/A,N/A,N/A,N/A,TV-14,0,2,0,0,1,1,0,0,1,1,0,0,0,1,2,0,0,2,1,0,1,-1,-1,-1,-1
tt7608248,tt11786452,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TV-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
tt4971144,tt7367074,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12,N/A,N/A,N/A,15,TV-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
tt13649112,tt13802478,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TV-MA,3,1,0,0,1,1,0,1,1,0,0,1,1,1,0,0,1,1,0,0,-1,-1,-1,-1,-1
tt2712740,tt6364882,N/A,M,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
tt0285335,tt29454926,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TV-PG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
tt14016500,tt15462758,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16+,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1
tt6987476,tt10927564,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
tt10234362,tt22408826,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,R-13,M18,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
tt0379632,tt1598657,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TV-PG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
tt2261391,tt8201972,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15,TV-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
tt0251497,tt0803922,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TV-PG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
tt7410352,tt8294656,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TV-MA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
tt6987476,tt13058444,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
tt1094229,tt3517802,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TV-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
tt5536400,tt10004354,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TV-PG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
tt0364845,tt0971870,N/A,M,N/A,N/A,N/A,16,N/A,N/A,N/A,PG-13,N/A,N/A,TV-MA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
tt1837576,tt5808420,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TV-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
tt6483832,tt9108012,N/A,M,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TV-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
tt3843168,tt5053180,N/A,R18+,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15,TV-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
tt2402207,tt6464610,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12,N/A,PG-13,N/A,N/A,TV-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
tt7380366,tt22035642,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TV-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
tt0348894,tt13504194,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TV-PG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
tt1567432,tt1850228,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15,TV-14,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,-1,0,-1,-1,0
tt0898266,tt2392630,13,M,12,S,N/A,N/A,N/A,AL,N/A,N/A,N/A,12,TV-PG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
tt8965666,tt10155512,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TV-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
tt10971022,tt12154486,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
