Title,Season,Episode Date,Viewers (millions),18-49 Demo,IMDb Series ID,Episode,season,episode,IMDb Episode ID
Sweet/Vicious,1,2016-11-15,0.270,0.12,tt5012644,1,1.0,1.0,tt5268456
Sweet/Vicious,1,2016-11-22,0.178,0.08,tt5012644,2,1.0,2.0,tt5751426
Sweet/Vicious,1,2016-11-29,0.139,0.07,tt5012644,3,1.0,3.0,tt5707972
Sweet/Vicious,1,2016-12-06,0.188,0.08,tt5012644,4,1.0,4.0,tt5707978
Sweet/Vicious,1,2016-12-13,0.136,0.06,tt5012644,5,1.0,5.0,tt5751428
Sweet/Vicious,1,2017-01-03,0.166,0.08,tt5012644,6,1.0,6.0,tt5751434
Sweet/Vicious,1,2017-01-10,0.142,0.06,tt5012644,7,1.0,7.0,tt5751436
Sweet/Vicious,1,2017-01-17,0.161,0.07,tt5012644,8,1.0,8.0,tt5751444
Sweet/Vicious,1,2017-01-24,0.239,0.12,tt5012644,9,1.0,9.0,tt5751446
Sweet/Vicious,1,2017-01-24,0.184,0.10,tt5012644,10,1.0,10.0,tt5751442
The A Word,1,2016-07-13,0.100,0.02,tt5311790,1,1.0,1.0,tt5351198
The A Word,1,2016-07-20,0.048,0.02,tt5311790,2,1.0,2.0,tt5351208
The A Word,1,2016-07-27,0.048,0.01,tt5311790,3,1.0,3.0,tt5351210
The A Word,1,2016-08-03,0.042,0.01,tt5311790,4,1.0,4.0,tt5351220
The A Word,1,2016-08-10,0.053,0.02,tt5311790,5,1.0,5.0,tt5351232
The A Word,1,2016-08-17,0.080,0.02,tt5311790,6,1.0,6.0,tt5351244
The A Word,2,2017-11-08,0.040,0.01,tt5311790,1,2.0,1.0,tt5758964
The A Word,2,2017-11-15,0.046,0.01,tt5311790,2,2.0,2.0,tt6969516
The A Word,2,2017-11-22,0.073,0.01,tt5311790,3,2.0,3.0,tt7141004
The A Word,2,2017-11-29,0.049,0.01,tt5311790,4,2.0,4.0,tt6987744
The A Word,2,2017-12-06,0.040,0.01,tt5311790,5,2.0,5.0,tt6987746
The A Word,2,2017-12-13,0.040,0.00,tt5311790,6,2.0,6.0,tt6987748
The A Word,3,2020-11-04,0.055,0.01,tt5311790,1,3.0,1.0,tt9723022
The A Word,3,2020-11-11,0.049,0.02,tt5311790,2,3.0,2.0,tt9723030
The A Word,3,2020-11-18,0.048,0.01,tt5311790,3,3.0,3.0,tt9723032
The A Word,3,2020-11-25,0.079,0.01,tt5311790,4,3.0,4.0,tt9723034
The A Word,3,2020-12-02,0.036,0.00,tt5311790,5,3.0,5.0,tt9723036
The A Word,3,2020-12-09,0.038,0.01,tt5311790,6,3.0,6.0,tt9723038
Chesapeake Shores,1,2016-08-14,1.942,0.31,tt5151816,1,1.0,1.0,tt5975004
Chesapeake Shores,1,2016-08-21,1.855,0.30,tt5151816,2,1.0,2.0,tt5975920
Chesapeake Shores,1,2016-08-28,2.179,0.30,tt5151816,3,1.0,3.0,tt5975950
Chesapeake Shores,1,,2.213,0.31,tt5151816,4,1.0,4.0,tt5984066
Chesapeake Shores,1,,2.228,0.29,tt5151816,5,1.0,5.0,tt6009836
Chesapeake Shores,1,,1.851,0.24,tt5151816,6,1.0,6.0,tt5984384
Chesapeake Shores,1,,1.892,0.24,tt5151816,7,1.0,7.0,tt5984392
Chesapeake Shores,1,2016-10-02,2.188,0.33,tt5151816,8,1.0,8.0,tt5984394
Chesapeake Shores,1,2016-10-09,1.718,0.30,tt5151816,9,1.0,9.0,tt5984408
Chesapeake Shores,2,2017-08-06,1.870,0.24,tt5151816,1,2.0,1.0,tt6866750
Chesapeake Shores,2,2017-08-13,1.609,0.22,tt5151816,2,2.0,2.0,tt6870216
Chesapeake Shores,2,2017-08-20,1.841,0.23,tt5151816,3,2.0,3.0,tt6948546
Chesapeake Shores,2,2017-08-27,1.697,0.22,tt5151816,4,2.0,4.0,tt6959008
Chesapeake Shores,2,,1.846,0.23,tt5151816,5,2.0,5.0,tt6959010
Chesapeake Shores,2,,1.799,0.24,tt5151816,6,2.0,6.0,tt6959012
Chesapeake Shores,2,,1.724,0.27,tt5151816,7,2.0,7.0,tt6959014
Chesapeake Shores,2,,1.856,0.23,tt5151816,8,2.0,8.0,tt6959018
Chesapeake Shores,2,2017-10-01,1.918,0.26,tt5151816,9,2.0,9.0,tt6959022
Chesapeake Shores,2,2017-10-08,1.630,0.20,tt5151816,10,2.0,10.0,tt6959024
Chesapeake Shores,3,2018-08-05,1.669,0.21,tt5151816,1,3.0,1.0,tt7887208
Chesapeake Shores,3,2018-08-12,1.413,0.19,tt5151816,2,3.0,2.0,tt8602296
Chesapeake Shores,3,2018-08-19,1.462,0.23,tt5151816,3,3.0,3.0,tt8524470
Chesapeake Shores,3,2018-08-26,1.625,0.21,tt5151816,4,3.0,4.0,tt8524474
Chesapeake Shores,3,,1.596,0.16,tt5151816,5,3.0,5.0,tt8602326
Chesapeake Shores,3,,1.435,0.19,tt5151816,6,3.0,6.0,tt8602332
Chesapeake Shores,3,,1.487,0.19,tt5151816,7,3.0,7.0,tt8602340
Chesapeake Shores,3,,1.671,0.23,tt5151816,8,3.0,8.0,tt8602348
Chesapeake Shores,3,,1.653,0.23,tt5151816,9,3.0,9.0,tt8602364
Chesapeake Shores,3,2018-10-07,1.662,0.22,tt5151816,10,3.0,10.0,tt8602368
Chesapeake Shores,4,2019-08-25,1.811,0.21,tt5151816,1,4.0,1.0,tt10187832
Chesapeake Shores,4,,1.770,0.17,tt5151816,2,4.0,2.0,tt10187836
Chesapeake Shores,4,,1.678,0.16,tt5151816,3,4.0,3.0,tt10187840
Chesapeake Shores,4,,1.697,0.18,tt5151816,4,4.0,4.0,tt10187846
Chesapeake Shores,4,,1.544,0.16,tt5151816,5,4.0,5.0,tt10187848
Chesapeake Shores,4,,1.692,0.19,tt5151816,6,4.0,6.0,tt10187850
The Real Housewives of OC,1,2006-03-21,0.430,0.2,tt5327970,1,,,
The Real Housewives of OC,1,2006-03-28,0.307,0.2,tt5327970,2,,,
The Real Housewives of OC,1,2006-04-04,0.534,0.3,tt5327970,3,,,
The Real Housewives of OC,1,2006-04-11,0.491,0.3,tt5327970,4,,,
The Real Housewives of OC,1,2006-04-18,0.625,0.4,tt5327970,5,,,
The Real Housewives of OC,1,2006-04-25,0.779,0.5,tt5327970,6,,,
The Real Housewives of OC,1,,0.923,0.6,tt5327970,7,,,
The Real Housewives of OC,1,,0.838,0.5,tt5327970,8,,,
The Real Housewives of OC,2,2007-01-16,1.120,0.6,tt5327970,1,,,
The Real Housewives of OC,2,2007-01-23,1.008,0.6,tt5327970,2,,,
The Real Housewives of OC,2,2007-01-30,0.827,0.5,tt5327970,3,,,
The Real Housewives of OC,2,2007-02-06,0.912,0.6,tt5327970,4,,,
The Real Housewives of OC,2,2007-02-13,1.103,0.7,tt5327970,5,,,
The Real Housewives of OC,2,2007-02-20,1.033,0.6,tt5327970,6,,,
The Real Housewives of OC,2,2007-02-27,1.004,0.6,tt5327970,7,,,
The Real Housewives of OC,2,2007-03-06,1.322,0.8,tt5327970,8,,,
The Real Housewives of OC,2,2007-03-13,1.477,0.9,tt5327970,9,,,
The Real Housewives of OC,2,2007-03-20,1.132,0.7,tt5327970,10,,,
The Real Housewives of OC,3,2007-11-06,1.154,0.7,tt5327970,1,,,
The Real Housewives of OC,3,2007-11-13,0.994,0.6,tt5327970,2,,,
The Real Housewives of OC,3,2007-11-20,0.910,0.6,tt5327970,3,,,
The Real Housewives of OC,3,2007-11-27,0.932,0.6,tt5327970,4,,,
The Real Housewives of OC,3,2007-12-04,1.470,0.9,tt5327970,5,,,
The Real Housewives of OC,3,2007-12-11,1.403,0.7,tt5327970,6,,,
The Real Housewives of OC,3,2007-12-18,1.251,0.7,tt5327970,7,,,
The Real Housewives of OC,3,2008-01-01,1.267,0.7,tt5327970,8,,,
The Real Housewives of OC,3,2008-01-08,1.592,0.9,tt5327970,9,,,
The Real Housewives of OC,3,2008-01-15,1.458,0.8,tt5327970,10,,,
The Real Housewives of OC,3,2008-01-22,2.018,1.1,tt5327970,11,,,
The Real Housewives of OC,3,2008-01-29,1.379,0.7,tt5327970,12,,,
The Real Housewives of OC,4,2008-11-25,1.877,1.0,tt5327970,1,,,
The Real Housewives of OC,4,2008-12-02,1.655,0.9,tt5327970,2,,,
The Real Housewives of OC,4,2008-12-09,1.771,1.0,tt5327970,3,,,
The Real Housewives of OC,4,2008-12-16,1.380,0.8,tt5327970,4,,,
The Real Housewives of OC,4,2008-12-23,1.478,0.8,tt5327970,5,,,
The Real Housewives of OC,4,2008-12-30,1.575,0.8,tt5327970,6,,,
The Real Housewives of OC,4,2009-01-06,1.559,0.8,tt5327970,7,,,
The Real Housewives of OC,4,2009-01-13,1.713,1.0,tt5327970,8,,,
The Real Housewives of OC,4,2009-01-20,1.967,1.1,tt5327970,9,,,
The Real Housewives of OC,4,2009-01-27,2.032,1.2,tt5327970,10,,,
The Real Housewives of OC,4,2009-02-03,1.700,1.0,tt5327970,11,,,
The Real Housewives of OC,4,2009-02-10,1.637,1.0,tt5327970,12,,,
The Real Housewives of OC,4,2009-02-17,1.972,1.1,tt5327970,13,,,
The Real Housewives of OC,4,2009-02-24,2.214,1.2,tt5327970,14,,,
The Real Housewives of OC,4,2009-06-11,1.204,0.6,tt5327970,15,,,
The Real Housewives of OC,5,2009-11-05,2.583,1.5,tt5327970,1,,,
The Real Housewives of OC,5,2009-11-12,1.835,1.0,tt5327970,2,,,
The Real Housewives of OC,5,2009-11-19,2.036,1.2,tt5327970,3,,,
The Real Housewives of OC,5,2009-12-03,1.885,1.0,tt5327970,4,,,
The Real Housewives of OC,5,2009-12-10,1.877,1.0,tt5327970,5,,,
The Real Housewives of OC,5,2009-12-17,1.991,1.1,tt5327970,6,,,
The Real Housewives of OC,5,2010-01-07,2.043,1.1,tt5327970,7,,,
The Real Housewives of OC,5,2010-01-14,1.496,0.9,tt5327970,8,,,
The Real Housewives of OC,5,2010-01-21,1.449,0.8,tt5327970,9,,,
The Real Housewives of OC,5,2010-01-28,2.014,1.1,tt5327970,10,,,
The Real Housewives of OC,5,2010-02-04,2.133,1.3,tt5327970,11,,,
The Real Housewives of OC,5,2010-02-11,2.208,1.2,tt5327970,12,,,
The Real Housewives of OC,5,2010-02-18,1.845,1.0,tt5327970,13,,,
The Real Housewives of OC,5,2010-02-25,2.340,1.3,tt5327970,14,,,
The Real Housewives of OC,5,2010-03-04,2.459,1.4,tt5327970,15,,,
The Real Housewives of OC,5,2010-03-10,1.673,0.9,tt5327970,16,,,
The Real Housewives of OC,5,2010-03-11,2.472,1.3,tt5327970,17,,,
The Real Housewives of OC,6,2011-03-06,2.050,1.1,tt5327970,1,,,
The Real Housewives of OC,6,2011-03-13,2.051,1.1,tt5327970,2,,,
The Real Housewives of OC,6,2011-03-20,1.776,1.0,tt5327970,3,,,
The Real Housewives of OC,6,2011-03-27,1.794,1.0,tt5327970,4,,,
The Real Housewives of OC,6,2011-04-03,1.519,0.8,tt5327970,5,,,
The Real Housewives of OC,6,2011-04-10,1.530,0.9,tt5327970,6,,,
The Real Housewives of OC,6,2011-04-17,1.644,0.9,tt5327970,7,,,
The Real Housewives of OC,6,2011-04-24,1.686,0.9,tt5327970,8,,,
The Real Housewives of OC,6,,2.039,1.1,tt5327970,9,,,
The Real Housewives of OC,6,,1.925,1.1,tt5327970,10,,,
The Real Housewives of OC,6,,1.700,1.0,tt5327970,11,,,
The Real Housewives of OC,6,,2.102,1.2,tt5327970,12,,,
The Real Housewives of OC,6,2011-06-05,2.875,1.4,tt5327970,13,,,
The Real Housewives of OC,6,2011-06-12,2.322,1.2,tt5327970,14,,,
The Real Housewives of OC,6,2011-06-13,2.535,1.3,tt5327970,15,,,
The Real Housewives of OC,6,2011-06-20,1.530,0.8,tt5327970,16,,,
The Real Housewives of OC,7,2012-02-07,2.264,1.1,tt5327970,1,,,
The Real Housewives of OC,7,2012-02-14,1.697,0.8,tt5327970,2,,,
The Real Housewives of OC,7,2012-02-21,2.056,1.0,tt5327970,3,,,
The Real Housewives of OC,7,2012-02-28,1.669,0.9,tt5327970,4,,,
The Real Housewives of OC,7,2012-03-06,1.817,0.9,tt5327970,5,,,
The Real Housewives of OC,7,2012-03-13,2.101,1.0,tt5327970,6,,,
The Real Housewives of OC,7,2012-03-20,2.056,1.1,tt5327970,7,,,
The Real Housewives of OC,7,2012-04-03,1.766,0.9,tt5327970,8,,,
The Real Housewives of OC,7,2012-04-10,1.859,0.9,tt5327970,9,,,
The Real Housewives of OC,7,2012-04-17,1.772,1.0,tt5327970,10,,,
The Real Housewives of OC,7,2012-04-24,1.924,1.0,tt5327970,11,,,
The Real Housewives of OC,7,,2.043,1.0,tt5327970,12,,,
The Real Housewives of OC,7,,1.852,0.9,tt5327970,13,,,
The Real Housewives of OC,7,,1.918,1.0,tt5327970,14,,,
The Real Housewives of OC,7,,1.915,1.0,tt5327970,15,,,
The Real Housewives of OC,7,,2.077,1.1,tt5327970,16,,,
The Real Housewives of OC,7,2012-06-05,1.883,0.9,tt5327970,17,,,
The Real Housewives of OC,7,2012-06-12,1.771,0.9,tt5327970,18,,,
The Real Housewives of OC,7,2012-06-19,1.966,0.9,tt5327970,19,,,
The Real Housewives of OC,7,2012-06-26,2.504,1.3,tt5327970,20,,,
The Real Housewives of OC,7,2012-07-10,2.513,1.2,tt5327970,21,,,
The Real Housewives of OC,7,2012-07-16,1.941,0.8,tt5327970,22,,,
The Real Housewives of OC,7,2012-07-24,1.420,0.7,tt5327970,23,,,
The Real Housewives of OC,8,2013-04-01,1.814,0.8,tt5327970,1,,,
The Real Housewives of OC,8,2013-04-08,1.597,0.8,tt5327970,2,,,
The Real Housewives of OC,8,2013-04-15,1.609,0.8,tt5327970,3,,,
The Real Housewives of OC,8,2013-04-22,1.711,0.8,tt5327970,4,,,
The Real Housewives of OC,8,2013-04-29,1.850,0.9,tt5327970,5,,,
The Real Housewives of OC,8,,1.961,1.0,tt5327970,6,,,
The Real Housewives of OC,8,,1.810,0.9,tt5327970,7,,,
The Real Housewives of OC,8,,1.851,0.9,tt5327970,8,,,
The Real Housewives of OC,8,,1.670,0.8,tt5327970,9,,,
The Real Housewives of OC,8,2013-06-03,1.846,0.9,tt5327970,10,,,
The Real Housewives of OC,8,2013-06-10,1.775,0.8,tt5327970,11,,,
The Real Housewives of OC,8,2013-06-17,1.861,0.9,tt5327970,12,,,
The Real Housewives of OC,8,2013-06-24,1.723,0.7,tt5327970,13,,,
The Real Housewives of OC,8,2013-07-01,1.968,1.0,tt5327970,14,,,
The Real Housewives of OC,8,2013-07-08,2.168,1.0,tt5327970,15,,,
The Real Housewives of OC,8,2013-07-15,1.995,0.9,tt5327970,16,,,
The Real Housewives of OC,8,2013-07-22,2.039,1.0,tt5327970,17,,,
The Real Housewives of OC,8,2013-07-29,2.004,0.9,tt5327970,18,,,
The Real Housewives of OC,8,2013-08-05,2.386,1.2,tt5327970,19,,,
The Real Housewives of OC,8,2013-08-12,2.128,1.0,tt5327970,20,,,
The Real Housewives of OC,8,2013-08-19,2.083,1.0,tt5327970,21,,,
The Real Housewives of OC,8,2013-08-26,2.309,1.0,tt5327970,22,,,
The Real Housewives of OC,8,,1.326,0.5,tt5327970,23,,,
The Real Housewives of OC,9,2014-04-14,1.703,0.83,tt5327970,1,,,
The Real Housewives of OC,9,2014-04-21,1.840,0.83,tt5327970,2,,,
The Real Housewives of OC,9,2014-04-28,1.711,0.79,tt5327970,3,,,
The Real Housewives of OC,9,,1.435,0.59,tt5327970,4,,,
The Real Housewives of OC,9,,1.746,0.79,tt5327970,5,,,
The Real Housewives of OC,9,,1.638,0.69,tt5327970,6,,,
The Real Housewives of OC,9,2014-06-02,1.824,0.75,tt5327970,7,,,
The Real Housewives of OC,9,2014-06-09,1.623,0.74,tt5327970,8,,,
The Real Housewives of OC,9,2014-06-16,1.643,0.72,tt5327970,9,,,
The Real Housewives of OC,9,2014-06-23,1.864,0.80,tt5327970,10,,,
The Real Housewives of OC,9,2014-06-30,1.770,0.78,tt5327970,11,,,
The Real Housewives of OC,9,2014-07-07,1.694,0.83,tt5327970,12,,,
The Real Housewives of OC,9,2014-07-14,1.725,0.81,tt5327970,13,,,
The Real Housewives of OC,9,2014-07-21,1.684,0.70,tt5327970,14,,,
The Real Housewives of OC,9,2014-07-28,1.778,0.86,tt5327970,15,,,
The Real Housewives of OC,9,2014-08-04,1.974,0.95,tt5327970,16,,,
The Real Housewives of OC,9,2014-08-11,2.032,0.93,tt5327970,17,,,
The Real Housewives of OC,9,2014-08-18,2.027,0.87,tt5327970,18,,,
The Real Housewives of OC,9,2014-08-25,1.910,0.88,tt5327970,19,,,
The Real Housewives of OC,9,,2.032,0.90,tt5327970,20,,,
The Real Housewives of OC,9,,1.203,0.58,tt5327970,21,,,
The Real Housewives of OC,10,2015-06-08,1.230,0.73,tt5327970,1,,,
The Real Housewives of OC,10,2015-06-15,1.403,0.64,tt5327970,2,,,
The Real Housewives of OC,10,2015-06-22,1.662,0.71,tt5327970,3,,,
The Real Housewives of OC,10,2015-06-29,1.623,0.69,tt5327970,4,,,
The Real Housewives of OC,10,2015-07-06,1.997,0.90,tt5327970,5,,,
The Real Housewives of OC,10,2015-07-13,1.753,0.76,tt5327970,6,,,
The Real Housewives of OC,10,2015-07-20,1.563,0.66,tt5327970,7,,,
The Real Housewives of OC,10,2015-07-27,1.445,0.62,tt5327970,8,,,
The Real Housewives of OC,10,2015-08-03,1.719,0.74,tt5327970,9,,,
The Real Housewives of OC,10,2015-08-10,1.865,0.82,tt5327970,10,,,
The Real Housewives of OC,10,2015-08-17,2.030,0.87,tt5327970,11,,,
The Real Housewives of OC,10,2015-08-24,1.800,0.77,tt5327970,12,,,
The Real Housewives of OC,10,2015-08-31,1.977,0.94,tt5327970,13,,,
The Real Housewives of OC,10,,1.882,0.78,tt5327970,14,,,
The Real Housewives of OC,10,,1.991,0.83,tt5327970,15,,,
The Real Housewives of OC,10,,1.850,0.79,tt5327970,16,,,
The Real Housewives of OC,10,,1.833,0.81,tt5327970,17,,,
The Real Housewives of OC,10,2015-10-05,1.733,0.75,tt5327970,18,,,
The Real Housewives of OC,10,2015-10-12,2.067,0.87,tt5327970,19,,,
The Real Housewives of OC,10,2015-10-19,2.039,0.85,tt5327970,20,,,
The Real Housewives of OC,10,2015-10-26,2.350,1.11,tt5327970,21,,,
The Real Housewives of OC,10,2015-11-01,1.864,0.74,tt5327970,22,,,
The Real Housewives of OC,10,2015-11-12,1.167,0.52,tt5327970,23,,,
The Real Housewives of OC,10,2015-11-12,1.079,0.44,tt5327970,24,,,
The Real Housewives of OC,11,2016-06-20,1.715,0.66,tt5327970,1,,,
The Real Housewives of OC,11,2016-06-27,1.666,0.57,tt5327970,2,,,
The Real Housewives of OC,11,2016-07-11,1.615,0.58,tt5327970,3,,,
The Real Housewives of OC,11,2016-07-18,1.798,0.67,tt5327970,4,,,
The Real Housewives of OC,11,2016-07-25,1.803,0.65,tt5327970,5,,,
The Real Housewives of OC,11,2016-08-01,1.849,0.69,tt5327970,6,,,
The Real Housewives of OC,11,2016-08-15,1.808,0.67,tt5327970,7,,,
The Real Housewives of OC,11,2016-08-22,1.818,0.67,tt5327970,8,,,
The Real Housewives of OC,11,2016-08-29,1.911,0.74,tt5327970,9,,,
The Real Housewives of OC,11,,2.006,0.80,tt5327970,10,,,
The Real Housewives of OC,11,,1.973,0.72,tt5327970,11,,,
The Real Housewives of OC,11,,1.758,0.67,tt5327970,12,,,
The Real Housewives of OC,11,,1.445,0.56,tt5327970,13,,,
The Real Housewives of OC,11,2016-10-03,1.714,0.66,tt5327970,14,,,
The Real Housewives of OC,11,2016-10-10,1.844,0.70,tt5327970,15,,,
The Real Housewives of OC,11,2016-10-17,1.820,0.70,tt5327970,16,,,
The Real Housewives of OC,11,2016-10-24,1.872,0.74,tt5327970,17,,,
The Real Housewives of OC,11,2016-10-31,1.812,0.70,tt5327970,18,,,
The Real Housewives of OC,11,2016-11-07,1.851,0.76,tt5327970,19,,,
The Real Housewives of OC,11,2016-11-14,1.959,0.81,tt5327970,20,,,
The Real Housewives of OC,11,2016-11-21,1.706,0.65,tt5327970,21,,,
The Real Housewives of OC,12,2017-07-10,1.681,0.60,tt5327970,1,,,
The Real Housewives of OC,12,2017-07-17,1.728,0.63,tt5327970,2,,,
The Real Housewives of OC,12,2017-07-24,1.742,0.58,tt5327970,3,,,
The Real Housewives of OC,12,2017-07-31,1.614,0.57,tt5327970,4,,,
The Real Housewives of OC,12,2017-08-07,1.594,0.57,tt5327970,5,,,
The Real Housewives of OC,12,2017-08-14,1.656,0.61,tt5327970,6,,,
The Real Housewives of OC,12,2017-08-21,1.612,0.54,tt5327970,7,,,
The Real Housewives of OC,12,2017-08-28,1.765,0.64,tt5327970,8,,,
The Real Housewives of OC,12,,1.688,0.60,tt5327970,9,,,
The Real Housewives of OC,12,,1.630,0.58,tt5327970,10,,,
The Real Housewives of OC,12,,1.719,0.59,tt5327970,11,,,
The Real Housewives of OC,12,,1.587,0.61,tt5327970,12,,,
The Real Housewives of OC,12,2017-10-02,1.725,0.63,tt5327970,13,,,
The Real Housewives of OC,12,2017-10-09,1.775,0.67,tt5327970,14,,,
The Real Housewives of OC,12,2017-10-16,1.540,0.59,tt5327970,15,,,
The Real Housewives of OC,12,2017-10-23,1.793,0.66,tt5327970,16,,,
The Real Housewives of OC,12,2017-10-30,1.645,0.54,tt5327970,17,,,
The Real Housewives of OC,12,2017-11-06,1.560,0.58,tt5327970,18,,,
The Real Housewives of OC,12,2017-11-13,1.734,0.65,tt5327970,19,,,
The Real Housewives of OC,12,2017-11-20,1.870,0.67,tt5327970,20,,,
The Real Housewives of OC,12,2017-11-27,1.887,0.72,tt5327970,21,,,
The Real Housewives of OC,13,2018-07-16,1.412,0.54,tt5327970,1,,,
The Real Housewives of OC,13,2018-07-23,1.460,0.51,tt5327970,2,,,
The Real Housewives of OC,13,2018-07-30,1.412,0.52,tt5327970,3,,,
The Real Housewives of OC,13,2018-08-06,1.354,0.53,tt5327970,4,,,
The Real Housewives of OC,13,2018-08-13,1.520,0.58,tt5327970,5,,,
The Real Housewives of OC,13,2018-08-20,1.421,0.48,tt5327970,6,,,
The Real Housewives of OC,13,2018-08-27,1.497,0.53,tt5327970,7,,,
The Real Housewives of OC,13,,1.554,0.58,tt5327970,8,,,
The Real Housewives of OC,13,,1.544,0.56,tt5327970,9,,,
The Real Housewives of OC,13,,1.315,0.49,tt5327970,10,,,
The Real Housewives of OC,13,2018-10-01,1.362,0.53,tt5327970,11,,,
The Real Housewives of OC,13,2018-10-08,1.266,0.48,tt5327970,12,,,
The Real Housewives of OC,13,2018-10-15,1.307,0.48,tt5327970,13,,,
The Real Housewives of OC,13,2018-10-22,1.438,0.53,tt5327970,14,,,
The Real Housewives of OC,13,2018-10-29,1.345,0.49,tt5327970,15,,,
The Real Housewives of OC,13,2018-11-05,1.341,0.52,tt5327970,16,,,
The Real Housewives of OC,13,2018-11-12,1.446,0.55,tt5327970,17,,,
The Real Housewives of OC,13,2018-11-19,1.178,0.44,tt5327970,18,,,
The Real Housewives of OC,13,2018-11-25,1.509,0.56,tt5327970,19,,,
The Real Housewives of OC,13,2018-12-02,1.705,0.66,tt5327970,20,,,
The Real Housewives of OC,13,2018-12-09,1.469,0.56,tt5327970,21,,,
The Real Housewives of OC,14,2019-08-06,1.416,0.44,tt5327970,1,,,
The Real Housewives of OC,14,2019-08-13,1.442,0.49,tt5327970,2,,,
The Real Housewives of OC,14,2019-08-20,1.477,0.48,tt5327970,3,,,
The Real Housewives of OC,14,2019-08-27,1.458,0.45,tt5327970,4,,,
The Real Housewives of OC,14,,1.432,0.47,tt5327970,5,,,
The Real Housewives of OC,14,,1.339,0.42,tt5327970,6,,,
The Real Housewives of OC,14,,1.400,0.49,tt5327970,7,,,
The Real Housewives of OC,14,,1.375,0.46,tt5327970,8,,,
The Real Housewives of OC,14,2019-10-01,1.346,0.41,tt5327970,9,,,
The Real Housewives of OC,14,2019-10-08,1.397,0.49,tt5327970,10,,,
The Real Housewives of OC,14,2019-10-15,1.259,0.43,tt5327970,11,,,
The Real Housewives of OC,14,2019-10-22,1.370,0.46,tt5327970,12,,,
The Real Housewives of OC,14,2019-10-29,1.326,0.45,tt5327970,13,,,
The Real Housewives of OC,14,2019-11-05,1.276,0.41,tt5327970,14,,,
The Real Housewives of OC,14,2019-11-12,1.363,0.46,tt5327970,15,,,
The Real Housewives of OC,14,2019-11-19,1.216,0.39,tt5327970,16,,,
The Real Housewives of OC,14,2019-11-26,1.353,0.45,tt5327970,17,,,
The Real Housewives of OC,14,2019-12-03,1.375,0.50,tt5327970,18,,,
The Real Housewives of OC,14,2019-12-10,1.344,0.43,tt5327970,19,,,
The Real Housewives of OC,14,2019-12-17,1.238,0.39,tt5327970,20,,,
The Real Housewives of OC,14,2019-12-18,0.930,0.32,tt5327970,21,,,
The Real Housewives of OC,14,2019-12-23,1.115,0.34,tt5327970,22,,,
The Real Housewives of OC,14,2019-12-26,1.020,0.31,tt5327970,23,,,
The Real Housewives of OC,15,2020-10-07,0.227,0.07,tt5327970,1,,,
The Real Housewives of OC,15,2020-10-14,1.051,0.34,tt5327970,2,,,
The Real Housewives of OC,15,2020-10-21,1.108,0.36,tt5327970,3,,,
The Real Housewives of OC,15,2020-10-28,1.004,0.30,tt5327970,4,,,
The Real Housewives of OC,15,2020-11-04,1.012,0.32,tt5327970,5,,,
The Real Housewives of OC,15,2020-11-11,1.091,0.38,tt5327970,6,,,
The Real Housewives of OC,15,2020-11-18,1.059,0.37,tt5327970,7,,,
The Real Housewives of OC,15,2020-11-25,0.982,0.28,tt5327970,8,,,
The Real Housewives of OC,15,2020-12-02,1.123,0.35,tt5327970,9,,,
The Real Housewives of OC,15,2020-12-09,1.084,0.35,tt5327970,10,,,
The Real Housewives of OC,15,2020-12-16,1.004,0.35,tt5327970,11,,,
The Real Housewives of OC,15,2020-12-23,1.029,0.29,tt5327970,12,,,
The Real Housewives of OC,15,2020-12-30,1.015,0.29,tt5327970,13,,,
The Real Housewives of OC,15,2021-01-06,0.822,0.23,tt5327970,14,,,
The Real Housewives of OC,15,2021-01-13,1.005,0.30,tt5327970,15,,,
The Real Housewives of OC,15,2021-01-20,1.081,0.33,tt5327970,16,,,
The Real Housewives of OC,15,2021-01-27,1.095,0.35,tt5327970,17,,,
The Real Housewives of OC,16,2021-12-01,0.936,0.23,tt5327970,1,,,
The Real Housewives of OC,16,2021-12-08,1.024,0.34,tt5327970,2,,,
The Real Housewives of OC,16,2021-12-15,0.955,0.32,tt5327970,3,,,
The Real Housewives of OC,16,2021-12-22,0.822,0.24,tt5327970,4,,,
The Real Housewives of OC,16,2022-01-05,0.797,0.24,tt5327970,5,,,
The Real Housewives of OC,16,2022-01-12,0.920,0.29,tt5327970,6,,,
The Real Housewives of OC,16,2022-01-19,0.978,0.30,tt5327970,7,,,
The Real Housewives of OC,16,2022-02-02,0.844,0.24,tt5327970,8,,,
The Real Housewives of OC,16,2022-02-09,0.771,0.19,tt5327970,9,,,
The Real Housewives of OC,16,2022-02-16,0.783,0.24,tt5327970,10,,,
The Real Housewives of OC,16,2022-03-02,0.772,0.22,tt5327970,11,,,
The Real Housewives of OC,16,2022-03-09,0.834,0.23,tt5327970,12,,,
The Real Housewives of OC,16,2022-03-16,0.775,0.21,tt5327970,13,,,
The Real Housewives of OC,16,2022-03-23,0.820,0.22,tt5327970,14,,,
The Real Housewives of OC,16,2022-03-30,0.782,0.23,tt5327970,15,,,
The Real Housewives of OC,16,2022-04-06,0.790,0.25,tt5327970,16,,,
The Real Housewives of OC,16,2022-04-13,0.732,0.22,tt5327970,17,,,
