Title,Season,Episode Date,Viewers (millions),18-49 Demo,IMDb Series ID,Episode,season,episode,IMDb Episode ID
The Secret Life of the American Teenager,5,2013-04-29,0.882,0.4,tt1179817,19,5.0,19.0,tt2403738
The Secret Life of the American Teenager,5,,0.886,0.4,tt1179817,20,5.0,20.0,tt2859292
The Secret Life of the American Teenager,5,,0.886,0.4,tt1179817,21,5.0,21.0,tt2917930
The Secret Life of the American Teenager,5,,0.988,0.5,tt1179817,22,5.0,22.0,tt2933098
The Secret Life of the American Teenager,5,,0.847,0.4,tt1179817,23,5.0,23.0,tt2488742
The Secret Life of the American Teenager,5,2013-06-03,1.503,0.8,tt1179817,24,5.0,24.0,tt2933100
The Wire,1,2002-06-02,3.663,2.3,tt0306414,1,1.0,1.0,tt0749451
The Wire,1,2002-06-09,2.799,1.8,tt0306414,2,1.0,2.0,tt0749448
The Wire,1,2002-06-16,2.633,1.7,tt0306414,3,1.0,3.0,tt0749446
The Wire,1,2002-06-23,2.910,1.9,tt0306414,4,1.0,4.0,tt0749437
The Wire,1,2002-06-30,2.965,1.9,tt0306414,5,1.0,5.0,tt0749450
The Wire,1,2002-07-07,2.982,2.0,tt0306414,6,1.0,6.0,tt0749452
The Wire,1,2002-07-21,4.124,2.4,tt0306414,7,1.0,7.0,tt0749438
The Wire,1,2002-07-28,3.305,2.3,tt0306414,8,1.0,8.0,tt0749433
The Wire,1,2002-08-04,3.418,2.3,tt0306414,9,1.0,9.0,tt0749429
The Wire,1,2002-08-11,4.145,2.8,tt0306414,10,1.0,10.0,tt0749447
The Wire,1,2002-08-18,3.431,2.3,tt0306414,11,1.0,11.0,tt0749449
The Wire,1,,3.655,2.4,tt0306414,12,1.0,12.0,tt0749424
The Wire,1,,3.770,2.5,tt0306414,13,1.0,13.0,tt0749441
The Wire,2,2003-06-01,4.430,2.8,tt0306414,1,2.0,1.0,tt0749428
The Wire,2,2003-06-08,3.492,2.2,tt0306414,2,2.0,2.0,tt0749425
The Wire,2,2003-06-15,2.641,1.8,tt0306414,3,2.0,3.0,tt0749432
The Wire,2,2003-06-22,4.332,2.9,tt0306414,4,2.0,4.0,tt0749430
The Wire,2,2003-06-29,3.618,2.5,tt0306414,5,2.0,5.0,tt0749454
The Wire,2,2003-07-06,4.109,2.8,tt0306414,6,2.0,6.0,tt0749419
The Wire,2,2003-07-13,3.519,2.3,tt0306414,7,2.0,7.0,tt0749422
The Wire,2,2003-07-27,3.643,2.6,tt0306414,8,2.0,8.0,tt0749427
The Wire,2,2003-08-03,3.040,2.1,tt0306414,9,2.0,9.0,tt0749445
The Wire,2,2003-08-10,3.506,2.4,tt0306414,10,2.0,10.0,tt0749443
The Wire,2,2003-08-17,3.699,2.4,tt0306414,11,2.0,11.0,tt0749423
The Wire,2,2003-08-24,4.483,3.0,tt0306414,12,2.0,12.0,tt0749439
The Wire,3,,1.826,1.2,tt0306414,1,3.0,1.0,tt0749453
The Wire,3,,1.247,1.0,tt0306414,2,3.0,2.0,tt0749418
The Wire,3,2004-10-03,1.539,1.1,tt0306414,3,3.0,3.0,tt0749426
The Wire,3,2004-10-10,1.447,1.0,tt0306414,4,3.0,4.0,tt0749420
The Wire,3,2004-10-17,1.341,0.9,tt0306414,5,3.0,5.0,tt0749444
The Wire,3,2004-10-31,1.423,0.9,tt0306414,6,3.0,6.0,tt0749431
The Wire,3,2004-11-07,1.041,0.8,tt0306414,7,3.0,7.0,tt0749421
The Wire,3,2004-11-14,1.471,1.0,tt0306414,8,3.0,8.0,tt0749436
The Wire,3,2004-11-21,1.652,1.2,tt0306414,9,3.0,9.0,tt0749442
The Wire,3,2004-11-28,1.667,1.1,tt0306414,10,3.0,10.0,tt0749440
The Wire,3,2004-12-12,2.040,1.2,tt0306414,11,3.0,11.0,tt0749434
The Wire,3,2004-12-19,1.333,0.9,tt0306414,12,3.0,12.0,tt0749435
The Wire,4,,1.530,0.8,tt0306414,1,4.0,1.0,tt0763093
The Wire,4,,1.764,0.9,tt0306414,2,4.0,2.0,tt0763095
The Wire,4,,1.368,0.7,tt0306414,3,4.0,3.0,tt0763096
The Wire,4,2006-10-01,1.510,0.8,tt0306414,4,4.0,4.0,tt0763097
The Wire,4,2006-10-08,1.408,0.7,tt0306414,5,4.0,5.0,tt0763098
The Wire,4,2006-10-15,1.430,0.7,tt0306414,6,4.0,6.0,tt0763099
The Wire,4,2006-10-29,1.436,0.7,tt0306414,7,4.0,7.0,tt0758650
The Wire,4,2006-11-05,1.226,0.7,tt0306414,8,4.0,8.0,tt0796549
The Wire,4,2006-11-12,1.551,0.7,tt0306414,9,4.0,9.0,tt0763100
The Wire,4,2006-11-19,1.666,0.9,tt0306414,10,4.0,10.0,tt0763094
The Wire,4,2006-11-26,1.578,0.8,tt0306414,11,4.0,11.0,tt0782660
The Wire,4,2006-12-03,1.451,0.7,tt0306414,12,4.0,12.0,tt0796551
The Wire,4,2006-12-10,1.939,1.0,tt0306414,13,4.0,13.0,tt0796550
The Wire,5,2008-01-06,1.234,0.6,tt0306414,1,5.0,1.0,tt0977178
The Wire,5,2008-01-13,1.185,0.6,tt0306414,2,5.0,2.0,tt0985516
The Wire,5,2008-01-20,0.846,0.5,tt0306414,3,5.0,3.0,tt0977180
The Wire,5,2008-01-27,1.282,0.7,tt0306414,4,5.0,4.0,tt0977181
The Wire,5,2008-02-03,0.534,0.3,tt0306414,5,5.0,5.0,tt0977182
The Wire,5,2008-02-10,0.738,0.3,tt0306414,6,5.0,6.0,tt0977183
The Wire,5,2008-02-17,0.570,0.3,tt0306414,7,5.0,7.0,tt0977184
The Wire,5,2008-02-24,0.685,0.4,tt0306414,8,5.0,8.0,tt0977185
The Wire,5,2008-03-02,0.706,0.3,tt0306414,9,5.0,9.0,tt0977186
The Wire,5,2008-03-09,1.119,0.6,tt0306414,10,5.0,10.0,tt0977179
Big Love,1,2006-03-12,4.563,2.2,tt0421030,1,1.0,1.0,tt0524034
Big Love,1,2006-03-19,3.398,1.8,tt0421030,2,1.0,2.0,tt0524037
Big Love,1,2006-03-26,3.732,1.7,tt0421030,3,1.0,3.0,tt0524033
Big Love,1,2006-04-02,3.536,1.6,tt0421030,4,1.0,4.0,tt0524031
Big Love,1,2006-04-09,4.197,2.0,tt0421030,5,1.0,5.0,tt0524036
Big Love,1,2006-04-16,3.940,1.9,tt0421030,6,1.0,6.0,tt0524035
Big Love,1,2006-04-23,4.248,2.0,tt0421030,7,1.0,7.0,tt0524032
Big Love,1,2006-04-30,4.034,2.1,tt0421030,8,1.0,8.0,tt0801858
Big Love,1,,4.041,2.0,tt0421030,9,1.0,9.0,tt0524030
Big Love,1,,3.820,1.8,tt0421030,10,1.0,10.0,tt0809485
Big Love,1,,4.125,2.0,tt0421030,11,1.0,11.0,tt0524038
Big Love,1,2006-06-04,4.455,2.1,tt0421030,12,1.0,12.0,tt0524029
Big Love,2,2007-06-11,2.205,1.1/3,tt0421030,1,2.0,1.0,tt0852751
Big Love,2,2007-06-18,1.527,0.8/2,tt0421030,2,2.0,2.0,tt0885595
Big Love,2,2007-06-25,1.656,0.8/2,tt0421030,3,2.0,3.0,tt0876667
Big Love,2,2007-07-02,1.627,0.8/2,tt0421030,4,2.0,4.0,tt0876668
Big Love,2,2007-07-09,1.859,0.9/3,tt0421030,5,2.0,5.0,tt0888750
Big Love,2,2007-07-16,1.326,0.9/3,tt0421030,6,2.0,6.0,tt0892480
Big Love,2,2007-07-23,1.866,0.9/3,tt0421030,7,2.0,7.0,tt0901757
Big Love,2,2007-07-30,2.020,1.0/3,tt0421030,8,2.0,8.0,tt0914409
Big Love,2,2007-08-06,2.053,0.9,tt0421030,9,2.0,9.0,tt0945698
Big Love,2,2007-08-13,2.060,1.0,tt0421030,10,2.0,10.0,tt0948801
Big Love,2,2007-08-19,2.340,1.1/3,tt0421030,11,2.0,11.0,tt0967593
Big Love,2,2007-08-26,2.882,1.4,tt0421030,12,2.0,12.0,tt0997914
Big Love,3,2009-01-18,1.158,0.6,tt0421030,1,3.0,1.0,tt1075433
Big Love,3,2009-01-25,1.443,0.7,tt0421030,2,3.0,2.0,tt1075437
Big Love,3,2009-02-01,1.490,0.7,tt0421030,3,3.0,3.0,tt1075438
Big Love,3,2009-02-08,1.907,0.9,tt0421030,4,3.0,4.0,tt1075439
Big Love,3,2009-02-15,2.014,1.0,tt0421030,5,3.0,5.0,tt1075440
Big Love,3,2009-02-22,1.875,0.9,tt0421030,6,3.0,6.0,tt1075441
Big Love,3,2009-03-01,2.406,1.1,tt0421030,7,3.0,7.0,tt1075442
Big Love,3,2009-03-08,1.983,0.9,tt0421030,8,3.0,8.0,tt1075443
Big Love,3,2009-03-15,2.274,1.0,tt0421030,9,3.0,9.0,tt1075444
Big Love,3,2009-03-22,2.725,1.3,tt0421030,10,3.0,10.0,tt1075434
Big Love,4,2010-01-10,1.728,0.8/2,tt0421030,1,4.0,1.0,tt1501827
Big Love,4,2010-01-17,1.540,0.8/2,tt0421030,2,4.0,2.0,tt1502470
Big Love,4,2010-01-24,1.670,0.8/2,tt0421030,3,4.0,3.0,tt1553446
Big Love,4,2010-01-31,1.520,0.7/2,tt0421030,4,4.0,4.0,tt1553447
Big Love,4,2010-02-07,1.308,0.6/1,tt0421030,5,4.0,5.0,tt1535132
Big Love,4,2010-02-14,1.501,0.6/2,tt0421030,6,4.0,6.0,tt1553448
Big Love,4,2010-02-21,1.705,0.8/2,tt0421030,7,4.0,7.0,tt1553445
Big Love,4,2010-02-28,1.923,0.9/2,tt0421030,8,4.0,8.0,tt1568364
Big Love,4,2010-03-07,1.714,0.8/2,tt0421030,9,4.0,9.0,tt1568363
Big Love,5,2011-01-16,1.209,0.5/1,tt0421030,1,5.0,1.0,tt1638386
Big Love,5,2011-01-23,1.122,0.5/1,tt0421030,2,5.0,2.0,tt1638388
Big Love,5,2011-01-30,1.033,0.4/1,tt0421030,3,5.0,3.0,tt1638389
Big Love,5,2011-02-06,0.773,0.4/1,tt0421030,4,5.0,4.0,tt1638390
Big Love,5,2011-02-13,0.992,0.4/1,tt0421030,5,5.0,5.0,tt1638391
Big Love,5,2011-02-20,1.040,0.5/1,tt0421030,6,5.0,6.0,tt1638392
Big Love,5,2011-02-27,1.053,0.5/1,tt0421030,7,5.0,7.0,tt1638393
Big Love,5,2011-03-06,1.363,0.6/2,tt0421030,8,5.0,8.0,tt1638394
Big Love,5,2011-03-13,1.373,0.6/2,tt0421030,9,5.0,9.0,tt1638395
Big Love,5,2011-03-20,1.565,0.7/2,tt0421030,10,5.0,10.0,tt1638387
Breaking Bad,1,2008-01-20,1.411,0.6,tt0903747,1,1.0,1.0,tt0959621
Breaking Bad,1,2008-01-27,1.488,0.6,tt0903747,2,1.0,2.0,tt1054724
Breaking Bad,1,2008-02-10,1.079,0.4,tt0903747,3,1.0,3.0,tt1054725
Breaking Bad,1,2008-02-17,1.086,0.4,tt0903747,4,1.0,4.0,tt1054726
Breaking Bad,1,2008-02-24,0.958,0.4,tt0903747,5,1.0,5.0,tt1054727
Breaking Bad,1,2008-03-02,1.070,0.5,tt0903747,6,1.0,6.0,tt1054728
Breaking Bad,1,2008-03-09,1.498,0.7,tt0903747,7,1.0,7.0,tt1054729
Breaking Bad,2,2009-03-08,1.662,0.7,tt0903747,1,2.0,1.0,tt1232244
Breaking Bad,2,2009-03-15,1.576,0.6,tt0903747,2,2.0,2.0,tt1232249
Breaking Bad,2,2009-03-22,1.129,0.4,tt0903747,3,2.0,3.0,tt1232250
Breaking Bad,2,2009-03-29,1.294,0.6,tt0903747,4,2.0,4.0,tt1232251
Breaking Bad,2,2009-04-05,1.213,0.4,tt0903747,5,2.0,5.0,tt1232252
Breaking Bad,2,2009-04-12,1.407,0.6,tt0903747,6,2.0,6.0,tt1232253
Breaking Bad,2,2009-04-19,1.198,0.5,tt0903747,7,2.0,7.0,tt1232254
Breaking Bad,2,2009-04-26,1.035,0.4,tt0903747,8,2.0,8.0,tt1232255
Breaking Bad,2,,1.271,0.5,tt0903747,9,2.0,9.0,tt1232256
Breaking Bad,2,,1.185,0.5,tt0903747,10,2.0,10.0,tt1232245
Breaking Bad,2,,1.288,0.6,tt0903747,11,2.0,11.0,tt1232246
Breaking Bad,2,,1.190,0.5,tt0903747,12,2.0,12.0,tt1232247
Breaking Bad,2,,1.466,0.5,tt0903747,13,2.0,13.0,tt1232248
Breaking Bad,3,2010-03-21,1.954,0.9,tt0903747,1,3.0,1.0,tt1528116
Breaking Bad,3,2010-03-28,1.545,0.7,tt0903747,2,3.0,2.0,tt1615186
Breaking Bad,3,2010-04-04,1.327,0.6,tt0903747,3,3.0,3.0,tt1615187
Breaking Bad,3,2010-04-11,1.463,0.6,tt0903747,4,3.0,4.0,tt1615554
Breaking Bad,3,2010-04-18,1.613,0.7,tt0903747,5,3.0,5.0,tt1615555
Breaking Bad,3,2010-04-25,1.642,0.7,tt0903747,6,3.0,6.0,tt1615556
Breaking Bad,3,,1.519,0.6,tt0903747,7,3.0,7.0,tt1615944
Breaking Bad,3,,1.780,0.7,tt0903747,8,3.0,8.0,tt1615557
Breaking Bad,3,,1.612,0.7,tt0903747,9,3.0,9.0,tt1615558
Breaking Bad,3,,1.202,0.5,tt0903747,10,3.0,10.0,tt1615550
Breaking Bad,3,,1.323,0.6,tt0903747,11,3.0,11.0,tt1615551
Breaking Bad,3,2010-06-06,1.191,0.5,tt0903747,12,3.0,12.0,tt1615552
Breaking Bad,3,2010-06-13,1.556,0.7,tt0903747,13,3.0,13.0,tt1615553
Breaking Bad,4,2011-07-17,2.576,1.1,tt0903747,1,4.0,1.0,tt1683084
Breaking Bad,4,2011-07-24,1.968,0.9,tt0903747,2,4.0,2.0,tt1683089
Breaking Bad,4,2011-07-31,1.714,0.7,tt0903747,3,4.0,3.0,tt1683090
Breaking Bad,4,2011-08-07,1.834,0.7,tt0903747,4,4.0,4.0,tt1683091
Breaking Bad,4,2011-08-14,1.754,0.7,tt0903747,5,4.0,5.0,tt1683092
Breaking Bad,4,2011-08-21,1.674,0.7,tt0903747,6,4.0,6.0,tt1683093
Breaking Bad,4,2011-08-28,1.913,0.8,tt0903747,7,4.0,7.0,tt1683094
Breaking Bad,4,,1.975,0.8,tt0903747,8,4.0,8.0,tt1683095
Breaking Bad,4,,1.891,0.9,tt0903747,9,4.0,9.0,tt1683096
Breaking Bad,4,,1.798,0.7,tt0903747,10,4.0,10.0,tt1683085
Breaking Bad,4,,1.550,0.7,tt0903747,11,4.0,11.0,tt1683086
Breaking Bad,4,2011-10-02,1.730,0.8,tt0903747,12,4.0,12.0,tt1683087
Breaking Bad,4,2011-10-09,1.897,1.0,tt0903747,13,4.0,13.0,tt1683088
Breaking Bad,5,2012-07-15,2.931,1.5,tt0903747,1,5.0,1.0,tt2081647
Breaking Bad,5,2012-07-22,2.294,1.2,tt0903747,2,5.0,2.0,tt2301457
Breaking Bad,5,2012-07-29,2.197,1.1,tt0903747,3,5.0,3.0,tt2301459
Breaking Bad,5,2012-08-05,2.287,1.2,tt0903747,4,5.0,4.0,tt2301461
Breaking Bad,5,2012-08-12,2.480,1.3,tt0903747,5,5.0,5.0,tt2301463
Breaking Bad,5,2012-08-19,2.809,1.3,tt0903747,6,5.0,6.0,tt2301465
Breaking Bad,5,2012-08-26,2.979,1.4,tt0903747,7,5.0,7.0,tt2301467
Breaking Bad,5,,2.781,1.3,tt0903747,8,5.0,8.0,tt2301469
Breaking Bad,5,2013-08-11,5.919,2.9,tt0903747,9,5.0,9.0,tt2301471
Breaking Bad,5,2013-08-18,4.771,2.4,tt0903747,10,5.0,10.0,tt2301443
Breaking Bad,5,2013-08-25,4.848,2.5,tt0903747,11,5.0,11.0,tt2301445
Breaking Bad,5,,4.413,2.2,tt0903747,12,5.0,12.0,tt2301447
Breaking Bad,5,,5.110,2.6,tt0903747,13,5.0,13.0,tt2301449
Breaking Bad,5,,6.366,3.2,tt0903747,14,5.0,14.0,tt2301451
Breaking Bad,5,,6.584,3.4,tt0903747,15,5.0,15.0,tt2301453
Breaking Bad,5,,10.280,5.3,tt0903747,16,5.0,16.0,tt2301455
Shadowhunters,1,2016-01-12,1.822,0.76,tt4145054,1,1.0,1.0,tt4601794
Shadowhunters,1,2016-01-19,1.006,0.41,tt4145054,2,1.0,2.0,tt4741672
Shadowhunters,1,2016-01-26,0.975,0.45,tt4145054,3,1.0,3.0,tt4807334
Shadowhunters,1,2016-02-02,0.960,0.41,tt4145054,4,1.0,4.0,tt4928274
Shadowhunters,1,2016-02-09,0.947,0.45,tt4145054,5,1.0,5.0,tt4928276
Shadowhunters,1,2016-02-16,0.976,0.43,tt4145054,6,1.0,6.0,tt4928280
Shadowhunters,1,2016-02-23,0.841,0.37,tt4145054,7,1.0,7.0,tt4888846
Shadowhunters,1,2016-03-01,0.871,0.37,tt4145054,8,1.0,8.0,tt4940096
Shadowhunters,1,2016-03-08,0.952,0.43,tt4145054,9,1.0,9.0,tt4940098
Shadowhunters,1,2016-03-15,0.737,0.33,tt4145054,10,1.0,10.0,tt5134170
Shadowhunters,1,2016-03-22,0.781,0.33,tt4145054,11,1.0,11.0,tt5121868
Shadowhunters,1,2016-03-29,0.821,0.32,tt4145054,12,1.0,12.0,tt5134180
Shadowhunters,1,2016-04-05,0.762,0.30,tt4145054,13,1.0,13.0,tt5134182
Shadowhunters,2,2017-01-02,1.187,0.38,tt4145054,1,2.0,1.0,tt5584048
Shadowhunters,2,2017-01-09,0.749,0.28,tt4145054,2,2.0,2.0,tt5584052
Shadowhunters,2,2017-01-16,0.811,0.32,tt4145054,3,2.0,3.0,tt5584054
Shadowhunters,2,2017-01-23,0.641,0.26,tt4145054,4,2.0,4.0,tt5584056
Shadowhunters,2,2017-01-30,0.581,0.24,tt4145054,5,2.0,5.0,tt5584058
Shadowhunters,2,2017-02-06,0.650,0.29,tt4145054,6,2.0,6.0,tt5584062
Shadowhunters,2,2017-02-13,0.547,0.21,tt4145054,7,2.0,7.0,tt5584064
Shadowhunters,2,2017-02-20,0.669,0.30,tt4145054,8,2.0,8.0,tt5584066
Shadowhunters,2,2017-02-27,0.519,0.22,tt4145054,9,2.0,9.0,tt5584068
Shadowhunters,2,2017-03-06,0.640,0.28,tt4145054,10,2.0,10.0,tt5584070
Shadowhunters,2,2017-06-05,0.712,0.26,tt4145054,11,2.0,11.0,tt5584074
Shadowhunters,2,2017-06-12,0.548,0.21,tt4145054,12,2.0,12.0,tt5584076
Shadowhunters,2,2017-06-19,0.588,0.24,tt4145054,13,2.0,13.0,tt5584078
Shadowhunters,2,2017-06-26,0.656,0.25,tt4145054,14,2.0,14.0,tt5616018
Shadowhunters,2,2017-07-10,0.455,0.19,tt4145054,15,2.0,15.0,tt5616024
Shadowhunters,2,2017-07-17,0.589,0.22,tt4145054,16,2.0,16.0,tt5616026
Shadowhunters,2,2017-07-24,0.596,0.24,tt4145054,17,2.0,17.0,tt5616030
Shadowhunters,2,2017-07-31,0.627,0.24,tt4145054,18,2.0,18.0,tt5616032
Shadowhunters,2,2017-08-07,0.601,0.25,tt4145054,19,2.0,19.0,tt5616038
Shadowhunters,2,2017-08-14,0.587,0.22,tt4145054,20,2.0,20.0,tt5616044
Shadowhunters,3,2018-03-20,0.490,0.19,tt4145054,1,3.0,1.0,tt7195802
Shadowhunters,3,2018-03-27,0.444,0.16,tt4145054,2,3.0,2.0,tt7176466
Shadowhunters,3,2018-04-03,0.463,0.20,tt4145054,3,3.0,3.0,tt7176470
Shadowhunters,3,2018-04-10,0.346,0.12,tt4145054,4,3.0,4.0,tt7176484
Shadowhunters,3,2018-04-17,0.296,0.12,tt4145054,5,3.0,5.0,tt7262848
Shadowhunters,3,2018-04-24,0.425,0.15,tt4145054,6,3.0,6.0,tt7262852
Shadowhunters,3,,0.419,0.17,tt4145054,7,3.0,7.0,tt7262854
Shadowhunters,3,,0.418,0.16,tt4145054,8,3.0,8.0,tt7262856
Shadowhunters,3,,0.365,0.14,tt4145054,9,3.0,9.0,tt7262866
Shadowhunters,3,,0.311,0.12,tt4145054,10,3.0,10.0,tt7262868
Shadowhunters,3,2019-02-25,0.373,0.13,tt4145054,11,3.0,11.0,tt7365376
Shadowhunters,3,2019-03-04,0.307,0.11,tt4145054,12,3.0,12.0,tt7365378
Shadowhunters,3,2019-03-11,0.346,0.12,tt4145054,13,3.0,13.0,tt7365380
Shadowhunters,3,2019-03-18,0.308,0.12,tt4145054,14,3.0,14.0,tt7370754
Shadowhunters,3,2019-03-25,0.354,0.12,tt4145054,15,3.0,15.0,tt7370758
Shadowhunters,3,2019-04-01,0.367,0.13,tt4145054,16,3.0,16.0,tt7370762
Shadowhunters,3,2019-04-08,0.305,0.10,tt4145054,17,3.0,17.0,tt7370764
Shadowhunters,3,2019-04-15,0.335,0.13,tt4145054,18,3.0,18.0,tt7370768
Shadowhunters,3,2019-04-22,0.318,0.10,tt4145054,19,3.0,19.0,tt7370770
Shadowhunters,3,2019-04-29,0.332,0.11,tt4145054,20,3.0,20.0,tt7370774
Shadowhunters,3,,0.305,0.09,tt4145054,21,3.0,21.0,tt8519980
Shadowhunters,3,,0.305,0.09,tt4145054,22,3.0,22.0,tt8519982
Bored to Death,1,,1.034,0.5/1,tt1255913,1,1.0,1.0,tt1442735
Bored to Death,1,,0.714,0.4/1,tt1255913,2,1.0,2.0,tt1442734
Bored to Death,1,2009-10-04,1.079,0.5/1,tt1255913,3,1.0,3.0,tt1443842
Bored to Death,1,2009-10-11,0.709,0.3/1,tt1255913,4,1.0,4.0,tt1434650
Bored to Death,1,2009-10-18,0.661,0.3/1,tt1255913,5,1.0,5.0,tt1477259
Bored to Death,1,2009-10-25,0.646,0.3/1,tt1255913,6,1.0,6.0,tt1477260
Bored to Death,1,2009-11-01,0.721,0.4/1,tt1255913,7,1.0,7.0,tt1477261
Bored to Death,1,2009-11-08,0.633,0.3/1,tt1255913,8,1.0,8.0,tt1477262
Bored to Death,2,,1.051,0.5/1,tt1255913,1,2.0,1.0,tt1708575
Bored to Death,2,2010-10-03,1.077,0.6/1,tt1255913,2,2.0,2.0,tt1714936
Bored to Death,2,2010-10-10,0.859,0.4/1,tt1255913,3,2.0,3.0,tt1650079
Bored to Death,2,2010-10-17,0.818,0.4/1,tt1255913,4,2.0,4.0,tt1714937
Bored to Death,2,2010-10-24,1.006,0.5/1,tt1255913,5,2.0,5.0,tt1698818
Bored to Death,2,2010-10-31,0.694,0.3/1,tt1255913,6,2.0,6.0,tt1714938
Bored to Death,2,2010-11-07,1.096,0.4/1,tt1255913,7,2.0,7.0,tt1714939
Bored to Death,2,2010-11-14,0.818,0.4/1,tt1255913,8,2.0,8.0,tt1714940
Bored to Death,3,2011-10-10,0.240,0.1,tt1255913,1,3.0,1.0,tt1795737
Bored to Death,3,2011-10-17,0.254,0.1,tt1255913,2,3.0,2.0,tt1795738
Bored to Death,3,2011-10-24,0.303,0.1,tt1255913,3,3.0,3.0,tt1795739
Bored to Death,3,2011-10-31,0.185,0.1,tt1255913,4,3.0,4.0,tt1795740
Bored to Death,3,2011-11-07,0.153,0.1,tt1255913,5,3.0,5.0,tt1795741
Bored to Death,3,2011-11-14,0.252,0.1,tt1255913,6,3.0,6.0,tt1795742
Bored to Death,3,2011-11-21,0.184,0.1,tt1255913,7,3.0,7.0,tt1795743
Bored to Death,3,2011-11-28,0.232,0.1,tt1255913,8,3.0,8.0,tt1795744
Hung,1,2009-06-28,2.827,1.4,tt1229413,1,1.0,1.0,tt1272688
Hung,1,2009-07-12,3.641,1.9,tt1229413,2,1.0,2.0,tt1404462
Hung,1,2009-07-19,2.773,1.5,tt1229413,3,1.0,3.0,tt1432606
Hung,1,2009-07-26,2.966,1.5,tt1229413,4,1.0,4.0,tt1432607
Hung,1,2009-08-02,3.402,1.8,tt1229413,5,1.0,5.0,tt1466670
Hung,1,2009-08-09,2.887,1.6,tt1229413,6,1.0,6.0,tt1464995
Hung,1,2009-08-16,2.829,1.5,tt1229413,7,1.0,7.0,tt1466671
Hung,1,2009-08-23,3.278,1.7,tt1229413,8,1.0,8.0,tt1466672
Hung,1,2009-08-30,3.160,1.7,tt1229413,9,1.0,9.0,tt1447605
Hung,1,,2.921,1.5,tt1229413,10,1.0,10.0,tt1459107
Hung,2,2010-06-27,2.447,1.3,tt1229413,1,2.0,1.0,tt1624620
Hung,2,2010-07-11,2.548,1.4,tt1229413,2,2.0,2.0,tt1665221
Hung,2,2010-07-18,2.534,1.4,tt1229413,3,2.0,3.0,tt1670016
Hung,2,2010-07-25,2.345,1.3,tt1229413,4,2.0,4.0,tt1670017
Hung,2,2010-08-01,2.429,1.4,tt1229413,5,2.0,5.0,tt1678313
Hung,2,2010-08-08,2.530,1.3,tt1229413,6,2.0,6.0,tt1686249
Hung,2,2010-08-15,2.482,1.3,tt1229413,7,2.0,7.0,tt1686250
Hung,2,2010-08-22,2.415,1.3,tt1229413,8,2.0,8.0,tt1686247
Hung,2,2010-08-29,2.525,1.4,tt1229413,9,2.0,9.0,tt1686248
Hung,2,,2.314,1.2,tt1229413,10,2.0,10.0,tt1686246
Hung,3,2011-10-02,1.106,0.5,tt1229413,1,3.0,1.0,tt1926596
Hung,3,2011-10-09,1.010,0.4,tt1229413,2,3.0,2.0,tt1926598
Hung,3,2011-10-16,1.029,0.4,tt1229413,3,3.0,3.0,tt1926599
Hung,3,2011-10-23,1.041,0.4,tt1229413,4,3.0,4.0,tt1926600
Hung,3,2011-10-30,1.120,0.5,tt1229413,5,3.0,5.0,tt1926601
Hung,3,2011-11-06,1.094,0.5,tt1229413,6,3.0,6.0,tt1926602
Hung,3,2011-11-13,1.024,0.5,tt1229413,7,3.0,7.0,tt1926603
Hung,3,2011-11-20,0.912,0.4,tt1229413,8,3.0,8.0,tt1926604
Hung,3,2011-11-27,0.965,0.4,tt1229413,9,3.0,9.0,tt1926605
Hung,3,2011-12-04,0.930,0.4,tt1229413,10,3.0,10.0,tt1926597
Claws,1,,1.094,0.45,tt5640558,1,1.0,1.0,tt6491026
Claws,1,2017-06-11,1.183,0.44,tt5640558,2,1.0,2.0,tt6619422
Claws,1,2017-06-18,1.200,0.42,tt5640558,3,1.0,3.0,tt6648748
Claws,1,2017-06-25,1.074,0.39,tt5640558,4,1.0,4.0,tt6648750
Claws,1,2017-07-02,1.242,0.46,tt5640558,5,1.0,5.0,tt6527306
Claws,1,2017-07-09,1.187,0.41,tt5640558,6,1.0,6.0,tt6648752
Claws,1,2017-07-16,1.253,0.47,tt5640558,7,1.0,7.0,tt6648764
Claws,1,2017-07-23,1.265,0.45,tt5640558,8,1.0,8.0,tt6648768
Claws,1,,1.589,0.56,tt5640558,9,1.0,9.0,tt6648772
Claws,1,2017-08-06,1.339,0.51,tt5640558,10,1.0,10.0,tt6527302
Claws,1,2017-08-13,1.573,0.56,tt5640558,11,,,
Claws,2,2018-06-10,1.320,0.51,tt5640558,1,2.0,1.0,tt7133886
Claws,2,2018-06-17,1.143,0.45,tt5640558,2,2.0,2.0,tt7926748
Claws,2,2018-06-24,1.137,0.39,tt5640558,3,2.0,3.0,tt7926752
Claws,2,2018-07-01,1.248,0.44,tt5640558,4,2.0,4.0,tt7926760
Claws,2,2018-07-08,1.314,0.49,tt5640558,5,2.0,5.0,tt7926766
Claws,2,2018-07-15,1.350,0.44,tt5640558,6,2.0,6.0,tt7926800
Claws,2,2018-07-22,1.297,0.45,tt5640558,7,2.0,7.0,tt7926818
Claws,2,2018-07-29,1.296,0.42,tt5640558,8,2.0,8.0,tt7926810
Claws,2,2018-08-05,1.281,0.44,tt5640558,9,2.0,9.0,tt7926828
Claws,2,2018-08-12,1.484,0.53,tt5640558,10,2.0,10.0,tt7926836
Claws,3,2019-06-09,1.051,0.37,tt5640558,1,3.0,1.0,tt8651894
