county_fips,state_po,x,n,y,population_group
13023,GA,2015,8524,19,tiny
13025,GA,2015,11496,-5,small
13027,GA,2015,10316,-3,small
13029,GA,2015,28550,320,small
13031,GA,2015,42238,38,small
13033,GA,2015,16527,5,small
13035,GA,2015,15550,124,small
13037,GA,2015,3452,-69,tiny
13039,GA,2015,36613,-200,small
13043,GA,2015,7338,-7,tiny
13045,GA,2015,81660,275,medium
13047,GA,2015,46020,71,small
13049,GA,2015,6053,-9,tiny
13051,GA,2015,193583,-241,large
13053,GA,2015,3473,-302,tiny
13055,GA,2015,16549,-18,small
13057,GA,2015,186999,2145,large
13059,GA,2015,68296,-228,medium
13061,GA,2015,1981,0,tiny
13063,GA,2015,193372,2109,large
13065,GA,2015,4641,-23,tiny
13067,GA,2015,566533,1406,very large
13069,GA,2015,29051,-10,small
13071,GA,2015,32279,21,small
13073,GA,2015,109900,949,large
13075,GA,2015,11233,7,small
13077,GA,2015,109006,509,large
13079,GA,2015,8460,13,tiny
13081,GA,2015,14540,36,small
13083,GA,2015,10430,8,small
13085,GA,2015,16243,138,small
13087,GA,2015,19694,18,small
13089,GA,2015,514366,-842,very large
13091,GA,2015,12928,-53,small
13093,GA,2015,6912,-8,tiny
13095,GA,2015,61682,-298,medium
13097,GA,2015,100248,647,large
13099,GA,2015,7465,48,tiny
13101,GA,2015,2527,-29,tiny
13103,GA,2015,43263,547,small
13105,GA,2015,14769,-61,small
13107,GA,2015,16150,-4,small
13109,GA,2015,7476,12,tiny
13111,GA,2015,16543,121,small
13113,GA,2015,90331,732,medium
13115,GA,2015,71492,19,medium
13117,GA,2015,175041,4372,large
13119,GA,2015,15348,48,small
13121,GA,2015,677427,1357,very large
13123,GA,2015,20561,98,small
13125,GA,2015,1939,0,tiny
13127,GA,2015,59138,50,medium
13129,GA,2015,42352,128,small
13131,GA,2015,18412,-103,small
13133,GA,2015,12384,56,small
13135,GA,2015,700973,6343,very large
13137,GA,2015,31521,16,small
13139,GA,2015,155269,1040,large
13141,GA,2015,5121,-4,tiny
13143,GA,2015,19870,65,small
13145,GA,2015,24451,353,small
13147,GA,2015,17895,45,small
13149,GA,2015,7315,34,tiny
13151,GA,2015,163062,2764,large
13153,GA,2015,117888,515,large
13155,GA,2015,6117,15,tiny
13157,GA,2015,48653,428,small
13159,GA,2015,9838,65,tiny
13161,GA,2015,10537,33,small
13163,GA,2015,12390,-35,small
13165,GA,2015,5261,-5,tiny
13167,GA,2015,5306,-17,tiny
13169,GA,2015,20962,82,small
13171,GA,2015,11902,72,small
13173,GA,2015,5732,44,tiny
13175,GA,2015,35674,-90,small
13177,GA,2015,23910,226,small
13179,GA,2015,42080,-194,small
13181,GA,2015,5448,15,tiny
13183,GA,2015,9208,208,tiny
13185,GA,2015,74520,-121,medium
13187,GA,2015,18990,50,small
13189,GA,2015,16191,-23,small
13191,GA,2015,7633,30,tiny
13193,GA,2015,7890,-49,tiny
13195,GA,2015,20757,83,small
13197,GA,2015,5010,9,tiny
13199,GA,2015,14615,-134,small
13201,GA,2015,3951,6,tiny
13205,GA,2015,14926,14,small
13207,GA,2015,19233,169,small
13209,GA,2015,5336,34,tiny
13211,GA,2015,14165,20,small
13213,GA,2015,28126,-30,small
13215,GA,2015,139973,-1002,large
13217,GA,2015,76295,756,medium
13219,GA,2015,30100,399,small
13221,GA,2015,9979,3,tiny
13223,GA,2015,113310,1149,large
13225,GA,2015,18300,-6,small
13227,GA,2015,23340,196,small
13229,GA,2015,13637,36,small
13231,GA,2015,13547,27,small
13233,GA,2015,30039,62,small
13235,GA,2015,6125,-27,tiny
13237,GA,2015,15113,94,small
13239,GA,2015,1373,11,tiny
13241,GA,2015,11954,-1,small
13243,GA,2015,4625,26,tiny
13245,GA,2015,133331,-366,large
13247,GA,2015,62274,478,medium
13249,GA,2015,3328,-8,tiny
13251,GA,2015,9599,-24,tiny
13253,GA,2015,5989,-26,tiny
13255,GA,2015,44798,360,small
13257,GA,2015,17710,32,small
13259,GA,2015,2711,-27,tiny
13261,GA,2015,21650,-94,small
13263,GA,2015,4242,-23,tiny
13265,GA,2015,1032,0,tiny
13267,GA,2015,14221,42,small
13269,GA,2015,5690,-5,tiny
13271,GA,2015,6976,-20,tiny
13273,GA,2015,6859,-54,tiny
13275,GA,2015,32749,-26,small
13277,GA,2015,30066,6,small
13279,GA,2015,19660,-34,small
13281,GA,2015,7613,-4,tiny
13283,GA,2015,4292,1,tiny
13285,GA,2015,51319,31,medium
13287,GA,2015,6145,-31,tiny
13289,GA,2015,5854,-7,tiny
13291,GA,2015,15759,45,small
13293,GA,2015,18525,21,small
13295,GA,2015,43942,47,small
13297,GA,2015,66199,583,medium
13299,GA,2015,23609,-36,small
13301,GA,2015,3818,-9,tiny
13303,GA,2015,14381,-32,small
13305,GA,2015,19725,-15,small
13307,GA,2015,1647,0,tiny
13309,GA,2015,3217,20,tiny
13311,GA,2015,18511,42,small
13313,GA,2015,84230,-21,medium
13315,GA,2015,4872,-22,tiny
13317,GA,2015,7176,-27,tiny
13319,GA,2015,6808,-55,tiny
13321,GA,2015,14693,-13,small
19001,IA,2015,5790,-38,tiny
19003,IA,2015,3136,0,tiny
19005,IA,2015,11874,0,small
19007,IA,2015,9452,-21,tiny
19009,IA,2015,4739,13,tiny
19011,IA,2015,21422,50,small
19013,IA,2015,98684,-460,medium
19015,IA,2015,21203,75,small
19017,IA,2015,19926,19,small
19019,IA,2015,17075,19,small
19021,IA,2015,17268,-9,small
19023,IA,2015,12488,22,small
19025,IA,2015,7818,8,tiny
19027,IA,2015,18066,24,small
19029,IA,2015,10895,-38,small
19031,IA,2015,15149,43,small
19033,IA,2015,33722,-57,small
19035,IA,2015,9702,17,tiny
19037,IA,2015,10249,0,small
19039,IA,2015,7628,-26,tiny
19041,IA,2015,13703,-10,small
19043,IA,2015,14545,-8,small
19045,IA,2015,38414,-30,small
19047,IA,2015,14755,-14,small
19049,IA,2015,66956,1067,medium
19051,IA,2015,7219,8,tiny
19053,IA,2015,5473,-22,tiny
19055,IA,2015,15039,-34,small
19057,IA,2015,31811,-86,small
19059,IA,2015,14287,10,small
19061,IA,2015,80741,-78,medium
19063,IA,2015,7632,-17,tiny
19065,IA,2015,15376,54,small
19067,IA,2015,12861,-2,small
19069,IA,2015,8461,-38,tiny
19071,IA,2015,5464,32,tiny
19073,IA,2015,7273,15,tiny
19075,IA,2015,10396,15,small
19077,IA,2015,8676,39,tiny
19079,IA,2015,12299,-17,small
19081,IA,2015,9208,-40,tiny
19083,IA,2015,13499,31,small
19085,IA,2015,11580,15,small
19087,IA,2015,15308,6,small
19089,IA,2015,8020,-5,tiny
19091,IA,2015,7981,10,tiny
19093,IA,2015,5830,0,tiny
19095,IA,2015,14022,-24,small
19097,IA,2015,16237,-11,small
19099,IA,2015,28595,0,small
19101,IA,2015,11598,-8,small
19103,IA,2015,99780,-630,medium
19105,IA,2015,15741,-15,small
19107,IA,2015,8082,3,tiny
19109,IA,2015,12898,-17,small
19111,IA,2015,26623,-24,small
19113,IA,2015,178969,161,large
19115,IA,2015,9157,-50,tiny
19117,IA,2015,6842,-11,tiny
19119,IA,2015,10468,-4,small
19121,IA,2015,12942,67,small
19123,IA,2015,17278,-14,small
19125,IA,2015,27040,-7,small
19127,IA,2015,32675,-193,small
19129,IA,2015,11787,65,small
19131,IA,2015,8767,3,tiny
19133,IA,2015,6851,-2,tiny
19135,IA,2015,5945,-9,tiny
19137,IA,2015,8064,26,tiny
19139,IA,2015,35753,-17,small
19141,IA,2015,11838,-1,small
19143,IA,2015,5498,-20,tiny
19145,IA,2015,11046,12,small
19147,IA,2015,7198,4,tiny
19149,IA,2015,21879,20,small
19151,IA,2015,5836,0,tiny
19153,IA,2015,378952,409,large
19155,IA,2015,71523,-2,medium
19157,IA,2015,13653,25,small
19159,IA,2015,3734,0,tiny
19161,IA,2015,8377,-1,tiny
19163,IA,2015,137695,95,large
19165,IA,2015,9954,-24,tiny
19167,IA,2015,30079,-40,small
19169,IA,2015,57461,-422,medium
19171,IA,2015,14325,-44,small
19173,IA,2015,4906,-12,tiny
19175,IA,2015,9397,15,tiny
19177,IA,2015,5696,3,tiny
19179,IA,2015,26640,-78,small
19181,IA,2015,39793,385,small
19183,IA,2015,18705,40,small
19185,IA,2015,5070,0,tiny
19187,IA,2015,27434,-108,small
19189,IA,2015,8544,-15,tiny
19191,IA,2015,16240,-3,small
19193,IA,2015,81005,-204,medium
19195,IA,2015,6110,17,tiny
19197,IA,2015,10468,20,small
23001,ME,2015,77989,96,medium
23003,ME,2015,50777,-148,medium
23005,ME,2015,228817,370,large
23007,ME,2015,20539,12,small
23009,ME,2015,41155,7,small
23011,ME,2015,91476,215,medium
23013,ME,2015,30479,-67,small
23015,ME,2015,26449,94,small
23017,ME,2015,40441,144,small
23019,ME,2015,107767,-251,large
23021,ME,2015,11638,-53,small
23023,ME,2015,27752,4,small
23025,ME,2015,35741,-11,small
23027,ME,2015,28457,-15,small
23029,ME,2015,22345,27,small
23031,ME,2015,160108,842,large
26001,MI,2015,7437,67,tiny
26003,MI,2015,6454,3,tiny
26005,MI,2015,94406,303,medium
26007,MI,2015,22471,33,small
26009,MI,2015,17784,56,small
26011,MI,2015,11446,-7,small
26013,MI,2015,5787,-17,tiny
26015,MI,2015,47601,171,small
26017,MI,2015,85215,-164,medium
26019,MI,2015,13793,49,small
26021,MI,2015,120850,8,large
26023,MI,2015,32682,-5,small
26025,MI,2015,100436,-179,large
26027,MI,2015,38397,70,small
26029,MI,2015,21271,30,small
26031,MI,2015,19414,54,small
26033,MI,2015,25544,-40,small
26035,MI,2015,21151,-3,small
26037,MI,2015,61994,180,medium
26039,MI,2015,9434,22,tiny
26041,MI,2015,29211,6,small
26043,MI,2015,21109,-7,small
26045,MI,2015,84804,145,medium
26047,MI,2015,27094,89,small
26049,MI,2015,312127,-346,large
26051,MI,2015,18523,39,small
26053,MI,2015,10384,-5,small
26055,MI,2015,73935,296,medium
26057,MI,2015,29035,-65,small
26059,MI,2015,34260,13,small
26061,MI,2015,24476,4,small
26063,MI,2015,26926,-4,small
26065,MI,2015,189093,-550,large
26067,MI,2015,47467,64,small
26069,MI,2015,18493,22,small
26071,MI,2015,8642,-23,tiny
26073,MI,2015,41477,-119,small
26075,MI,2015,117556,35,large
26077,MI,2015,192458,-180,large
26079,MI,2015,12823,13,small
26081,MI,2015,516371,-302,very large
26083,MI,2015,1646,2,tiny
26085,MI,2015,7027,11,tiny
26087,MI,2015,71996,174,medium
26089,MI,2015,18134,32,small
26091,MI,2015,76648,259,medium
26093,MI,2015,157982,1318,large
26095,MI,2015,4029,0,tiny
26097,MI,2015,8606,-24,tiny
26099,MI,2015,706903,1330,very large
26101,MI,2015,17776,-11,small
26103,MI,2015,49044,-60,small
26105,MI,2015,22771,1,small
26107,MI,2015,27278,-27,small
26109,MI,2015,17888,-26,small
26111,MI,2015,67852,-49,medium
26113,MI,2015,11580,19,small
26115,MI,2015,122644,201,large
26117,MI,2015,46264,38,small
26119,MI,2015,6602,-19,tiny
26121,MI,2015,130189,158,large
26123,MI,2015,36409,62,small
26125,MI,2015,1011202,-539,enormous
26127,MI,2015,20777,-17,small
26129,MI,2015,15172,85,small
26131,MI,2015,4285,0,tiny
26133,MI,2015,17045,9,small
26135,MI,2015,5804,1,tiny
26137,MI,2015,19622,64,small
26139,MI,2015,230862,427,large
26141,MI,2015,10180,-2,small
26143,MI,2015,16506,65,small
26145,MI,2015,147281,-347,large
26147,MI,2015,128295,261,large
26149,MI,2015,48691,-80,small
26151,MI,2015,32670,44,small
26153,MI,2015,6142,-17,tiny
26155,MI,2015,54778,110,medium
26157,MI,2015,43193,-64,small
26159,MI,2015,59049,84,medium
26161,MI,2015,252982,-1186,large
26163,MI,2015,1289324,-3823,enormous
26165,MI,2015,24898,51,small
27001,MN,2015,11384,50,small
27003,MN,2015,287333,1229,large
27005,MN,2015,26684,29,small
27007,MN,2015,33215,-50,small
27009,MN,2015,30910,-2,small
27011,MN,2015,4097,0,tiny
27013,MN,2015,45806,-221,small
27015,MN,2015,21827,-76,small
27017,MN,2015,26982,52,small
27019,MN,2015,86192,884,medium
27021,MN,2015,22500,77,small
27023,MN,2015,10257,-42,small
27025,MN,2015,44211,317,small
27027,MN,2015,46378,161,small
27029,MN,2015,6669,16,tiny
27031,MN,2015,4295,17,tiny
27033,MN,2015,9749,-2,tiny
27035,MN,2015,49959,173,small
27037,MN,2015,356762,801,large
27039,MN,2015,17661,86,small
27041,MN,2015,31085,86,small
27043,MN,2015,11620,-18,small
27045,MN,2015,17227,2,small
27047,MN,2015,25430,-23,small
27049,MN,2015,38922,19,small
27051,MN,2015,4943,18,tiny
27053,MN,2015,985731,-2532,very large
27055,MN,2015,16134,55,small
27057,MN,2015,15521,46,small
27059,MN,2015,30433,216,small
27061,MN,2015,35046,98,small
27063,MN,2015,8723,7,tiny
27065,MN,2015,11792,10,small
27067,MN,2015,36740,-213,small
27069,MN,2015,3711,0,tiny
27071,MN,2015,9619,-19,tiny
27073,MN,2015,5816,1,tiny
27075,MN,2015,8350,4,tiny
27077,MN,2015,3083,-15,tiny
27079,MN,2015,23519,30,small
27081,MN,2015,4699,4,tiny
27083,MN,2015,20920,-111,small
27085,MN,2015,30702,4,small
27087,MN,2015,3933,21,tiny
27089,MN,2015,7949,15,tiny
27091,MN,2015,17183,15,small
27093,MN,2015,19197,18,small
27095,MN,2015,19625,72,small
27097,MN,2015,27232,31,small
27099,MN,2015,32348,-19,small
27101,MN,2015,7192,19,tiny
27103,MN,2015,25759,-72,small
27105,MN,2015,19098,-46,small
27107,MN,2015,5440,12,tiny
27109,MN,2015,129923,-114,large
27111,MN,2015,47781,87,small
27113,MN,2015,11442,-18,small
27115,MN,2015,20325,79,small
27117,MN,2015,7896,-29,tiny
27119,MN,2015,24864,-39,small
27121,MN,2015,9259,7,tiny
27123,MN,2015,409098,-1717,large
27125,MN,2015,3315,0,tiny
27127,MN,2015,12776,-25,small
27129,MN,2015,12700,-18,small
27131,MN,2015,50176,-80,medium
27133,MN,2015,8005,-4,tiny
27135,MN,2015,13550,0,small
27137,MN,2015,147565,-261,large
27139,MN,2015,121635,614,large
27141,MN,2015,74924,539,medium
27143,MN,2015,12664,50,small
27145,MN,2015,121272,-467,large
27147,MN,2015,31685,-66,small
27149,MN,2015,7886,-17,tiny
27151,MN,2015,7797,19,tiny
27153,MN,2015,19111,-8,small
27155,MN,2015,2740,0,tiny
27157,MN,2015,18329,29,small
27159,MN,2015,10493,-11,small
27161,MN,2015,15268,8,small
27163,MN,2015,214206,1003,large
27165,MN,2015,9176,-37,tiny
27167,MN,2015,5407,-8,tiny
27169,MN,2015,36347,-62,small
27171,MN,2015,112145,634,large
27173,MN,2015,8232,32,tiny
31001,NE,2015,24682,-41,small
31003,NE,2015,5358,-3,tiny
31005,NE,2015,373,0,tiny
31007,NE,2015,496,0,tiny
31009,NE,2015,397,0,tiny
31011,NE,2015,4740,0,tiny
31013,NE,2015,9370,-30,tiny
31015,NE,2015,1599,0,tiny
31017,NE,2015,2342,0,tiny
31019,NE,2015,37843,-57,small
31021,NE,2015,5452,5,tiny
31023,NE,2015,6977,5,tiny
31025,NE,2015,21181,156,small
31027,NE,2015,7421,7,tiny
31029,NE,2015,3319,0,tiny
31031,NE,2015,4770,0,tiny
31033,NE,2015,8329,0,tiny
31035,NE,2015,5167,-10,tiny
31037,NE,2015,9731,-73,tiny
31039,NE,2015,8021,-26,tiny
31041,NE,2015,9040,-12,tiny
31043,NE,2015,18172,-112,small
31045,NE,2015,5812,-10,tiny
31047,NE,2015,20874,-73,small
31049,NE,2015,1418,0,tiny
31051,NE,2015,5051,26,tiny
31053,NE,2015,29742,-59,small
31055,NE,2015,446985,-969,large
31057,NE,2015,1378,0,tiny
31059,NE,2015,4777,-12,tiny
31061,NE,2015,2451,0,tiny
31063,NE,2015,1963,0,tiny
31065,NE,2015,3907,0,tiny
31067,NE,2015,17546,15,small
31069,NE,2015,1478,0,tiny
31071,NE,2015,1408,0,tiny
31073,NE,2015,1593,18,tiny
31075,NE,2015,601,0,tiny
31077,NE,2015,2012,0,tiny
31079,NE,2015,50947,-150,medium
31081,NE,2015,8086,-17,tiny
31083,NE,2015,2719,0,tiny
31085,NE,2015,751,0,tiny
31087,NE,2015,2218,-1,tiny
31089,NE,2015,9016,0,tiny
31091,NE,2015,625,0,tiny
31093,NE,2015,5394,2,tiny
31095,NE,2015,5799,7,tiny
31097,NE,2015,3588,0,tiny
31099,NE,2015,5369,6,tiny
31101,NE,2015,6497,-4,tiny
31103,NE,2015,658,0,tiny
31105,NE,2015,2760,0,tiny
31107,NE,2015,6971,11,tiny
31109,NE,2015,236762,-500,large
31111,NE,2015,28459,-53,small
31113,NE,2015,672,0,tiny
31115,NE,2015,452,0,tiny
31117,NE,2015,377,0,tiny
31119,NE,2015,28878,-78,small
31121,NE,2015,6304,17,tiny
31123,NE,2015,3705,5,tiny
31125,NE,2015,2841,0,tiny
31127,NE,2015,5212,16,tiny
31129,NE,2015,3538,0,tiny
31131,NE,2015,13022,6,small
31133,NE,2015,2167,0,tiny
31135,NE,2015,2478,0,tiny
31137,NE,2015,7816,4,tiny
31139,NE,2015,6252,-4,tiny
31141,NE,2015,29352,0,small
31143,NE,2015,4388,15,tiny
31145,NE,2015,8582,-16,tiny
31147,NE,2015,6360,-19,tiny
31149,NE,2015,1109,0,tiny
31151,NE,2015,11558,-36,small
31153,NE,2015,146285,674,large
31155,NE,2015,17569,62,small
31157,NE,2015,28089,6,small
31159,NE,2015,13768,23,small
31161,NE,2015,4026,0,tiny
31163,NE,2015,2454,-9,tiny
31165,NE,2015,931,0,tiny
31167,NE,2015,4881,2,tiny
31169,NE,2015,4330,0,tiny
31171,NE,2015,553,0,tiny
31173,NE,2015,5303,23,tiny
31175,NE,2015,3473,0,tiny
31177,NE,2015,17002,130,small
31179,NE,2015,6592,-33,tiny
31181,NE,2015,2716,0,tiny
31183,NE,2015,651,0,tiny
31185,NE,2015,11360,-21,small
32001,NV,2015,17718,35,small
32003,NV,2015,1629526,14631,enormous
32005,NV,2015,38972,419,small
32007,NV,2015,41888,-39,small
32009,NV,2015,590,0,tiny
32011,NV,2015,1286,0,tiny
32013,NV,2015,13897,-34,small
32015,NV,2015,4591,-14,tiny
32017,NV,2015,3225,7,tiny
32019,NV,2015,40095,416,small
32021,NV,2015,2817,-17,tiny
32023,NV,2015,27552,272,small
32027,NV,2015,3516,0,tiny
32029,NV,2015,2642,33,tiny
32031,NV,2015,345476,2355,large
32033,NV,2015,6481,-30,tiny
32510,NV,2015,40339,147,small
33001,NH,2015,49578,382,small
33003,NH,2015,37962,245,small
33005,NH,2015,57450,152,medium
33007,NH,2015,22778,-8,small
33009,NH,2015,65196,-36,medium
33011,NH,2015,332078,474,large
33013,NH,2015,115751,292,large
33015,NH,2015,257664,1306,large
33017,NH,2015,93743,247,medium
33019,NH,2015,33026,91,small
37001,NC,2015,117855,600,large
37003,NC,2015,26488,2,small
37005,NC,2015,7662,0,tiny
37007,NC,2015,15991,-16,small
37009,NC,2015,18705,34,small
37011,NC,2015,11339,10,small
37013,NC,2015,34577,-18,small
37015,NC,2015,13166,-55,small
37017,NC,2015,21888,-94,small
37019,NC,2015,85932,956,medium
37021,NC,2015,187538,729,large
37023,NC,2015,63261,20,medium
37025,NC,2015,154815,1665,large
37027,NC,2015,57922,-37,medium
37029,NC,2015,7699,63,tiny
37031,NC,2015,50196,65,medium
37033,NC,2015,15441,-43,small
37035,NC,2015,120816,-72,large
37037,NC,2015,54755,664,medium
37039,NC,2015,18150,-2,small
37041,NC,2015,10453,20,small
37043,NC,2015,7073,3,tiny
37045,NC,2015,70843,7,medium
37047,NC,2015,36687,-16,small
37049,NC,2015,74685,-236,medium
37051,NC,2015,227487,-1129,large
37053,NC,2015,18656,205,small
37055,NC,2015,28533,-28,small
37057,NC,2015,124867,229,large
37059,NC,2015,32606,104,small
37061,NC,2015,40645,-31,small
37063,NC,2015,215741,8,large
37065,NC,2015,36849,-164,small
37067,NC,2015,276627,386,large
37069,NC,2015,44383,480,small
37071,NC,2015,157827,1097,large
37073,NC,2015,7793,15,tiny
37075,NC,2015,5993,0,tiny
37077,NC,2015,41674,313,small
37079,NC,2015,13420,-20,small
37081,NC,2015,383336,-415,large
37083,NC,2015,35978,-122,small
37085,NC,2015,87593,866,medium
37087,NC,2015,43242,64,small
37089,NC,2015,84104,631,medium
37091,NC,2015,14055,3,small
37093,NC,2015,34594,252,small
37095,NC,2015,3504,18,tiny
37097,NC,2015,132601,408,large
37099,NC,2015,23451,-62,small
37101,NC,2015,141918,1694,large
37103,NC,2015,6796,-5,tiny
37105,NC,2015,44234,-617,small
37107,NC,2015,41915,-315,small
37109,NC,2015,60889,424,medium
37111,NC,2015,31840,44,small
37113,NC,2015,24596,-17,small
37115,NC,2015,14038,106,small
37117,NC,2015,17317,17,small
37119,NC,2015,776547,4558,very large
37121,NC,2015,10517,-27,small
37123,NC,2015,19874,-128,small
37125,NC,2015,71419,359,medium
37127,NC,2015,71698,197,medium
37129,NC,2015,149574,197,large
37131,NC,2015,12925,-87,small
37133,NC,2015,127641,-1225,large
37135,NC,2015,96263,-370,medium
37137,NC,2015,8661,-10,tiny
37139,NC,2015,28142,35,small
37141,NC,2015,39612,338,small
37143,NC,2015,9445,-1,tiny
37145,NC,2015,29075,65,small
37147,NC,2015,115826,-236,large
37149,NC,2015,14018,-40,small
37151,NC,2015,109870,88,large
37153,NC,2015,31470,-80,small
37155,NC,2015,88763,-423,medium
37157,NC,2015,67693,-24,medium
37159,NC,2015,103682,247,large
37161,NC,2015,43989,-53,small
37163,NC,2015,49192,-103,small
37165,NC,2015,23240,-59,small
37167,NC,2015,44805,129,small
37169,NC,2015,33781,-4,small
37171,NC,2015,53645,-67,medium
37173,NC,2015,12094,-17,small
37175,NC,2015,22547,5,small
37177,NC,2015,2744,-23,tiny
37179,NC,2015,179665,1434,large
37181,NC,2015,31640,25,small
37183,NC,2015,809066,6824,very large
37185,NC,2015,12493,-30,small
37187,NC,2015,8519,-39,tiny
37189,NC,2015,28259,-95,small
37191,NC,2015,89002,-19,medium
37193,NC,2015,48522,69,small
37195,NC,2015,61345,-9,medium
37197,NC,2015,28371,30,small
37199,NC,2015,12449,25,small
39001,OH,2015,19621,26,small
39003,OH,2015,78730,-125,medium
39005,OH,2015,40454,22,small
39007,OH,2015,73884,29,medium
39009,OH,2015,33335,-76,small
39011,OH,2015,38974,-15,small
39013,OH,2015,50451,-55,medium
39015,OH,2015,32170,16,small
39017,OH,2015,288308,498,large
39019,OH,2015,21382,-18,small
39021,OH,2015,30273,35,small
39023,OH,2015,104851,-146,large
39025,OH,2015,160049,527,large
39027,OH,2015,31779,6,small
39029,OH,2015,79025,-176,medium
39031,OH,2015,27843,26,small
39033,OH,2015,32804,-49,small
39035,OH,2015,954961,-3784,very large
39037,OH,2015,42838,-77,small
39039,OH,2015,31503,-59,small
39041,OH,2015,163089,1986,large
39043,OH,2015,60593,0,medium
39045,OH,2015,117684,930,large
39047,OH,2015,21482,43,small
39049,OH,2015,959444,-1402,very large
39051,OH,2015,35696,23,small
39053,OH,2015,21171,-27,small
39055,OH,2015,80847,323,medium
39057,OH,2015,120817,-184,large
39059,OH,2015,29831,-23,small
39061,OH,2015,624537,-1543,very large
39063,OH,2015,60446,-33,medium
39065,OH,2015,21941,7,small
39067,OH,2015,11012,-25,small
39069,OH,2015,23557,3,small
39071,OH,2015,31300,-1,small
39073,OH,2015,20648,16,small
39075,OH,2015,34543,-72,small
39077,OH,2015,47580,23,small
39079,OH,2015,23595,10,small
39081,OH,2015,49275,5,small
39083,OH,2015,46210,119,small
39085,OH,2015,191676,487,large
39087,OH,2015,44047,9,small
39089,OH,2015,134062,888,large
39091,OH,2015,36287,-56,small
39093,OH,2015,240687,939,large
39095,OH,2015,320056,-894,large
39097,OH,2015,30861,117,small
39099,OH,2015,175855,-289,large
39101,OH,2015,46060,-15,small
39103,OH,2015,150138,748,large
39105,OH,2015,15989,-1,small
39107,OH,2015,36201,8,small
39109,OH,2015,84718,183,medium
39111,OH,2015,10926,-39,small
39113,OH,2015,401107,-849,large
39115,OH,2015,10205,-11,small
39117,OH,2015,26177,119,small
39119,OH,2015,65613,-114,medium
39121,OH,2015,9273,17,tiny
39123,OH,2015,33216,50,small
39125,OH,2015,15364,-23,small
39127,OH,2015,25963,31,small
39129,OH,2015,40936,295,small
39131,OH,2015,19554,-11,small
39133,OH,2015,116067,32,large
39135,OH,2015,32599,45,small
39137,OH,2015,30486,-39,small
39139,OH,2015,92812,-59,medium
39141,OH,2015,54013,3,medium
39143,OH,2015,48056,-35,small
39145,OH,2015,51520,-4,medium
39147,OH,2015,42912,-29,small
39149,OH,2015,40407,-90,small
39151,OH,2015,298425,-265,large
39153,OH,2015,421126,-392,large
39155,OH,2015,158865,5,large
39157,OH,2015,77101,-66,medium
39159,OH,2015,42964,456,small
39161,OH,2015,23468,-10,small
39163,OH,2015,8803,0,tiny
39165,OH,2015,184088,752,large
39167,OH,2015,47462,52,small
39169,OH,2015,94711,-18,medium
39171,OH,2015,30027,-32,small
39173,OH,2015,95532,5,medium
39175,OH,2015,18222,-16,small
4001,AZ,2015,45757,458,small
4003,AZ,2015,89770,-404,medium
4005,AZ,2015,92541,-100,medium
4007,AZ,2015,35885,107,small
4009,AZ,2015,22962,-67,small
4011,AZ,2015,6547,-7,tiny
4012,AZ,2015,10661,-12,small
4013,AZ,2015,3107217,17909,enormous
4015,AZ,2015,125146,875,large
4017,AZ,2015,71748,427,medium
4019,AZ,2015,725380,585,very large
4021,AZ,2015,240658,3336,large
4023,AZ,2015,39633,-203,small
4025,AZ,2015,157648,1511,large
4027,AZ,2015,162972,-256,large
42001,PA,2015,84699,208,medium
42003,PA,2015,969337,-3639,very large
42005,PA,2015,54292,24,medium
42007,PA,2015,138249,93,large
42009,PA,2015,39824,-18,small
42011,PA,2015,339721,117,large
42013,PA,2015,98686,-92,medium
42015,PA,2015,49246,0,small
42017,PA,2015,543951,1980,very large
42019,PA,2015,157384,589,large
42021,PA,2015,106147,-32,large
42023,PA,2015,3799,0,tiny
42025,PA,2015,49145,95,small
42027,PA,2015,95478,-347,medium
42029,PA,2015,435882,518,large
42031,PA,2015,28767,-27,small
42033,PA,2015,61122,-13,medium
42035,PA,2015,28674,6,small
42037,PA,2015,47636,19,small
42039,PA,2015,65658,18,medium
42041,PA,2015,199430,372,large
42043,PA,2015,219247,-372,large
42045,PA,2015,449430,306,large
42047,PA,2015,26692,-31,small
42049,PA,2015,213631,-737,large
42051,PA,2015,101070,-7,large
42053,PA,2015,3366,-15,tiny
42055,PA,2015,130408,210,large
42057,PA,2015,11919,1,small
42059,PA,2015,27059,-70,small
42061,PA,2015,33061,8,small
42063,PA,2015,61562,-58,medium
42065,PA,2015,36097,-2,small
42067,PA,2015,19937,38,small
42069,PA,2015,163105,59,large
42071,PA,2015,457435,28,large
42073,PA,2015,68947,-29,medium
42075,PA,2015,115274,360,large
42077,PA,2015,290206,711,large
42079,PA,2015,246331,302,large
42081,PA,2015,90255,-103,medium
42083,PA,2015,31339,6,small
42085,PA,2015,88384,14,medium
42087,PA,2015,37238,-4,small
42089,PA,2015,122576,880,large
42091,PA,2015,688370,1430,very large
42093,PA,2015,14631,12,small
42095,PA,2015,241978,1064,large
42097,PA,2015,70944,18,medium
42099,PA,2015,38276,15,small
42101,PA,2015,1004010,-6618,enormous
42103,PA,2015,42769,425,small
42105,PA,2015,13129,12,small
42107,PA,2015,110949,107,large
42109,PA,2015,31751,-32,small
42111,PA,2015,58807,-9,medium
42113,PA,2015,4604,-14,tiny
42115,PA,2015,32581,-2,small
