county_fips,state_po,x,n,y,population_group
48035,TX,2017,13100,77,small
48037,TX,2017,67299,26,medium
48039,TX,2017,270045,2125,large
48041,TX,2017,132116,-591,large
48043,TX,2017,6516,-42,tiny
48045,TX,2017,1089,0,tiny
48047,TX,2017,5133,-39,tiny
48049,TX,2017,26765,18,small
48051,TX,2017,13420,21,small
48053,TX,2017,35920,397,small
48055,TX,2017,30472,565,small
48057,TX,2017,15653,8,small
48059,TX,2017,9877,30,tiny
48061,TX,2017,323189,-1023,large
48063,TX,2017,9193,35,tiny
48065,TX,2017,4416,-2,tiny
48067,TX,2017,21476,28,small
48069,TX,2017,5602,-14,tiny
48071,TX,2017,33467,498,small
48073,TX,2017,37586,51,small
48075,TX,2017,4132,0,tiny
48077,TX,2017,7690,13,tiny
48079,TX,2017,2060,-19,tiny
48081,TX,2017,2290,8,tiny
48083,TX,2017,5745,-4,tiny
48085,TX,2017,778475,12515,very large
48087,TX,2017,2168,0,tiny
48089,TX,2017,16199,58,small
48091,TX,2017,109894,2808,large
48093,TX,2017,9706,23,tiny
48095,TX,2017,1608,-3,tiny
48097,TX,2017,31495,232,small
48099,TX,2017,44619,24,small
48101,TX,2017,1006,0,tiny
48103,TX,2017,3768,2,tiny
48105,TX,2017,2776,0,tiny
48107,TX,2017,4133,-2,tiny
48109,TX,2017,1629,0,tiny
48111,TX,2017,5956,-10,tiny
48113,TX,2017,1957756,-5722,enormous
48115,TX,2017,8548,-31,tiny
48117,TX,2017,15446,-17,small
48119,TX,2017,3544,13,tiny
48121,TX,2017,641514,7395,very large
48123,TX,2017,13646,-34,small
48125,TX,2017,1321,0,tiny
48127,TX,2017,7157,11,tiny
48129,TX,2017,2205,-5,tiny
48131,TX,2017,7694,-12,tiny
48133,TX,2017,12358,10,small
48135,TX,2017,120494,863,large
48137,TX,2017,1332,0,tiny
48139,TX,2017,139605,2403,large
48141,TX,2017,663195,-1960,very large
48143,TX,2017,25898,30,small
48145,TX,2017,10747,12,small
48147,TX,2017,23517,259,small
48149,TX,2017,19210,84,small
48151,TX,2017,2581,-5,tiny
48153,TX,2017,4321,12,tiny
48155,TX,2017,807,0,tiny
48157,TX,2017,592894,6653,very large
48159,TX,2017,7328,9,tiny
48161,TX,2017,13648,-21,small
48163,TX,2017,11228,-25,small
48165,TX,2017,16643,-3,small
48167,TX,2017,245439,1291,large
48169,TX,2017,3248,-10,tiny
48171,TX,2017,21436,77,small
48173,TX,2017,1146,0,tiny
48175,TX,2017,5367,8,tiny
48177,TX,2017,15738,-6,small
48179,TX,2017,15537,-27,small
48181,TX,2017,97608,721,medium
48183,TX,2017,92850,-47,medium
48185,TX,2017,19072,150,small
48187,TX,2017,125087,1566,large
48189,TX,2017,24089,-47,small
48191,TX,2017,2040,0,tiny
48193,TX,2017,5877,22,tiny
48195,TX,2017,4454,0,tiny
48197,TX,2017,2592,-10,tiny
48199,TX,2017,42234,120,small
48201,TX,2017,3408297,-10247,enormous
48203,TX,2017,49869,-6,small
48205,TX,2017,3165,6,tiny
48207,TX,2017,3448,-10,tiny
48209,TX,2017,147570,3019,large
48211,TX,2017,3242,0,tiny
48213,TX,2017,55144,407,medium
48215,TX,2017,639156,-561,very large
48217,TX,2017,25479,190,small
48219,TX,2017,16708,-18,small
48221,TX,2017,42888,512,small
48223,TX,2017,27039,89,small
48225,TX,2017,13845,57,small
48227,TX,2017,21852,23,small
48229,TX,2017,3894,107,tiny
48231,TX,2017,66515,941,medium
48233,TX,2017,15791,0,small
48235,TX,2017,1190,3,tiny
48237,TX,2017,5695,0,tiny
48239,TX,2017,11579,1,small
48241,TX,2017,24423,20,small
48243,TX,2017,1559,0,tiny
48245,TX,2017,177003,-1063,large
48247,TX,2017,3706,0,tiny
48249,TX,2017,29826,-69,small
48251,TX,2017,129402,1772,large
48253,TX,2017,10913,-7,small
48255,TX,2017,9564,-43,tiny
48257,TX,2017,97550,3402,medium
48259,TX,2017,36750,604,small
48261,TX,2017,242,0,tiny
48263,TX,2017,549,0,tiny
48265,TX,2017,38441,54,small
48267,TX,2017,3199,-8,tiny
48269,TX,2017,219,0,tiny
48271,TX,2017,2303,0,tiny
48273,TX,2017,21090,-81,small
48275,TX,2017,2590,0,tiny
48277,TX,2017,36312,44,small
48279,TX,2017,9728,-19,tiny
48281,TX,2017,15289,68,small
48283,TX,2017,4229,3,tiny
48285,TX,2017,15826,31,small
48287,TX,2017,13400,4,small
48289,TX,2017,12956,60,small
48291,TX,2017,57543,1419,medium
48293,TX,2017,15710,33,small
48295,TX,2017,2602,0,tiny
48297,TX,2017,7766,28,tiny
48299,TX,2017,13420,138,small
48301,TX,2017,62,0,tiny
48303,TX,2017,210419,-297,large
48305,TX,2017,4345,24,tiny
48307,TX,2017,5898,0,tiny
48309,TX,2017,182576,122,large
48311,TX,2017,611,0,tiny
48313,TX,2017,8884,15,tiny
48315,TX,2017,6216,-5,tiny
48317,TX,2017,4031,0,tiny
48319,TX,2017,3285,0,tiny
48321,TX,2017,27691,-92,small
48323,TX,2017,52480,-204,medium
48325,TX,2017,34967,353,small
48327,TX,2017,1485,0,tiny
48329,TX,2017,128688,755,large
48331,TX,2017,18190,40,small
48333,TX,2017,3520,0,tiny
48335,TX,2017,4870,-16,tiny
48337,TX,2017,14380,113,small
48339,TX,2017,429905,6911,large
48341,TX,2017,17678,-46,small
48343,TX,2017,8797,-28,tiny
48345,TX,2017,828,0,tiny
48347,TX,2017,42402,-86,small
48349,TX,2017,36726,274,small
48351,TX,2017,8420,7,tiny
48353,TX,2017,10887,4,small
48355,TX,2017,250233,-655,large
48357,TX,2017,8572,-6,tiny
48359,TX,2017,1646,0,tiny
48361,TX,2017,61418,-199,medium
48363,TX,2017,19913,99,small
48365,TX,2017,17406,6,small
48367,TX,2017,105309,1791,large
48369,TX,2017,7871,-9,tiny
48371,TX,2017,10612,25,small
48373,TX,2017,37092,350,small
48375,TX,2017,82626,-288,medium
48377,TX,2017,7051,-76,tiny
48379,TX,2017,7565,113,tiny
48381,TX,2017,100815,143,large
48383,TX,2017,2851,0,tiny
48385,TX,2017,2544,0,tiny
48387,TX,2017,8521,-15,tiny
48389,TX,2017,8669,-28,tiny
48391,TX,2017,5052,-4,tiny
48393,TX,2017,656,0,tiny
48395,TX,2017,12667,9,small
48397,TX,2017,77091,1427,medium
48399,TX,2017,7622,-23,tiny
48401,TX,2017,36464,52,small
48403,TX,2017,7010,61,tiny
48405,TX,2017,5478,-34,tiny
48407,TX,2017,17261,142,small
48409,TX,2017,51766,-256,medium
48411,TX,2017,4132,0,tiny
48413,TX,2017,2053,-17,tiny
48415,TX,2017,12205,-33,small
48417,TX,2017,2398,-1,tiny
48419,TX,2017,18532,40,small
48421,TX,2017,2133,0,tiny
48423,TX,2017,169790,250,large
48425,TX,2017,6783,42,tiny
48427,TX,2017,52812,-229,medium
48429,TX,2017,6215,0,tiny
48431,TX,2017,1034,0,tiny
48433,TX,2017,1023,0,tiny
48435,TX,2017,3070,-13,tiny
48437,TX,2017,5052,3,tiny
48439,TX,2017,1589191,5724,enormous
48441,TX,2017,100103,-211,large
48443,TX,2017,603,0,tiny
48445,TX,2017,8627,-24,tiny
48447,TX,2017,1006,0,tiny
48449,TX,2017,25606,-65,small
48451,TX,2017,84412,-363,medium
48453,TX,2017,867706,-316,very large
48455,TX,2017,9381,43,tiny
48457,TX,2017,12893,58,small
48459,TX,2017,28504,95,small
48461,TX,2017,2572,0,tiny
48463,TX,2017,20938,-52,small
48465,TX,2017,39709,28,small
48467,TX,2017,39455,367,small
48469,TX,2017,68900,-331,medium
48471,TX,2017,36242,-229,small
48473,TX,2017,33934,688,small
48475,TX,2017,8497,-15,tiny
48477,TX,2017,26473,165,small
48479,TX,2017,225118,-686,large
48481,TX,2017,33299,2,small
48483,TX,2017,4052,0,tiny
48485,TX,2017,86866,-217,medium
48487,TX,2017,9290,-3,tiny
48489,TX,2017,13840,-77,small
48491,TX,2017,432087,9578,large
48493,TX,2017,37363,278,small
48495,TX,2017,5708,-9,tiny
48497,TX,2017,50419,686,medium
48499,TX,2017,31096,229,small
48501,TX,2017,7177,-23,tiny
48503,TX,2017,13861,18,small
48505,TX,2017,10265,2,small
48507,TX,2017,8223,-39,tiny
55001,WI,2017,14098,131,small
55003,WI,2017,11700,1,small
55005,WI,2017,37644,-6,small
55007,WI,2017,12275,-1,small
55009,WI,2017,220373,-74,large
55011,WI,2017,11099,18,small
55013,WI,2017,12417,141,small
55015,WI,2017,43589,28,small
55017,WI,2017,52108,112,medium
55019,WI,2017,28843,7,small
55021,WI,2017,48051,332,small
55023,WI,2017,12796,-34,small
55025,WI,2017,431266,-1178,large
55027,WI,2017,69289,163,medium
55029,WI,2017,24653,129,small
55031,WI,2017,32256,11,small
55033,WI,2017,32243,19,small
55035,WI,2017,77085,-187,medium
55037,WI,2017,3505,-1,tiny
55039,WI,2017,84380,20,medium
55041,WI,2017,7101,2,tiny
55043,WI,2017,38517,-139,small
55045,WI,2017,31738,176,small
55047,WI,2017,15344,71,small
55049,WI,2017,20176,16,small
55051,WI,2017,4673,20,tiny
55053,WI,2017,15307,33,small
55055,WI,2017,68201,263,medium
55057,WI,2017,19790,66,small
55059,WI,2017,132781,609,large
55061,WI,2017,17284,-13,small
55063,WI,2017,90216,-223,medium
55065,WI,2017,14433,13,small
55067,WI,2017,15548,52,small
55069,WI,2017,23072,15,small
55071,WI,2017,66504,27,medium
55073,WI,2017,115426,-128,large
55075,WI,2017,32029,68,small
55077,WI,2017,12221,83,small
55078,WI,2017,3154,-7,tiny
55079,WI,2017,700141,-3470,very large
55081,WI,2017,36399,-25,small
55083,WI,2017,31225,153,small
55085,WI,2017,30409,136,small
55087,WI,2017,157465,53,large
55089,WI,2017,78364,472,medium
55091,WI,2017,6036,21,tiny
55093,WI,2017,31376,74,small
55095,WI,2017,35982,183,small
55097,WI,2017,54958,-99,medium
55099,WI,2017,11192,21,small
55101,WI,2017,158708,475,large
55103,WI,2017,13511,-6,small
55105,WI,2017,131561,259,large
55107,WI,2017,10964,-3,small
55109,WI,2017,76664,347,medium
55111,WI,2017,53858,182,medium
55113,WI,2017,13186,7,small
55115,WI,2017,32601,46,small
55117,WI,2017,98279,45,medium
55119,WI,2017,16191,5,small
55121,WI,2017,26644,-25,small
55123,WI,2017,24312,6,small
55125,WI,2017,17432,89,small
55127,WI,2017,80536,399,medium
55129,WI,2017,13195,-2,small
55131,WI,2017,118281,594,large
55133,WI,2017,353440,1694,large
55135,WI,2017,41214,-19,small
55137,WI,2017,18603,68,small
55139,WI,2017,132598,-30,large
55141,WI,2017,61168,-143,medium
12001,FL,2018,170247,-937,large
12003,FL,2018,19272,132,small
12005,FL,2018,120556,-2489,large
12007,FL,2018,16852,86,small
12009,FL,2018,449214,3725,large
12011,FL,2018,1461100,-285,enormous
12013,FL,2018,7987,-14,tiny
12015,FL,2018,125147,1485,large
12017,FL,2018,102418,701,large
12019,FL,2018,166214,1144,large
12021,FL,2018,289017,3083,large
12023,FL,2018,45735,179,small
12027,FL,2018,21283,-4,small
12029,FL,2018,8517,-36,tiny
12031,FL,2018,703717,2130,very large
12033,FL,2018,220217,-169,large
12035,FL,2018,83317,737,medium
12037,FL,2018,6859,-2,tiny
12039,FL,2018,31612,-101,small
12041,FL,2018,11142,82,small
12043,FL,2018,6269,97,tiny
12045,FL,2018,8497,8,tiny
12047,FL,2018,7748,-8,tiny
12049,FL,2018,17982,-76,small
12051,FL,2018,27911,129,small
12053,FL,2018,131961,1491,large
12055,FL,2018,67776,333,medium
12057,FL,2018,1057942,4888,enormous
12059,FL,2018,11501,-7,small
12061,FL,2018,117141,1107,large
12063,FL,2018,29484,-17,small
12065,FL,2018,9259,-3,tiny
12067,FL,2018,4413,-10,tiny
12069,FL,2018,266350,4228,large
12071,FL,2018,541383,6776,very large
12073,FL,2018,185859,-509,large
12075,FL,2018,27464,126,small
12077,FL,2018,4349,-41,tiny
12079,FL,2018,11840,15,small
12081,FL,2018,284026,3009,large
12083,FL,2018,257158,2167,large
12085,FL,2018,116855,960,large
12086,FL,2018,2053818,-16605,enormous
12087,FL,2018,57377,-241,medium
12089,FL,2018,68167,608,medium
12091,FL,2018,158932,218,large
12093,FL,2018,25776,91,small
12095,FL,2018,1007944,-1405,enormous
12097,FL,2018,272855,3418,large
12099,FL,2018,1110177,6510,enormous
12101,FL,2018,381697,7020,large
12103,FL,2018,687479,3825,very large
12105,FL,2018,504481,7789,very large
12107,FL,2018,47480,144,small
12109,FL,2018,204925,3843,large
12111,FL,2018,232318,4213,large
12113,FL,2018,132976,748,large
12115,FL,2018,310637,4053,large
12117,FL,2018,350563,1078,large
12119,FL,2018,89806,1377,medium
12121,FL,2018,27844,108,small
12123,FL,2018,13378,-11,small
12125,FL,2018,8248,12,tiny
12127,FL,2018,386623,3842,large
12129,FL,2018,22443,181,small
12131,FL,2018,49697,440,small
12133,FL,2018,15536,51,small
13001,GA,2018,12736,-6,small
13003,GA,2018,5550,-21,tiny
13005,GA,2018,7407,-17,tiny
13007,GA,2018,1866,-33,tiny
13009,GA,2018,26372,-9,small
13011,GA,2018,12454,105,small
13013,GA,2018,58994,953,medium
13015,GA,2018,77043,562,medium
13017,GA,2018,10893,-13,small
13019,GA,2018,11812,32,small
13021,GA,2018,103859,-301,large
13023,GA,2018,8244,-19,tiny
13025,GA,2018,11869,39,small
13027,GA,2018,9885,-4,tiny
13029,GA,2018,31594,363,small
13031,GA,2018,43921,4,small
13033,GA,2018,15942,-38,small
13035,GA,2018,15818,127,small
13037,GA,2018,3179,0,tiny
13039,GA,2018,37902,-89,small
13043,GA,2018,7132,4,tiny
13045,GA,2018,80897,303,medium
13047,GA,2018,46539,65,small
13049,GA,2018,6226,11,tiny
13051,GA,2018,188096,-481,large
13053,GA,2018,4553,-278,tiny
13055,GA,2018,16220,-10,small
13057,GA,2018,200225,2434,large
13059,GA,2018,67390,-525,medium
13061,GA,2018,1865,0,tiny
13063,GA,2018,188763,671,large
13065,GA,2018,4356,-18,tiny
13067,GA,2018,556427,663,very large
13069,GA,2018,27869,-3,small
13071,GA,2018,30597,5,small
13073,GA,2018,116780,1063,large
13075,GA,2018,10929,8,small
13077,GA,2018,110567,680,large
13079,GA,2018,8248,21,tiny
13081,GA,2018,13442,-29,small
13083,GA,2018,10246,-27,small
13085,GA,2018,17552,243,small
13087,GA,2018,18290,6,small
13089,GA,2018,503584,-2332,very large
13091,GA,2018,12445,19,small
13093,GA,2018,6115,-28,tiny
13095,GA,2018,54971,-238,medium
13097,GA,2018,98949,769,medium
13099,GA,2018,6878,0,tiny
13101,GA,2018,2439,-3,tiny
13103,GA,2018,47164,520,small
13105,GA,2018,13744,13,small
13107,GA,2018,15385,-37,small
13109,GA,2018,7246,-18,tiny
13111,GA,2018,17577,22,small
13113,GA,2018,92559,765,medium
13115,GA,2018,69468,58,medium
13117,GA,2018,198059,3298,large
13119,GA,2018,15637,-6,small
13121,GA,2018,733895,956,very large
13123,GA,2018,21447,97,small
13125,GA,2018,1907,0,tiny
13127,GA,2018,59349,40,medium
13129,GA,2018,41439,59,small
13131,GA,2018,16589,-62,small
13133,GA,2018,13188,145,small
13135,GA,2018,705993,4310,very large
13137,GA,2018,31701,62,small
13139,GA,2018,155292,884,large
13141,GA,2018,4815,-7,tiny
13143,GA,2018,20344,80,small
13145,GA,2018,26064,330,small
13147,GA,2018,17917,62,small
13149,GA,2018,7273,5,tiny
13151,GA,2018,167585,3144,large
13153,GA,2018,117415,434,large
13155,GA,2018,6102,-27,tiny
13157,GA,2018,54248,812,medium
13159,GA,2018,9876,196,tiny
13161,GA,2018,9798,33,tiny
13163,GA,2018,11572,-34,small
13165,GA,2018,4963,0,tiny
13167,GA,2018,5220,-34,tiny
13169,GA,2018,20446,78,small
13171,GA,2018,12003,177,small
13173,GA,2018,5723,27,tiny
13175,GA,2018,34714,17,small
13177,GA,2018,24011,283,small
13179,GA,2018,40840,-121,small
13181,GA,2018,5563,11,tiny
13183,GA,2018,9892,95,tiny
13185,GA,2018,75081,49,medium
13187,GA,2018,19844,95,small
13189,GA,2018,15821,-83,small
13191,GA,2018,7450,-1,tiny
13193,GA,2018,7112,-26,tiny
13195,GA,2018,21348,149,small
13197,GA,2018,4728,-24,tiny
13199,GA,2018,13917,98,small
13201,GA,2018,3591,-22,tiny
13205,GA,2018,13877,-31,small
13207,GA,2018,19769,198,small
13209,GA,2018,5166,6,tiny
13211,GA,2018,14789,168,small
13213,GA,2018,27656,-20,small
13215,GA,2018,132190,-60,large
13217,GA,2018,76617,900,medium
13219,GA,2018,33573,255,small
13221,GA,2018,10112,70,small
13223,GA,2018,121011,1775,large
13225,GA,2018,17731,47,small
13227,GA,2018,24671,154,small
13229,GA,2018,13520,3,small
13231,GA,2018,13882,136,small
13233,GA,2018,29427,140,small
13235,GA,2018,5662,-39,tiny
13237,GA,2018,15145,103,small
13239,GA,2018,1329,0,tiny
13241,GA,2018,12132,30,small
13243,GA,2018,4243,0,tiny
13245,GA,2018,128889,-521,large
13247,GA,2018,60292,632,medium
13249,GA,2018,3254,14,tiny
13251,GA,2018,9320,-5,tiny
13253,GA,2018,5315,8,tiny
13255,GA,2018,44656,304,small
13257,GA,2018,17881,0,small
13259,GA,2018,2510,-38,tiny
13261,GA,2018,19494,-136,small
13263,GA,2018,3954,-31,tiny
13265,GA,2018,967,0,tiny
13267,GA,2018,13581,-2,small
13269,GA,2018,5448,-26,tiny
13271,GA,2018,6410,-21,tiny
13273,GA,2018,6215,4,tiny
13275,GA,2018,31653,-37,small
13277,GA,2018,28510,32,small
13279,GA,2018,18358,-83,small
13281,GA,2018,8248,34,tiny
13283,GA,2018,4117,18,tiny
13285,GA,2018,47834,48,small
13287,GA,2018,5786,-7,tiny
13289,GA,2018,5649,-70,tiny
13291,GA,2018,17335,84,small
13293,GA,2018,18261,92,small
13295,GA,2018,44408,45,small
13297,GA,2018,69747,984,medium
13299,GA,2018,23071,2,small
13301,GA,2018,3596,-1,tiny
13303,GA,2018,13742,0,small
13305,GA,2018,19185,-34,small
13307,GA,2018,1562,0,tiny
13309,GA,2018,3218,-5,tiny
13311,GA,2018,19400,99,small
13313,GA,2018,79897,-88,medium
13315,GA,2018,4492,-43,tiny
13317,GA,2018,6738,-34,tiny
13319,GA,2018,6388,-46,tiny
13321,GA,2018,13594,-23,small
19001,IA,2018,5748,36,tiny
19003,IA,2018,2975,-14,tiny
19005,IA,2018,11631,-42,small
19007,IA,2018,9235,13,tiny
19009,IA,2018,4532,26,tiny
19011,IA,2018,21147,12,small
19013,IA,2018,96096,-224,medium
19015,IA,2018,21352,-50,small
19017,IA,2018,20245,-18,small
19019,IA,2018,17291,41,small
19021,IA,2018,16987,-80,small
19023,IA,2018,12007,-4,small
19025,IA,2018,7726,-9,tiny
19027,IA,2018,17619,-3,small
19029,IA,2018,10398,-32,small
19031,IA,2018,15104,89,small
19033,IA,2018,32953,-90,small
19035,IA,2018,9565,10,tiny
19037,IA,2018,10099,-16,small
19039,IA,2018,7515,-35,tiny
19041,IA,2018,13321,-1,small
19043,IA,2018,14409,0,small
19045,IA,2018,37068,33,small
19047,IA,2018,14194,-68,small
19049,IA,2018,78276,1060,medium
19051,IA,2018,7360,-5,tiny
19053,IA,2018,5264,-22,tiny
19055,IA,2018,14894,-28,small
19057,IA,2018,30618,-63,small
19059,IA,2018,14462,10,small
19061,IA,2018,80008,-41,medium
19063,IA,2018,7133,-8,tiny
19065,IA,2018,15013,-42,small
19067,IA,2018,12566,5,small
19069,IA,2018,7832,-19,tiny
19071,IA,2018,5342,-31,tiny
19073,IA,2018,7119,-56,tiny
19075,IA,2018,10384,70,small
19077,IA,2018,8697,10,tiny
19079,IA,2018,12141,-19,small
19081,IA,2018,8869,-15,tiny
19083,IA,2018,13221,2,small
19085,IA,2018,11510,9,small
19087,IA,2018,15073,-8,small
19089,IA,2018,7918,-6,tiny
19091,IA,2018,7793,9,tiny
19093,IA,2018,5784,-10,tiny
19095,IA,2018,14091,47,small
19097,IA,2018,16079,-30,small
19099,IA,2018,28953,10,small
19101,IA,2018,11420,-39,small
19103,IA,2018,104527,-523,large
19105,IA,2018,15658,61,small
19107,IA,2018,7889,-11,tiny
19109,IA,2018,12726,-12,small
19111,IA,2018,25712,7,small
19113,IA,2018,180974,-151,large
19115,IA,2018,8836,19,tiny
19117,IA,2018,6892,13,tiny
19119,IA,2018,10457,-22,small
19121,IA,2018,13284,83,small
19123,IA,2018,16977,25,small
19125,IA,2018,27048,-4,small
19127,IA,2018,31942,-142,small
19129,IA,2018,11810,-10,small
19131,IA,2018,8669,-6,tiny
19133,IA,2018,6763,3,tiny
19135,IA,2018,5928,6,tiny
19137,IA,2018,7744,-15,tiny
19139,IA,2018,35121,-144,small
19141,IA,2018,11597,1,small
19143,IA,2018,5118,0,tiny
19145,IA,2018,10747,3,small
19147,IA,2018,7079,-16,tiny
19149,IA,2018,21782,-3,small
19151,IA,2018,5575,22,tiny
19153,IA,2018,387906,-627,large
19155,IA,2018,70905,-6,medium
19157,IA,2018,13811,-18,small
19159,IA,2018,3664,0,tiny
19161,IA,2018,8234,18,tiny
19163,IA,2018,137138,1,large
19165,IA,2018,9916,2,tiny
19167,IA,2018,29946,-50,small
19169,IA,2018,58981,-283,medium
19171,IA,2018,13923,-46,small
19173,IA,2018,4840,-12,tiny
19175,IA,2018,9164,-10,tiny
19177,IA,2018,5520,10,tiny
19179,IA,2018,25778,-159,small
19181,IA,2018,42402,289,small
19183,IA,2018,18606,10,small
19185,IA,2018,5079,-27,tiny
19187,IA,2018,26305,-57,small
19189,IA,2018,8300,5,tiny
19191,IA,2018,16283,8,small
19193,IA,2018,79691,-74,medium
19195,IA,2018,6042,-10,tiny
19197,IA,2018,10145,-22,small
23001,ME,2018,79744,136,medium
23003,ME,2018,49536,-54,small
23005,ME,2018,235826,403,large
23007,ME,2018,20763,43,small
23009,ME,2018,41753,14,small
23011,ME,2018,92248,226,medium
23013,ME,2018,31030,-79,small
23015,ME,2018,27252,112,small
23017,ME,2018,41109,156,small
23019,ME,2018,108369,-113,large
23021,ME,2018,11598,-52,small
23023,ME,2018,28515,51,small
23025,ME,2018,35587,23,small
23027,ME,2018,29189,40,small
23029,ME,2018,22420,-50,small
23031,ME,2018,165859,815,large
26001,MI,2018,7439,68,tiny
26003,MI,2018,6480,-22,tiny
26005,MI,2018,97276,276,medium
26007,MI,2018,22225,39,small
26009,MI,2018,17984,26,small
26011,MI,2018,11356,-7,small
26013,MI,2018,5487,-5,tiny
26015,MI,2018,49425,176,small
26017,MI,2018,83432,-144,medium
26019,MI,2018,13954,5,small
26021,MI,2018,118734,110,large
26023,MI,2018,32278,-12,small
26025,MI,2018,98871,36,medium
26027,MI,2018,38720,153,small
26029,MI,2018,21223,44,small
26031,MI,2018,19592,52,small
26033,MI,2018,25251,-41,small
26035,MI,2018,21370,48,small
26037,MI,2018,63843,117,medium
26039,MI,2018,9547,24,tiny
26041,MI,2018,28830,32,small
26043,MI,2018,20901,-25,small
26045,MI,2018,85039,106,medium
26047,MI,2018,27416,83,small
26049,MI,2018,305556,189,large
26051,MI,2018,18615,69,small
26053,MI,2018,10158,-5,small
26055,MI,2018,75849,225,medium
26057,MI,2018,28286,-13,small
26059,MI,2018,34011,54,small
26061,MI,2018,24850,-51,small
26063,MI,2018,26307,-9,small
26065,MI,2018,190149,-931,large
26067,MI,2018,47676,122,small
26069,MI,2018,18433,43,small
26071,MI,2018,8567,-3,tiny
26073,MI,2018,41595,-45,small
26075,MI,2018,116809,74,large
26077,MI,2018,194904,-379,large
26079,MI,2018,13304,67,small
26081,MI,2018,523045,-923,very large
26083,MI,2018,1601,8,tiny
26085,MI,2018,7075,7,tiny
26087,MI,2018,71281,189,medium
26089,MI,2018,18472,31,small
26091,MI,2018,76383,195,medium
26093,MI,2018,162187,905,large
26095,MI,2018,3991,0,tiny
26097,MI,2018,8553,1,tiny
26099,MI,2018,709208,970,very large
26101,MI,2018,18039,36,small
26103,MI,2018,48662,-59,small
26105,MI,2018,22926,61,small
26107,MI,2018,27393,-59,small
26109,MI,2018,17615,-48,small
26111,MI,2018,67486,29,medium
26113,MI,2018,11463,3,small
26115,MI,2018,122977,523,large
26117,MI,2018,46810,55,small
26119,MI,2018,6732,76,tiny
26121,MI,2018,130366,220,large
26123,MI,2018,37268,197,small
26125,MI,2018,1021332,-2277,enormous
26127,MI,2018,20668,13,small
26129,MI,2018,14983,65,small
26131,MI,2018,4087,0,tiny
26133,MI,2018,17074,19,small
26135,MI,2018,5899,-1,tiny
26137,MI,2018,19826,42,small
26139,MI,2018,238251,522,large
26141,MI,2018,10121,13,small
26143,MI,2018,16786,133,small
26145,MI,2018,144556,-55,large
26147,MI,2018,128013,170,large
26149,MI,2018,47921,22,small
26151,MI,2018,32428,103,small
26153,MI,2018,6196,1,tiny
26155,MI,2018,53813,82,medium
26157,MI,2018,42181,60,small
26159,MI,2018,58321,142,medium
26161,MI,2018,258309,-1776,large
26163,MI,2018,1271442,-3270,enormous
26165,MI,2018,25275,62,small
27001,MN,2018,11629,3,small
27003,MN,2018,295171,1284,large
27005,MN,2018,27472,-40,small
27007,MN,2018,33343,31,small
27009,MN,2018,31645,-29,small
27011,MN,2018,4160,0,tiny
27013,MN,2018,47222,-249,small
27015,MN,2018,21666,-40,small
27017,MN,2018,27393,18,small
27019,MN,2018,91666,904,medium
27021,MN,2018,23188,74,small
27023,MN,2018,9919,-21,tiny
27025,MN,2018,46024,259,small
27027,MN,2018,48484,-68,small
27029,MN,2018,6502,16,tiny
27031,MN,2018,4457,3,tiny
27033,MN,2018,9311,7,tiny
27035,MN,2018,51364,96,medium
27037,MN,2018,365287,1082,large
27039,MN,2018,18128,45,small
27041,MN,2018,32329,32,small
27043,MN,2018,11126,20,small
27045,MN,2018,17275,-29,small
27047,MN,2018,24648,42,small
27049,MN,2018,38993,36,small
27051,MN,2018,4897,-1,tiny
27053,MN,2018,999272,-2880,very large
27055,MN,2018,16091,9,small
27057,MN,2018,16423,35,small
27059,MN,2018,32001,369,small
27061,MN,2018,34999,63,small
27063,MN,2018,8483,23,tiny
27065,MN,2018,12002,49,small
27067,MN,2018,36583,-63,small
27069,MN,2018,3685,0,tiny
27071,MN,2018,9221,-29,tiny
27073,MN,2018,5590,-15,tiny
27075,MN,2018,8433,2,tiny
27077,MN,2018,3144,-12,tiny
27079,MN,2018,24162,76,small
27081,MN,2018,4704,-19,tiny
27083,MN,2018,20499,-102,small
27085,MN,2018,30991,-1,small
27087,MN,2018,3956,8,tiny
27089,MN,2018,7727,-16,tiny
27091,MN,2018,16559,-21,small
27093,MN,2018,19420,58,small
27095,MN,2018,19755,93,small
27097,MN,2018,27693,36,small
27099,MN,2018,32642,-5,small
27101,MN,2018,7022,4,tiny
27103,MN,2018,26210,25,small
27105,MN,2018,18427,-71,small
27107,MN,2018,5211,2,tiny
27109,MN,2018,132995,-161,large
27111,MN,2018,49255,54,small
27113,MN,2018,11164,-7,small
27115,MN,2018,20550,143,small
27117,MN,2018,7826,-4,tiny
27119,MN,2018,24614,-127,small
27121,MN,2018,9679,9,tiny
27123,MN,2018,414191,-2746,large
27125,MN,2018,3261,-9,tiny
27127,MN,2018,12789,-22,small
27129,MN,2018,12327,-17,small
27131,MN,2018,50624,83,medium
27133,MN,2018,8077,26,tiny
27135,MN,2018,13192,34,small
27137,MN,2018,146667,-282,large
27139,MN,2018,125973,869,large
27141,MN,2018,77739,591,medium
27143,MN,2018,12584,-43,small
27145,MN,2018,124781,-369,large
27147,MN,2018,31547,0,small
27149,MN,2018,8286,-14,tiny
27151,MN,2018,7626,-4,tiny
27153,MN,2018,19813,-29,small
27155,MN,2018,2721,0,tiny
27157,MN,2018,18243,7,small
